sub	sess	t	loc	cue	co1	co2	or	resp	rt
108	1	1	2	2	0.0635	0.1803	0	1	1.429
108	1	2	1	1	0.0635	0.1803	0	1	0.876
108	1	3	1	3	0.0635	0.1803	0	0	2.450
108	1	4	2	2	0.0635	0.1803	1	1	0.760
108	1	5	2	2	0.0635	0.1803	1	1	0.821
108	1	6	2	2	0.0635	0.1803	0	1	0.910
108	1	7	1	1	0.0635	0.1803	1	1	1.628
108	1	8	1	1	0.0635	0.1803	0	1	0.837
108	1	9	2	2	0.0635	0.1803	1	1	1.012
108	1	10	2	2	0.0635	0.1803	0	1	2.181
108	1	11	1	3	0.0635	0.1803	1	1	1.177
108	1	12	1	1	0.0635	0.1803	1	1	0.899
108	1	13	1	3	0.0635	0.1803	1	1	1.499
108	1	14	1	1	0.0635	0.1803	1	1	1.129
108	1	15	2	3	0.0635	0.1803	1	0	1.227
108	1	16	1	3	0.0635	0.1803	1	1	1.085
108	1	17	2	1	0.0635	0.1803	0	1	1.995
108	1	18	1	1	0.0635	0.1803	0	1	1.149
108	1	19	1	3	0.0635	0.1803	0	1	0.984
108	1	20	2	3	0.0635	0.1803	0	1	0.888
108	1	21	2	3	0.0635	0.1803	1	1	1.365
108	1	22	2	3	0.0635	0.1803	1	1	0.701
108	1	23	1	1	0.0635	0.1803	1	1	1.220
108	1	24	2	2	0.0635	0.1803	0	1	0.636
108	1	25	1	1	0.0635	0.1803	1	1	1.091
108	1	26	1	1	0.0635	0.1803	0	1	0.746
108	1	27	2	2	0.0635	0.1803	1	1	1.205
108	1	28	2	2	0.0635	0.1803	1	1	0.663
108	1	29	2	2	0.0635	0.1803	0	1	1.063
108	1	30	2	2	0.0635	0.1803	1	1	0.748
108	1	31	1	1	0.0635	0.1803	0	1	1.982
108	1	32	1	2	0.0635	0.1803	0	1	1.114
108	1	33	2	3	0.0635	0.1803	0	1	0.807
108	1	34	1	1	0.0635	0.1803	1	1	0.913
108	1	35	2	3	0.0635	0.1803	0	0	2.600
108	1	36	1	1	0.0635	0.1803	0	1	2.288
108	1	37	2	1	0.0635	0.1803	1	0	2.532
108	1	38	1	1	0.0635	0.1803	1	1	1.032
108	1	39	2	2	0.0635	0.1803	1	1	0.735
108	1	40	1	2	0.0635	0.1803	0	1	1.185
108	1	41	1	1	0.0635	0.1803	0	1	1.367
108	1	42	1	3	0.0635	0.1803	0	1	0.715
108	1	43	2	2	0.0635	0.1803	1	1	0.736
108	1	44	1	3	0.0635	0.1803	0	1	0.685
108	1	45	1	2	0.0635	0.1803	1	1	0.740
108	1	46	2	2	0.0635	0.1803	0	1	0.711
108	1	47	2	2	0.0635	0.1803	0	1	0.980
108	1	48	2	1	0.0635	0.1803	0	1	0.733
108	1	49	1	3	0.0635	0.1803	1	1	2.314
108	1	50	1	2	0.0635	0.1803	1	1	1.158
108	1	51	2	2	0.0635	0.1803	0	1	0.856
108	1	52	2	1	0.0635	0.1803	1	1	0.736
108	1	53	2	3	0.0635	0.1803	1	1	0.739
108	1	54	1	1	0.0635	0.1803	0	1	0.729
108	1	55	1	1	0.0635	0.1803	1	1	1.262
108	1	56	2	3	0.0635	0.1803	0	1	0.821
108	1	57	2	1	0.0635	0.1803	0	1	0.672
108	1	58	1	1	0.0635	0.1803	1	1	1.023
108	1	59	2	3	0.0635	0.1803	0	1	0.983
108	1	60	1	2	0.0635	0.1803	0	1	0.992
108	1	61	1	1	0.0635	0.1803	1	1	1.198
108	1	62	1	1	0.0635	0.1803	1	0	1.720
108	1	63	1	2	0.0635	0.1803	0	1	0.893
108	1	64	2	2	0.0635	0.1803	0	1	0.753
108	1	65	1	1	0.0635	0.1803	0	1	0.707
108	1	66	1	1	0.0635	0.1803	1	1	0.719
108	1	67	2	1	0.0635	0.1803	1	1	0.986
108	1	68	1	1	0.0635	0.1803	0	1	0.637
108	1	69	2	2	0.0635	0.1803	0	1	0.679
108	1	70	1	3	0.0635	0.1803	1	1	2.263
108	1	71	2	1	0.0635	0.1803	0	1	0.645
108	1	72	2	2	0.0635	0.1803	0	1	0.590
108	1	73	2	3	0.0635	0.1803	1	1	0.783
108	1	74	1	1	0.0635	0.1803	1	1	2.243
108	1	75	1	3	0.0635	0.1803	0	1	0.690
108	1	76	1	3	0.0635	0.1803	0	1	0.682
108	1	77	1	1	0.0635	0.1803	0	1	2.350
108	1	78	1	1	0.0635	0.1803	1	1	0.783
108	1	79	1	3	0.0635	0.1803	1	1	0.818
108	1	80	1	1	0.0635	0.1803	0	1	0.732
108	1	81	2	2	0.0635	0.1803	1	1	1.104
108	1	82	1	1	0.0635	0.1803	0	1	0.646
108	1	83	1	3	0.0635	0.1803	1	1	0.805
108	1	84	2	2	0.0635	0.1803	1	1	0.671
108	1	85	2	2	0.0635	0.1803	1	1	0.637
108	1	86	2	1	0.0635	0.1803	1	1	0.715
108	1	87	1	3	0.0635	0.1803	0	1	1.119
108	1	88	2	2	0.0635	0.1803	0	1	0.690
108	1	89	1	3	0.0635	0.1803	1	1	0.872
108	1	90	1	1	0.0635	0.1803	0	1	1.254
108	1	91	1	2	0.0635	0.1803	1	1	1.197
108	1	92	2	2	0.0635	0.1803	1	1	0.630
108	1	93	1	1	0.0635	0.1803	1	1	1.069
108	1	94	2	2	0.0635	0.1803	1	1	1.141
108	1	95	2	3	0.0635	0.1803	0	1	0.591
108	1	96	2	2	0.0635	0.1803	1	1	0.594
108	1	97	1	3	0.0635	0.1803	0	1	1.268
108	1	98	1	2	0.0635	0.1803	1	1	1.387
108	1	99	2	2	0.0635	0.1803	0	1	0.660
108	1	100	1	1	0.0635	0.1803	1	1	0.866
108	1	101	2	2	0.0635	0.1803	0	1	0.582
108	1	102	2	3	0.0635	0.1803	1	1	0.719
108	1	103	2	2	0.0635	0.1803	1	1	0.661
108	1	104	2	3	0.0635	0.1803	0	1	0.827
108	1	105	2	3	0.0635	0.1803	1	1	0.621
108	1	106	2	3	0.0635	0.1803	0	1	0.918
108	1	107	2	2	0.0635	0.1803	0	0	0.764
108	1	108	1	1	0.0635	0.1803	0	1	0.790
108	1	109	1	1	0.0635	0.1803	0	1	0.663
108	1	110	2	2	0.0635	0.1803	1	1	0.759
108	1	111	2	3	0.0635	0.1803	1	1	0.746
108	1	112	2	2	0.0635	0.1803	0	1	0.630
