sub	sess	t	loc	co1	co2	or	resp	rt
39	1	1	2	1.0000	1.0000	0	0	1.137
39	1	2	2	1.0000	1.0000	1	1	3.852
39	1	3	1	1.0000	1.0000	1	1	1.842
39	1	4	1	1.0000	1.0000	1	0	0.811
39	1	5	1	1.0000	1.0000	0	1	2.381
39	1	6	1	1.0000	1.0000	0	1	1.396
39	1	7	2	1.0000	1.0000	0	1	1.246
39	1	8	1	1.0000	1.0000	0	1	0.749
39	1	9	2	1.0000	1.0000	0	1	0.884
39	1	10	1	1.0000	1.0000	0	1	0.728
39	1	11	1	1.0000	1.0000	1	1	1.010
39	1	12	1	1.0000	1.0000	1	1	1.428
39	1	13	2	1.0000	1.0000	1	1	2.022
39	1	14	1	1.0000	1.0000	0	1	0.925
39	1	15	2	1.0000	1.0000	0	1	1.519
39	1	16	1	1.0000	1.0000	0	1	0.826
39	1	17	2	1.0000	1.0000	0	1	0.829
39	1	18	2	1.0000	1.0000	1	1	0.759
39	1	19	2	1.0000	1.0000	1	1	0.719
39	1	20	1	1.0000	1.0000	1	1	1.037
39	1	21	1	1.0000	1.0000	1	1	0.863
39	1	22	1	1.0000	1.0000	0	0	2.473
39	1	23	1	1.0000	1.0000	0	1	0.996
39	1	24	2	1.0000	1.0000	1	1	3.477
39	1	25	2	1.0000	1.0000	0	1	1.036
39	1	26	2	1.0000	1.0000	0	1	1.122
39	1	27	1	1.0000	1.0000	1	1	1.009
39	1	28	2	1.0000	1.0000	1	0	0.920
39	1	29	1	0.2500	0.2500	1	0	1.013
39	1	30	1	0.2629	0.2629	0	1	0.784
39	1	31	2	0.2758	0.2758	1	1	0.703
39	1	32	2	0.2887	0.2887	0	1	1.141
39	1	33	2	0.3016	0.3016	1	1	1.135
39	1	34	1	0.3145	0.3145	0	1	1.698
39	1	35	1	0.3274	0.3274	1	1	0.905
39	1	36	1	0.3403	0.3403	1	0	1.507
39	1	37	2	0.3532	0.3532	1	1	1.209
39	1	38	1	0.3661	0.3661	1	1	1.419
39	1	39	1	0.3790	0.3790	1	1	0.857
39	1	40	2	0.3919	0.3919	1	1	1.898
39	1	41	2	0.4048	0.4048	1	1	0.790
39	1	42	2	0.4177	0.4177	0	1	0.664
39	1	43	1	0.4306	0.4306	1	1	1.709
39	1	44	2	0.4435	0.4435	0	1	0.711
39	1	45	2	0.4565	0.4565	0	1	0.686
39	1	46	1	0.4694	0.4694	0	1	0.711
39	1	47	2	0.4823	0.4823	0	1	0.713
39	1	48	2	0.4952	0.4952	1	1	0.731
39	1	49	1	0.5081	0.5081	0	1	1.344
39	1	50	1	0.5210	0.5210	0	1	0.548
39	1	51	2	0.5339	0.5339	1	1	0.627
39	1	52	1	0.5468	0.5468	1	1	1.633
39	1	53	1	0.5597	0.5597	1	1	0.700
39	1	54	1	0.5726	0.5726	1	1	0.601
39	1	55	1	0.5855	0.5855	0	1	0.640
39	1	56	1	0.5984	0.5984	0	1	0.520
39	1	57	2	0.6113	0.6113	0	1	1.954
39	1	58	1	0.6242	0.6242	0	1	0.603
39	1	59	2	0.6371	0.6371	0	0	0.770
39	1	60	2	0.6500	0.6500	0	1	0.910
39	1	61	2	0.2500	0.2500	0	1	0.914
39	1	62	2	0.2629	0.2629	1	1	0.701
39	1	63	2	0.2758	0.2758	1	1	0.564
39	1	64	1	0.2887	0.2887	0	0	0.974
39	1	65	2	0.3016	0.3016	1	1	0.939
39	1	66	2	0.3145	0.3145	0	0	0.680
39	1	67	1	0.3274	0.3274	0	1	0.941
39	1	68	1	0.3403	0.3403	1	1	0.743
39	1	69	1	0.3532	0.3532	0	1	0.620
39	1	70	2	0.3661	0.3661	1	1	1.081
39	1	71	2	0.3790	0.3790	0	0	0.693
39	1	72	1	0.3919	0.3919	1	1	0.787
39	1	73	1	0.4048	0.4048	0	1	0.885
39	1	74	1	0.4177	0.4177	0	1	0.477
39	1	75	2	0.4306	0.4306	1	1	0.759
39	1	76	1	0.4435	0.4435	1	1	6.821
39	1	77	1	0.4565	0.4565	1	1	1.714
39	1	78	1	0.4694	0.4694	0	1	0.723
39	1	79	2	0.4823	0.4823	1	1	1.552
39	1	80	1	0.4952	0.4952	0	1	0.729
39	1	81	1	0.5081	0.5081	1	1	0.931
39	1	82	2	0.5210	0.5210	0	1	0.986
39	1	83	1	0.5339	0.5339	0	1	0.940
39	1	84	1	0.5468	0.5468	1	1	1.176
39	1	85	1	0.5597	0.5597	1	1	0.669
39	1	86	2	0.5726	0.5726	1	1	0.862
39	1	87	2	0.5855	0.5855	0	1	0.676
39	1	88	2	0.5984	0.5984	1	1	0.728
39	1	89	2	0.6113	0.6113	0	1	0.769
39	1	90	2	0.6242	0.6242	0	1	0.693
39	1	91	2	0.6371	0.6371	1	1	0.766
39	1	92	2	0.6500	0.6500	0	1	0.752
39	1	93	2	0.5597	0.3100	1	1	0.680
39	1	94	1	0.2983	0.3100	0	1	0.724
39	1	95	2	0.2983	0.3003	0	1	0.885
39	1	96	1	0.2930	0.3003	0	1	0.574
39	1	97	1	0.2877	0.3003	1	1	0.777
39	1	98	1	0.2826	0.3003	0	1	0.625
39	1	99	1	0.2775	0.3003	1	1	0.495
39	1	100	2	0.2775	0.2916	1	1	0.799
39	1	101	2	0.2775	0.2836	1	1	0.649
39	1	102	1	0.2724	0.2836	0	0	1.023
39	1	103	1	0.2869	0.2836	0	1	0.497
39	1	104	2	0.2869	0.2760	1	1	0.767
39	1	105	1	0.2823	0.2760	0	1	1.229
39	1	106	1	0.2776	0.2760	0	1	0.903
39	1	107	1	0.2732	0.2760	1	1	0.988
39	1	108	1	0.2687	0.2760	1	0	0.904
39	1	109	2	0.2687	0.2689	0	1	3.157
39	1	110	1	0.2818	0.2689	1	1	0.835
39	1	111	2	0.2818	0.2622	1	1	0.851
39	1	112	2	0.2818	0.2558	0	0	0.797
39	1	113	1	0.2776	0.2558	1	1	1.364
39	1	114	1	0.2735	0.2558	0	1	0.707
39	1	115	1	0.2694	0.2558	0	1	0.860
39	1	116	2	0.2694	0.2752	0	0	1.572
39	1	117	1	0.2656	0.2752	0	1	1.042
39	1	118	1	0.2617	0.2752	0	1	0.827
39	1	119	1	0.2579	0.2752	1	1	0.773
39	1	120	2	0.2579	0.2947	1	1	0.927
39	1	121	2	0.2579	0.2882	1	1	2.095
39	1	122	2	0.2579	0.2822	0	0	1.251
39	1	123	2	0.2579	0.2993	0	0	0.655
39	1	124	1	0.2542	0.2993	1	1	1.380
39	1	125	2	0.2542	0.3186	1	1	2.135
39	1	126	2	0.2542	0.3117	0	1	0.630
39	1	127	1	0.2505	0.3117	1	1	0.578
39	1	128	2	0.2505	0.3055	0	1	0.570
39	1	129	2	0.2505	0.2996	0	1	0.588
39	1	130	2	0.2505	0.2944	0	1	0.526
39	1	131	2	0.2505	0.2893	1	1	0.840
39	1	132	2	0.2505	0.2847	1	1	0.777
39	1	133	2	0.2505	0.2802	1	1	0.630
39	1	134	2	0.2505	0.2761	0	1	0.578
39	1	135	1	0.2470	0.2761	0	1	0.883
39	1	136	2	0.2470	0.2720	0	1	0.803
39	1	137	2	0.2470	0.2682	0	1	0.652
39	1	138	1	0.2435	0.2682	1	1	0.467
39	1	139	2	0.2435	0.2645	0	1	0.772
39	1	140	2	0.2435	0.2609	0	1	0.729
39	1	141	1	0.2400	0.2609	0	1	0.541
39	1	142	1	0.2367	0.2609	0	1	0.460
39	1	143	2	0.2367	0.2575	1	1	0.774
39	1	144	1	0.2335	0.2575	1	1	1.171
39	1	145	1	0.2301	0.2575	1	1	0.988
39	1	146	2	0.2301	0.2542	1	1	0.617
39	1	147	1	0.2271	0.2542	1	1	0.893
39	1	148	2	0.2271	0.2509	1	1	0.725
39	1	149	2	0.2271	0.2478	1	1	0.546
39	1	150	1	0.2240	0.2478	1	1	0.709
39	1	151	2	0.2240	0.2447	0	1	0.817
39	1	152	2	0.2240	0.2417	1	1	0.584
39	1	153	1	0.2209	0.2417	0	1	0.719
39	1	154	1	0.2179	0.2417	0	1	0.641
39	1	155	1	0.2150	0.2417	1	1	0.648
39	1	156	1	0.2121	0.2417	1	1	0.812
