sub	sess	t	loc	co1	co2	or	resp	rt
36	1	1	1	1.0000	1.0000	1	1	0.810
36	1	2	1	1.0000	1.0000	1	1	0.685
36	1	3	1	1.0000	1.0000	0	1	0.619
36	1	4	2	1.0000	1.0000	0	1	0.781
36	1	5	1	1.0000	1.0000	0	1	0.827
36	1	6	1	1.0000	1.0000	1	1	0.779
36	1	7	1	1.0000	1.0000	0	1	0.647
36	1	8	1	1.0000	1.0000	0	1	0.731
36	1	9	2	1.0000	1.0000	1	1	0.926
36	1	10	1	1.0000	1.0000	1	1	0.623
36	1	11	2	1.0000	1.0000	1	1	0.689
36	1	12	2	1.0000	1.0000	0	1	0.648
36	1	13	2	1.0000	1.0000	1	1	0.589
36	1	14	1	1.0000	1.0000	0	1	0.414
36	1	15	2	1.0000	1.0000	0	1	0.695
36	1	16	1	1.0000	1.0000	0	1	0.572
36	1	17	2	1.0000	1.0000	1	1	0.712
36	1	18	1	1.0000	1.0000	1	1	0.545
36	1	19	2	1.0000	1.0000	0	1	0.588
36	1	20	2	1.0000	1.0000	1	1	0.640
36	1	21	2	1.0000	1.0000	1	1	0.622
36	1	22	2	1.0000	1.0000	0	1	0.508
36	1	23	1	1.0000	1.0000	0	1	0.479
36	1	24	1	1.0000	1.0000	1	1	0.590
36	1	25	1	1.0000	1.0000	0	1	0.461
36	1	26	2	1.0000	1.0000	1	1	0.440
36	1	27	2	1.0000	1.0000	0	1	0.478
36	1	28	1	1.0000	1.0000	1	1	0.450
36	1	29	1	0.2500	0.2500	0	1	0.391
36	1	30	2	0.2629	0.2629	1	1	0.456
36	1	31	2	0.2758	0.2758	1	1	0.653
36	1	32	2	0.2887	0.2887	0	1	0.411
36	1	33	2	0.3016	0.3016	1	1	0.428
36	1	34	2	0.3145	0.3145	1	1	0.406
36	1	35	1	0.3274	0.3274	0	1	0.487
36	1	36	2	0.3403	0.3403	0	1	0.499
36	1	37	1	0.3532	0.3532	1	1	0.408
36	1	38	1	0.3661	0.3661	0	1	0.465
36	1	39	2	0.3790	0.3790	1	0	0.564
36	1	40	1	0.3919	0.3919	1	1	0.490
36	1	41	1	0.4048	0.4048	0	1	0.407
36	1	42	2	0.4177	0.4177	0	1	0.566
36	1	43	2	0.4306	0.4306	0	1	0.482
36	1	44	2	0.4435	0.4435	0	1	0.474
36	1	45	1	0.4565	0.4565	0	1	0.480
36	1	46	2	0.4694	0.4694	0	1	0.496
36	1	47	1	0.4823	0.4823	0	1	0.503
36	1	48	1	0.4952	0.4952	0	1	0.430
36	1	49	2	0.5081	0.5081	0	1	0.811
36	1	50	1	0.5210	0.5210	0	1	0.540
36	1	51	1	0.5339	0.5339	1	1	0.484
36	1	52	1	0.5468	0.5468	0	1	0.415
36	1	53	2	0.5597	0.5597	0	1	0.478
36	1	54	1	0.5726	0.5726	0	1	0.470
36	1	55	2	0.5855	0.5855	0	1	0.635
36	1	56	2	0.5984	0.5984	1	1	0.434
36	1	57	1	0.6113	0.6113	1	1	0.687
36	1	58	1	0.6242	0.6242	1	1	0.704
36	1	59	1	0.6371	0.6371	0	1	0.454
