sub	sess	t	loc	co1	co2	or	resp	rt
23	1	1	1	1.0000	1.0000	0	1	2.702
23	1	2	2	1.0000	1.0000	0	1	2.426
23	1	3	2	1.0000	1.0000	0	1	2.001
23	1	4	1	1.0000	1.0000	0	1	0.899
23	1	5	2	1.0000	1.0000	1	1	0.907
23	1	6	1	1.0000	1.0000	1	0	0.820
23	1	7	2	1.0000	1.0000	0	1	1.162
23	1	8	2	1.0000	1.0000	0	1	0.748
23	1	9	2	1.0000	1.0000	1	1	0.895
23	1	10	1	1.0000	1.0000	0	1	0.772
23	1	11	1	1.0000	1.0000	1	1	1.093
23	1	12	2	1.0000	1.0000	0	0	0.905
23	1	13	1	1.0000	1.0000	0	1	0.644
23	1	14	1	1.0000	1.0000	1	1	0.909
23	1	15	1	1.0000	1.0000	0	1	0.635
23	1	16	2	1.0000	1.0000	1	1	0.768
23	1	17	1	1.0000	1.0000	1	0	0.657
23	1	18	2	1.0000	1.0000	1	1	1.002
23	1	19	1	1.0000	1.0000	1	1	0.989
23	1	20	1	1.0000	1.0000	1	1	0.956
23	1	21	1	1.0000	1.0000	1	1	1.556
23	1	22	2	1.0000	1.0000	1	1	2.186
23	1	23	1	1.0000	1.0000	0	1	0.980
23	1	24	1	1.0000	1.0000	0	1	1.537
23	1	25	1	1.0000	1.0000	1	1	0.848
23	1	26	2	1.0000	1.0000	1	1	1.768
23	1	27	2	1.0000	1.0000	0	1	1.005
23	1	28	2	1.0000	1.0000	0	1	1.021
23	1	29	2	0.2500	0.2500	0	1	0.970
23	1	30	2	0.2629	0.2629	1	1	1.073
23	1	31	2	0.2758	0.2758	0	1	1.075
23	1	32	2	0.2887	0.2887	1	0	1.402
23	1	33	1	0.3016	0.3016	0	0	1.494
23	1	34	1	0.3145	0.3145	1	1	1.761
23	1	35	2	0.3274	0.3274	0	1	1.084
23	1	36	2	0.3403	0.3403	0	1	1.477
23	1	37	1	0.3532	0.3532	0	1	1.272
23	1	38	1	0.3661	0.3661	0	1	0.640
23	1	39	2	0.3790	0.3790	1	1	0.621
23	1	40	2	0.3919	0.3919	1	1	0.703
23	1	41	1	0.4048	0.4048	0	1	0.699
23	1	42	2	0.4177	0.4177	1	1	0.654
23	1	43	1	0.4306	0.4306	0	1	1.153
23	1	44	2	0.4435	0.4435	0	0	0.942
23	1	45	1	0.4565	0.4565	1	1	0.806
23	1	46	2	0.4694	0.4694	0	1	0.876
23	1	47	2	0.4823	0.4823	0	1	0.801
23	1	48	1	0.4952	0.4952	1	1	2.746
23	1	49	1	0.5081	0.5081	0	0	1.265
23	1	50	1	0.5210	0.5210	1	0	0.920
23	1	51	1	0.5339	0.5339	1	1	1.139
23	1	52	1	0.5468	0.5468	1	1	1.765
23	1	53	1	0.5597	0.5597	0	1	0.793
23	1	54	2	0.5726	0.5726	1	0	1.499
23	1	55	1	0.5855	0.5855	0	1	1.712
23	1	56	2	0.5984	0.5984	1	1	3.998
23	1	57	2	0.6113	0.6113	0	1	1.445
23	1	58	1	0.6242	0.6242	1	1	1.416
23	1	59	1	0.6371	0.6371	0	1	1.200
23	1	60	1	0.6500	0.6500	0	1	0.902
23	1	61	1	0.2500	0.2500	1	1	1.016
23	1	62	1	0.2629	0.2629	0	1	0.863
23	1	63	1	0.2758	0.2758	1	0	1.030
23	1	64	2	0.2887	0.2887	1	1	1.090
23	1	65	1	0.3016	0.3016	0	1	0.673
23	1	66	2	0.3145	0.3145	0	1	1.128
23	1	67	1	0.3274	0.3274	0	1	0.787
23	1	68	2	0.3403	0.3403	1	1	0.626
23	1	69	2	0.3532	0.3532	1	1	1.846
23	1	70	1	0.3661	0.3661	1	1	3.887
23	1	71	1	0.3790	0.3790	1	1	1.485
23	1	72	2	0.3919	0.3919	0	1	1.334
23	1	73	1	0.4048	0.4048	1	1	1.333
23	1	74	2	0.4177	0.4177	0	1	1.277
23	1	75	1	0.4306	0.4306	1	0	1.445
23	1	76	2	0.4435	0.4435	1	1	1.027
23	1	77	1	0.4565	0.4565	1	1	1.011
23	1	78	1	0.4694	0.4694	0	1	0.820
23	1	79	2	0.4823	0.4823	1	1	1.564
23	1	80	2	0.4952	0.4952	0	1	1.275
23	1	81	2	0.5081	0.5081	1	1	0.822
23	1	82	2	0.5210	0.5210	1	1	0.992
23	1	83	1	0.5339	0.5339	1	1	2.027
23	1	84	1	0.5468	0.5468	1	1	2.518
23	1	85	2	0.5597	0.5597	0	1	3.155
23	1	86	2	0.5726	0.5726	0	1	1.418
23	1	87	2	0.5855	0.5855	0	1	0.771
23	1	88	2	0.5984	0.5984	0	1	0.838
23	1	89	1	0.6113	0.6113	0	1	0.715
23	1	90	2	0.6242	0.6242	1	1	0.881
23	1	91	1	0.6371	0.6371	0	1	0.647
23	1	92	2	0.6500	0.6500	1	1	0.998
23	1	93	1	0.4280	0.6500	0	1	0.947
23	1	94	1	0.4227	0.6500	1	1	1.429
23	1	95	1	0.4176	0.6500	0	1	0.942
23	1	96	1	0.4125	0.6500	0	1	0.640
23	1	97	1	0.4076	0.6500	1	1	0.744
23	1	98	1	0.4029	0.6500	0	1	0.668
23	1	99	1	0.3981	0.6500	1	1	0.866
23	1	100	2	0.3981	0.3659	0	1	1.343
23	1	101	1	0.3936	0.3659	0	1	0.773
23	1	102	2	0.3936	0.3560	0	1	0.895
23	1	103	2	0.3936	0.3455	0	1	0.640
23	1	104	1	0.3890	0.3455	1	1	0.718
23	1	105	2	0.3890	0.3345	0	1	0.729
23	1	106	1	0.3846	0.3345	1	1	1.670
23	1	107	1	0.3802	0.3345	1	1	1.534
23	1	108	1	0.3760	0.3345	0	1	0.898
23	1	109	2	0.3760	0.3230	0	1	1.751
23	1	110	1	0.3717	0.3230	0	1	0.707
23	1	111	2	0.3717	0.3111	0	1	2.420
23	1	112	2	0.3717	0.2993	1	1	1.134
23	1	113	2	0.3717	0.2878	1	1	1.649
23	1	114	1	0.3674	0.2878	1	1	1.962
23	1	115	2	0.3674	0.2768	0	1	2.748
