sub	sess	t	loc	cue	co1	co2	or	resp	rt
82	1	1	2	2	0.0861	0.0500	0	1	1.599
82	1	2	1	1	0.0861	0.0500	1	1	0.782
82	1	3	1	1	0.0861	0.0500	1	1	0.739
82	1	4	2	1	0.0861	0.0500	1	0	0.970
82	1	5	1	1	0.0861	0.0500	0	1	0.736
82	1	6	1	3	0.0861	0.0500	1	1	1.385
82	1	7	2	2	0.0861	0.0500	1	1	0.966
82	1	8	2	3	0.0861	0.0500	1	1	1.759
82	1	9	2	2	0.0861	0.0500	0	1	0.690
82	1	10	2	3	0.0861	0.0500	0	1	0.867
82	1	11	2	3	0.0861	0.0500	1	0	0.701
82	1	12	1	3	0.0861	0.0500	0	1	0.741
82	1	13	1	1	0.0861	0.0500	1	1	0.640
82	1	14	2	3	0.0861	0.0500	0	1	1.066
82	1	15	2	2	0.0861	0.0500	1	1	0.659
82	1	16	2	2	0.0861	0.0500	0	1	0.883
82	1	17	1	2	0.0861	0.0500	0	1	1.074
82	1	18	2	2	0.0861	0.0500	0	1	0.816
82	1	19	1	3	0.0861	0.0500	0	1	3.639
82	1	20	1	1	0.0861	0.0500	0	1	0.761
82	1	21	2	2	0.0861	0.0500	1	1	0.680
82	1	22	1	1	0.0861	0.0500	1	1	0.694
82	1	23	2	3	0.0861	0.0500	0	1	0.745
82	1	24	2	2	0.0861	0.0500	0	1	0.550
82	1	25	2	2	0.0861	0.0500	0	1	0.643
82	1	26	1	1	0.0861	0.0500	0	1	0.474
82	1	27	1	3	0.0861	0.0500	1	1	1.456
82	1	28	1	1	0.0861	0.0500	0	1	0.592
82	1	29	1	1	0.0861	0.0500	1	1	0.712
82	1	30	1	1	0.0861	0.0500	0	1	0.593
82	1	31	1	3	0.0861	0.0500	0	1	0.969
82	1	32	2	1	0.0861	0.0500	0	1	0.782
82	1	33	2	2	0.0861	0.0500	1	1	0.957
82	1	34	1	2	0.0861	0.0500	0	1	1.473
82	1	35	2	2	0.0861	0.0500	1	1	0.601
82	1	36	2	2	0.0861	0.0500	0	1	0.796
82	1	37	2	2	0.0861	0.0500	1	1	0.693
82	1	38	1	1	0.0861	0.0500	1	1	1.310
82	1	39	2	3	0.0861	0.0500	1	1	2.090
82	1	40	1	3	0.0861	0.0500	1	1	1.009
82	1	41	1	3	0.0861	0.0500	1	1	0.993
82	1	42	1	3	0.0861	0.0500	0	1	1.096
82	1	43	1	1	0.0861	0.0500	1	1	0.747
82	1	44	2	3	0.0861	0.0500	0	1	0.639
82	1	45	2	2	0.0861	0.0500	0	1	0.636
82	1	46	1	2	0.0861	0.0500	1	0	0.825
