sub	sess	t	loc	co1	co2	or	resp	rt
121	1	1	2	1.0000	1.0000	1	1	16.584
121	1	2	2	1.0000	1.0000	0	1	1.516
121	1	3	1	1.0000	1.0000	0	0	0.987
121	1	4	2	1.0000	1.0000	0	1	11.565
121	1	5	1	1.0000	1.0000	1	1	3.413
121	1	6	1	1.0000	1.0000	1	0	4.564
121	1	7	2	1.0000	1.0000	1	1	2.824
121	1	8	2	1.0000	1.0000	0	1	2.324
121	1	9	2	1.0000	1.0000	1	0	5.497
121	1	10	1	1.0000	1.0000	0	1	119.268
121	1	11	2	1.0000	1.0000	1	1	2.989
121	1	12	1	1.0000	1.0000	0	1	2.860
121	1	13	1	1.0000	1.0000	1	1	1.433
121	1	14	2	1.0000	1.0000	0	1	1.038
121	1	15	2	1.0000	1.0000	0	1	1.041
121	1	16	1	1.0000	1.0000	0	1	1.938
121	1	17	2	1.0000	1.0000	1	1	2.088
121	1	18	1	1.0000	1.0000	0	1	0.921
121	1	19	1	1.0000	1.0000	1	1	6.052
121	1	20	2	1.0000	1.0000	0	1	0.940
121	1	21	2	1.0000	1.0000	1	1	3.628
121	1	22	1	1.0000	1.0000	0	1	2.441
121	1	23	2	1.0000	1.0000	0	1	1.623
121	1	24	1	1.0000	1.0000	1	1	0.978
121	1	25	1	1.0000	1.0000	1	1	0.510
121	1	26	2	1.0000	1.0000	1	1	1.095
121	1	27	2	1.0000	1.0000	0	1	0.744
121	1	28	1	1.0000	1.0000	0	1	0.796
121	1	29	2	0.2500	0.2500	0	1	0.827
121	1	30	2	0.2629	0.2629	0	1	0.692
121	1	31	2	0.2758	0.2758	1	1	1.717
121	1	32	1	0.2887	0.2887	0	1	0.964
121	1	33	1	0.3016	0.3016	1	1	0.868
121	1	34	1	0.3145	0.3145	0	1	0.947
121	1	35	1	0.3274	0.3274	0	1	0.478
121	1	36	2	0.3403	0.3403	1	1	0.745
121	1	37	1	0.3532	0.3532	0	1	0.453
121	1	38	1	0.3661	0.3661	0	1	0.477
121	1	39	1	0.3790	0.3790	0	1	0.292
