sub	sess	t	loc	cue	co1	co2	or	resp	rt
118	1	1	2	1	0.0500	0.0909	1	1	0.776
118	1	2	2	2	0.0500	0.0909	1	1	0.586
118	1	3	1	3	0.0500	0.0909	1	0	1.307
118	1	4	2	1	0.0500	0.0909	1	1	0.639
118	1	5	2	2	0.0500	0.0909	1	1	1.249
118	1	6	2	2	0.0500	0.0909	0	1	0.591
118	1	7	1	1	0.0500	0.0909	1	1	1.376
118	1	8	2	2	0.0500	0.0909	1	1	0.554
118	1	9	2	3	0.0500	0.0909	1	1	1.630
118	1	10	2	3	0.0500	0.0909	0	1	0.624
118	1	11	1	3	0.0500	0.0909	0	1	0.872
118	1	12	2	3	0.0500	0.0909	1	1	0.645
118	1	13	1	3	0.0500	0.0909	1	0	1.388
118	1	14	1	2	0.0500	0.0909	0	1	0.840
118	1	15	2	3	0.0500	0.0909	1	1	1.494
118	1	16	2	3	0.0500	0.0909	0	0	0.634
118	1	17	1	1	0.0500	0.0909	0	1	1.315
118	1	18	2	2	0.0500	0.0909	0	1	0.609
118	1	19	2	2	0.0500	0.0909	1	1	0.576
118	1	20	1	1	0.0500	0.0909	1	1	1.337
118	1	21	2	1	0.0500	0.0909	0	1	1.093
118	1	22	1	1	0.0500	0.0909	1	1	0.673
118	1	23	2	2	0.0500	0.0909	0	1	0.534
118	1	24	1	2	0.0500	0.0909	1	1	0.625
118	1	25	2	2	0.0500	0.0909	1	1	1.296
118	1	26	2	2	0.0500	0.0909	1	1	0.636
118	1	27	1	2	0.0500	0.0909	1	1	0.836
118	1	28	2	3	0.0500	0.0909	1	1	0.627
118	1	29	1	1	0.0500	0.0909	0	1	0.556
118	1	30	2	2	0.0500	0.0909	1	1	0.558
118	1	31	2	2	0.0500	0.0909	0	1	0.715
118	1	32	1	1	0.0500	0.0909	0	1	0.640
118	1	33	1	1	0.0500	0.0909	1	1	0.881
118	1	34	1	3	0.0500	0.0909	0	1	0.881
118	1	35	1	1	0.0500	0.0909	0	1	0.703
118	1	36	1	1	0.0500	0.0909	0	1	0.555
118	1	37	2	3	0.0500	0.0909	0	1	0.760
118	1	38	2	2	0.0500	0.0909	0	1	0.683
118	1	39	2	1	0.0500	0.0909	0	1	0.578
118	1	40	1	1	0.0500	0.0909	0	1	0.555
118	1	41	1	3	0.0500	0.0909	0	1	0.544
118	1	42	2	3	0.0500	0.0909	0	1	0.594
118	1	43	1	3	0.0500	0.0909	1	1	0.545
118	1	44	1	1	0.0500	0.0909	0	1	0.522
118	1	45	2	2	0.0500	0.0909	1	1	0.758
118	1	46	2	2	0.0500	0.0909	0	1	0.698
118	1	47	2	2	0.0500	0.0909	0	1	0.631
118	1	48	2	2	0.0500	0.0909	0	1	0.543
118	1	49	1	3	0.0500	0.0909	1	1	0.683
118	1	50	1	1	0.0500	0.0909	0	1	0.513
118	1	51	1	1	0.0500	0.0909	1	0	0.742
118	1	52	1	1	0.0500	0.0909	1	1	1.379
118	1	53	1	1	0.0500	0.0909	1	1	0.878
118	1	54	1	3	0.0500	0.0909	0	1	0.581
118	1	55	1	1	0.0500	0.0909	1	1	0.632
118	1	56	1	2	0.0500	0.0909	0	1	0.521
118	1	57	1	1	0.0500	0.0909	0	1	0.551
118	1	58	1	1	0.0500	0.0909	0	1	0.516
118	1	59	2	2	0.0500	0.0909	0	1	0.610
118	1	60	1	3	0.0500	0.0909	0	1	0.500
118	1	61	1	1	0.0500	0.0909	1	1	0.601
118	1	62	1	3	0.0500	0.0909	0	1	0.642
118	1	63	1	1	0.0500	0.0909	1	0	0.770
118	1	64	2	2	0.0500	0.0909	1	1	0.639
118	1	65	1	1	0.0500	0.0909	1	1	1.094
118	1	66	1	1	0.0500	0.0909	1	1	1.053
118	1	67	1	1	0.0500	0.0909	0	1	0.538
