sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt
134	1	1	1	1	-1	0.2236	0.1162	1	1	0.854
134	1	2	1	1	-1	0.2236	0.1162	0	1	0.650
134	1	3	1	2	-1	0.2236	0.1162	0	1	0.443
134	1	4	1	1	-1	0.2236	0.1162	0	1	0.588
134	1	5	1	2	-1	0.2236	0.1162	1	1	0.342
134	1	6	1	1	-1	0.2236	0.1162	0	1	0.435
134	1	7	1	2	-1	0.2236	0.1162	0	1	0.330
134	1	8	1	2	-1	0.2236	0.1162	1	0	0.301
134	1	9	1	1	-1	0.2236	0.1162	0	1	0.371
134	1	10	1	2	-1	0.2236	0.1162	1	0	0.420
134	1	11	1	1	-1	0.2236	0.1162	0	1	0.356
134	1	12	1	2	-1	0.2236	0.1162	1	1	0.369
134	1	13	1	1	-1	0.2236	0.1162	1	0	0.374
134	1	14	1	1	-1	0.2236	0.1162	1	1	0.409
134	1	15	1	2	-1	0.2236	0.1162	0	1	0.442
134	1	16	1	2	-1	0.2236	0.1162	0	1	0.427
134	1	17	1	1	-1	0.2236	0.1162	0	1	0.461
134	1	18	1	1	-1	0.2236	0.1162	1	1	0.380
134	1	19	1	2	-1	0.2236	0.1162	1	1	0.384
134	1	20	1	2	-1	0.2236	0.1162	0	1	0.499
134	1	21	1	2	-1	0.2236	0.1162	1	1	0.377
134	1	22	1	2	-1	0.2236	0.1162	1	1	0.346
134	1	23	1	1	-1	0.2236	0.1162	1	1	0.287
134	1	24	1	1	-1	0.2236	0.1162	0	0	0.279
134	1	25	1	1	-1	0.2236	0.1162	1	1	0.350
134	1	26	1	1	-1	0.2236	0.1162	1	1	0.371
134	1	27	1	2	-1	0.2236	0.1162	1	1	0.447
134	1	28	1	2	-1	0.2236	0.1162	0	0	0.351
134	1	29	1	1	-1	0.2236	0.1162	1	1	0.354
134	1	30	1	1	-1	0.2236	0.1162	0	1	0.429
134	1	31	1	2	-1	0.2236	0.1162	0	1	0.437
134	1	32	1	2	-1	0.2236	0.1162	0	1	0.397
134	1	33	0	2	-1	0.2236	0.1162	1	1	0.349
134	1	34	0	2	-1	0.2236	0.1162	0	1	0.401
134	1	35	0	1	-1	0.2236	0.1162	1	1	0.332
134	1	36	0	1	-1	0.2236	0.1162	0	1	0.417
134	1	37	0	1	-1	0.2236	0.1162	0	1	0.370
134	1	38	0	1	-1	0.2236	0.1162	1	1	0.406
134	1	39	0	1	-1	0.2236	0.1162	0	1	0.353
134	1	40	0	1	-1	0.2236	0.1162	1	0	0.326
134	1	41	0	1	-1	0.2236	0.1162	0	1	0.377
134	1	42	0	1	-1	0.2236	0.1162	0	1	0.354
134	1	43	0	2	-1	0.2236	0.1162	0	1	0.415
134	1	44	0	2	-1	0.2236	0.1162	0	1	0.367
134	1	45	0	2	-1	0.2236	0.1162	1	1	0.443
134	1	46	0	1	-1	0.2236	0.1162	0	1	0.321
134	1	47	0	1	-1	0.2236	0.1162	1	1	0.366
134	1	48	0	1	-1	0.2236	0.1162	0	1	0.457
134	1	49	0	2	-1	0.2236	0.1162	0	1	0.447
134	1	50	0	2	-1	0.2236	0.1162	1	1	0.590
134	1	51	0	2	-1	0.2236	0.1162	0	1	0.368
134	1	52	0	1	-1	0.2236	0.1162	1	1	0.363
134	1	53	0	2	-1	0.2236	0.1162	0	1	0.326
134	1	54	0	2	-1	0.2236	0.1162	0	1	0.394
134	1	55	0	1	-1	0.2236	0.1162	0	1	0.404
134	1	56	0	2	-1	0.2236	0.1162	1	1	0.412
134	1	57	0	2	-1	0.2236	0.1162	1	1	0.406
134	1	58	0	1	-1	0.2236	0.1162	1	0	0.367
134	1	59	0	2	-1	0.2236	0.1162	1	1	0.305
134	1	60	0	2	-1	0.2236	0.1162	1	1	0.342
134	1	61	0	2	-1	0.2236	0.1162	1	1	0.451
134	1	62	0	2	-1	0.2236	0.1162	0	1	0.489
134	1	63	0	1	-1	0.2236	0.1162	1	1	0.335
134	1	64	0	1	-1	0.2236	0.1162	1	1	0.363
