"","sub","acc_odd_.2_htgt/hdst","acc_odd_.2_htgt/ldst","acc_odd_.2_ltgt/ldst","acc_odd_.2_ltgt/hdst","acc_odd_.5_htgt/hdst","acc_odd_.5_htgt/ldst","acc_odd_.5_ltgt/ldst","acc_odd_.5_ltgt/hdst","acc_odd_.8_htgt/hdst","acc_odd_.8_htgt/ldst","acc_odd_.8_ltgt/ldst","acc_odd_.8_ltgt/hdst","acc_even_.2_htgt/hdst","acc_even_.2_htgt/ldst","acc_even_.2_ltgt/ldst","acc_even_.2_ltgt/hdst","acc_even_.5_htgt/hdst","acc_even_.5_htgt/ldst","acc_even_.5_ltgt/ldst","acc_even_.5_ltgt/hdst","acc_even_.8_htgt/hdst","acc_even_.8_htgt/ldst","acc_even_.8_ltgt/ldst","acc_even_.8_ltgt/hdst","mu_odd_.2_htgt/hdst","mu_odd_.2_htgt/ldst","mu_odd_.2_ltgt/ldst","mu_odd_.2_ltgt/hdst","mu_odd_.5_htgt/hdst","mu_odd_.5_htgt/ldst","mu_odd_.5_ltgt/ldst","mu_odd_.5_ltgt/hdst","mu_odd_.8_htgt/hdst","mu_odd_.8_htgt/ldst","mu_odd_.8_ltgt/ldst","mu_odd_.8_ltgt/hdst","mu_even_.2_htgt/hdst","mu_even_.2_htgt/ldst","mu_even_.2_ltgt/ldst","mu_even_.2_ltgt/hdst","mu_even_.5_htgt/hdst","mu_even_.5_htgt/ldst","mu_even_.5_ltgt/ldst","mu_even_.5_ltgt/hdst","mu_even_.8_htgt/hdst","mu_even_.8_htgt/ldst","mu_even_.8_ltgt/ldst","mu_even_.8_ltgt/hdst"
"21",21,0.916666666666667,0.916666666666667,0.909090909090909,0.833333333333333,0.772727272727273,0.96875,0.952380952380952,0.75,0.738095238095238,0.974358974358974,0.9,0.833333333333333,1,1,0.888888888888889,0.625,0.861111111111111,0.875,0.842105263157895,0.895833333333333,0.921052631578947,0.878048780487805,0.825,0.868421052631579,0.7071,0.6651,0.7016,0.680111111111111,0.72115625,0.696,0.678657894736842,0.761173913043478,0.67048275862069,0.706657894736842,0.727176470588235,0.735942857142857,0.726125,0.644125,0.752375,0.7142,0.759733333333333,0.710121951219512,0.716645161290323,0.637463414634146,0.66534375,0.705,0.698969696969697,0.714387096774194
"22",22,0.9,0.909090909090909,1,0.777777777777778,0.957446808510638,0.829268292682927,0.948717948717949,0.948717948717949,0.868421052631579,0.916666666666667,0.953488372093023,0.777777777777778,1,1,1,0.727272727272727,0.939393939393939,0.769230769230769,0.975609756097561,0.731707317073171,0.976190476190476,0.795454545454545,0.891891891891892,0.818181818181818,0.459444444444444,0.5149,0.434636363636364,0.489666666666667,0.480272727272727,0.544147058823529,0.4485,0.551583333333333,0.440032258064516,0.529677419354839,0.494325,0.527962962962963,0.479,0.57025,0.431444444444444,0.4445,0.485709677419355,0.562137931034483,0.472631578947368,0.543413793103448,0.45925,0.540285714285714,0.4580625,0.5254
"23",23,0.7,0.615384615384615,0.7,0.692307692307692,0.886363636363636,0.925,0.8,0.8,0.878048780487805,0.870967741935484,0.944444444444444,0.785714285714286,0.9,0.571428571428571,0.8,0.285714285714286,0.944444444444444,0.9,0.8,0.771428571428571,0.923076923076923,0.897959183673469,0.954545454545455,0.842105263157895,0.500714285714286,0.51575,0.481285714285714,0.623666666666667,0.480948717948718,0.570416666666667,0.506714285714286,0.594628571428571,0.469742857142857,0.499407407407407,0.449029411764706,0.54190625,0.490875,0.59975,0.553428571428571,0.471,0.510967741935484,0.542055555555556,0.4825,0.578259259259259,0.4331875,0.478095238095238,0.463075,0.50009375
"24",24,0.888888888888889,1,0.866666666666667,0.888888888888889,0.944444444444444,0.825,0.870967741935484,0.86,0.948717948717949,0.866666666666667,0.9,0.921052631578947,0.909090909090909,0.75,0.8,0.909090909090909,0.886363636363636,0.85,0.979591836734694,0.933333333333333,0.926829268292683,0.8,0.875,0.904761904761905,1.041625,0.827285714285714,0.781083333333333,0.87,0.812878787878788,0.754181818181818,0.820037037037037,0.761488372093023,0.830942857142857,0.718135135135135,0.711694444444444,0.660794117647059,0.993,0.848333333333333,0.79425,0.8629,0.80627027027027,0.768727272727273,0.748155555555556,0.733307692307692,0.766783783783784,0.66075,0.854,0.622333333333333
"25",25,1,1,1,1,0.948717948717949,0.952380952380952,0.863636363636364,0.954545454545455,0.871794871794872,0.95,0.828571428571429,1,1,1,0.75,1,0.926829268292683,0.973684210526316,0.944444444444444,0.972222222222222,0.926829268292683,0.975,0.888888888888889,0.952380952380952,0.643083333333333,0.6511,1.723875,1.275625,0.674972972972973,0.715631578947368,1.67321621621622,1.37029268292683,0.704666666666667,0.687756756756757,1.85065517241379,1.23694285714286,0.729142857142857,0.625666666666667,1.49933333333333,1.27436363636364,0.6982,0.723583333333333,1.62964705882353,1.35205882352941,0.68375,0.738538461538462,1.74654054054054,1.24734210526316
"26",26,0.875,1,1,0.818181818181818,0.891891891891892,0.951219512195122,0.886363636363636,0.833333333333333,0.911111111111111,0.880952380952381,0.951219512195122,0.921052631578947,0.916666666666667,0.846153846153846,0.9,0.777777777777778,0.953488372093023,1,0.888888888888889,0.977272727272727,0.942857142857143,0.947368421052632,0.948717948717949,0.833333333333333,0.482142857142857,0.5505,0.582555555555556,0.797888888888889,0.559787878787879,0.50827027027027,0.576846153846154,0.704034482758621,0.533948717948718,0.483472222222222,0.537472222222222,0.714787878787879,0.554727272727273,0.508727272727273,0.609666666666667,0.720571428571429,0.557666666666667,0.487289473684211,0.565967741935484,0.706738095238095,0.51428125,0.486676470588235,0.509916666666667,0.697705882352941
"27",27,0.916666666666667,0.666666666666667,0.6,0.8,0.853658536585366,0.925,0.878048780487805,0.971428571428571,0.925,0.95,0.975,0.871794871794872,0.875,0.875,0.6,0.9,0.897435897435897,0.925,0.974358974358974,0.911111111111111,0.825,0.975,0.95,0.926829268292683,0.7981,0.863857142857143,0.734166666666667,0.71925,0.701352941176471,0.700363636363636,0.733441176470588,0.69715625,0.809264705882353,0.690513513513514,0.783388888888889,0.642705882352941,0.785285714285714,0.874428571428571,0.771333333333333,0.613625,0.80928125,0.749675675675676,0.743842105263158,0.6795,0.738515151515152,0.687368421052632,0.758756756756757,0.650027777777778
"28",28,0.888888888888889,0.8,0.692307692307692,0.714285714285714,0.825,0.870967741935484,0.763157894736842,0.923076923076923,0.80952380952381,0.926829268292683,0.914893617021277,0.906976744186046,1,0.9,0.857142857142857,0.769230769230769,0.825,0.816326530612245,0.738095238095238,0.731707317073171,0.842105263157895,0.794871794871795,0.848484848484849,0.810810810810811,0.724428571428571,0.848375,0.814666666666667,0.7998,0.748242424242424,0.764666666666667,0.814714285714286,0.839542857142857,0.80184375,0.765631578947368,0.778255813953488,0.802,0.795818181818182,0.982333333333333,0.749833333333333,0.837111111111111,0.785125,0.74572972972973,0.844516129032258,0.806448275862069,0.753935483870968,0.750566666666667,0.788192307692308,0.789714285714286
"29",29,0.818181818181818,0.9,0.714285714285714,0.9,0.763157894736842,0.872340425531915,0.825,0.780487804878049,0.744186046511628,0.885714285714286,0.769230769230769,0.82051282051282,0.888888888888889,0.8,0.846153846153846,0.7,0.785714285714286,0.757575757575758,0.675,0.717948717948718,0.837837837837838,0.733333333333333,0.804878048780488,0.780487804878049,1.182125,1.06466666666667,0.6488,0.876333333333333,0.939965517241379,0.867925,0.760625,1.011,0.782290322580645,0.783233333333333,0.749333333333333,0.77965625,0.67475,1.2895,0.8979,0.9275,0.83475,0.817086956521739,0.7044,0.884888888888889,0.75441935483871,0.76309375,0.68378125,0.684724137931034
"30",30,0.875,0.7,0.8,0.777777777777778,0.657142857142857,0.951219512195122,0.695652173913043,0.6,0.72972972972973,0.85,0.765957446808511,0.486486486486487,0.666666666666667,0.9,0.8,0.545454545454545,0.822222222222222,0.794871794871795,0.882352941176471,0.6,0.790697674418605,0.8,0.818181818181818,0.627906976744186,0.454142857142857,0.445,0.482571428571429,0.466857142857143,0.519086956521739,0.380648648648649,0.387814814814815,0.4592,0.5095,0.369735294117647,0.414606060606061,0.493555555555556,0.382833333333333,0.367,0.40375,0.4705,0.511621621621622,0.379774193548387,0.461607142857143,0.379666666666667,0.555181818181818,0.405483870967742,0.391916666666667,0.4582
"31",31,0.909090909090909,0.888888888888889,0.875,0.923076923076923,1,0.973684210526316,0.976744186046512,0.914285714285714,0.902439024390244,0.921052631578947,0.974358974358974,0.894736842105263,1,0.909090909090909,1,0.857142857142857,0.909090909090909,0.928571428571429,0.918918918918919,0.888888888888889,1,0.880952380952381,1,0.857142857142857,0.4975,0.7105,0.479714285714286,0.644666666666667,0.513386363636364,0.552942857142857,0.519926829268293,0.678870967741935,0.545114285714286,0.579878787878788,0.529526315789474,0.655677419354839,0.528666666666667,0.601333333333333,0.548166666666667,0.618,0.542620689655172,0.56754054054054,0.541875,0.642538461538462,0.530891891891892,0.583166666666667,0.520666666666667,0.634685714285714
"32",32,0.6,0.625,0.909090909090909,0.7,0.857142857142857,0.911764705882353,0.837209302325581,0.928571428571429,0.871794871794872,0.906976744186046,0.883720930232558,0.952380952380952,0.6,0.75,0.666666666666667,0.8,0.755555555555556,0.847826086956522,0.810810810810811,0.947368421052632,0.829268292682927,0.918918918918919,0.891891891891892,0.868421052631579,1.05,1.1606,1.2891,1.53385714285714,1.03646666666667,0.886034482758621,0.854485714285714,0.894027777777778,0.840212121212121,0.750916666666667,0.762526315789474,0.767282051282051,1.10783333333333,0.88425,0.9036,1.485125,0.999545454545455,0.946973684210526,0.793793103448276,0.826571428571429,0.8695,0.785323529411765,0.756206896551724,0.794766666666667
"33",33,0.8,1,0.636363636363636,0.833333333333333,0.72972972972973,0.902439024390244,0.866666666666667,0.702127659574468,0.894736842105263,0.953488372093023,0.8,0.80952380952381,0.9,0.8,0.888888888888889,0.714285714285714,0.976744186046512,0.948717948717949,0.82,0.757575757575758,0.928571428571429,0.891891891891892,0.914285714285714,0.842105263157895,0.524375,0.6254,0.542857142857143,0.5708,0.5465,0.573135135135135,0.53288,0.558096774193548,0.506727272727273,0.525475,0.480117647058824,0.580545454545455,0.500875,0.542125,0.518,0.5928,0.532073170731707,0.536972222222222,0.529230769230769,0.5842,0.518384615384615,0.524575757575758,0.516,0.52103125
"34",34,0.8,0.846153846153846,0.8,0.888888888888889,0.767441860465116,0.810810810810811,0.743589743589744,0.775,0.891891891891892,0.75609756097561,0.804878048780488,0.775,0.9,0.714285714285714,1,0.636363636363636,0.783783783783784,0.744186046511628,0.75609756097561,0.55,0.837209302325581,0.692307692307692,0.974358974358974,0.65,0.468428571428571,0.6562,0.569285714285714,0.625125,0.5183125,0.557068965517241,0.54237037037037,0.584206896551724,0.566757575757576,0.563931034482759,0.55484375,0.5407,0.476555555555556,0.504,0.5513,0.561285714285714,0.510846153846154,0.584516129032258,0.588896551724138,0.616863636363636,0.585371428571429,0.580692307692308,0.536216216216216,0.52856
