"","htgt/hdst_.2","htgt/ldst_.2","ltgt/ldst_.2","ltgt/hdst_.2","htgt/hdst_.5","htgt/ldst_.5","ltgt/ldst_.5","ltgt/hdst_.5","htgt/hdst_.8","htgt/ldst_.8","ltgt/ldst_.8","ltgt/hdst_.8","htgt/ldst_.2","ltgt/ldst_.2","ltgt/hdst_.2","htgt/hdst_.5","htgt/ldst_.5","ltgt/ldst_.5","ltgt/hdst_.5","htgt/hdst_.8","htgt/ldst_.8","ltgt/ldst_.8","ltgt/hdst_.8"
"40",0.999035174024812,-0.531748054375639,0.490428397582458,0.0240373919181069,-0.0250418644246712,-0.491459400117477,0.181861037337924,0.340011708809133,-0.0800773211005199,-0.646781140572404,0.0928468998494952,0.445724994365383,0.185672805150804,0.322777849900825,-0.33624562458772,0.207295944215063,-0.34454811289244,-0.144856733663008,-0.229998641767332,0.143264226586277,-0.153790839221747,-0.0190084102795631,0.113269497025472
"41",-0.522827344823199,-0.668669556115416,-0.532211208776397,-0.849342101377925,-0.602338049719084,-0.741300633071466,-0.406956722871787,-0.844879518013587,-0.385247105654952,-0.576339366629017,-0.427737355757165,-0.745234811393361,-0.433869931220025,-0.323017951937092,-0.523263075681053,-0.45909373413846,-0.507358354434146,-0.392570675276919,-0.458139564698315,-0.316829046972425,-0.460005672579144,-0.302893279042331,-0.572441236827878
"42",-0.375953549369695,-0.0236171479191363,-0.18925280420483,-0.135877163192434,0.167390197340132,0.32787287854046,-0.0829511828622108,-0.0612212992154919,0.0985586503459769,0.386364877263934,0.0316016933075351,0.055000010772609,-0.334443493823453,-0.238519705271989,-0.396341657334558,-0.306450157032961,-0.259948950295428,-0.239738390731438,-0.313957907685914,-0.230082072417566,-0.36252149877837,-0.224923388611568,-0.472070168240266
"43",-1.50094432305611,-0.76603595735259,-1.48002352686509,-0.883170180343616,-1.1653800082161,-0.895614335778342,-1.18581619404865,-0.562762559246273,-1.330529121226,-1.01073030594657,-1.16267983426069,-0.666338420475589,-0.289426308877407,-0.237630911728688,-0.26033200564276,-0.394514621913639,-0.444623047137194,-0.282106583672667,-0.273410315995015,-0.291314215055925,-0.375811474117934,-0.204206153203348,-0.235437509814979
"44",-0.925949038727498,-0.650413355883445,-0.806577932433651,-1.04616001536013,-0.83040567847737,-0.807435077088699,-0.995774483081498,-0.644263014001275,-0.809507537840381,-0.905067645031489,-0.75846147108375,-0.820374231315048,-0.354270159459579,-0.272451486515447,-0.350938179201381,-0.306108375308347,-0.455456043980527,-0.361199479505565,-0.325849310723656,-0.303707646641077,-0.360934003969495,-0.256942863729859,-0.389577106178387
"45",-0.047831240377824,-0.954683359749615,0.265946532771978,-0.142027723004378,0.851593083614992,-0.803760941309963,0.748870732354682,-0.211683677224726,0.924750018286024,-0.873760189945539,0.650178279381332,0.370585574443696,-0.174599555718444,0.126368005497116,0.732547516535796,-0.0355663082901702,-0.0690135371751508,0.282980331661532,1.69575185791372,0.113998057144404,0.533205123092105,0.128827444364793,0.931168042118583
"46",0.0021683495637945,0.116347053859302,-0.0770118717995894,-0.261963639337284,0.220843547830356,0.379310779442751,0.178745599453216,-0.130183222469724,-0.042861493715833,0.190693282976749,0.0377262139617311,-0.268099494890646,-0.325616602455605,-0.169926011864339,-0.34659843788532,-0.162782315776693,-0.167734120859734,-0.182841713852776,-0.26688058836087,-0.084018422615364,-0.272973285072309,-0.19119069850961,-0.353718707442568
"47",-0.30720411319997,-0.431338953099803,-0.179899393171059,-0.0958985244147986,-1.02283774024217,-0.495133535896212,-0.519112486721256,0.0516254842914339,-0.526667249716761,-0.318052862169933,-0.436924136738459,0.393127400420202,-0.183622723412117,-0.153735058129667,-0.289045192451223,-0.281953436967167,-0.367450094813705,-0.244254583269104,-0.122360053610163,-0.23358482585782,-0.362126133175312,-0.19945869606169,-0.177529856752136
"48",-1.27594616831883,-1.7184010694537,-1.0934158708026,-1.84573279091283,-1.53598990494832,-1.18954519807715,-1.22943232443456,-1.24611252603821,-1.51288667541096,-1.46860183657858,-1.05550072281226,-2.10901528297199,-0.20027343201371,-0.307927821560001,-0.129468197740138,-0.120373641134774,-0.347061593688567,-0.0963440964102505,-0.254053513699456,-0.196947341279922,-0.0168440126809538,-0.187027412782831,-0.283499914684662
"49",-0.707200832732917,-0.723438156811326,-0.875169613347965,-0.57256690984045,-0.752007431091709,-0.660469645939293,-0.780809269036683,-0.681878608503583,-0.638314731870822,-0.670261731886866,-0.737025648794064,-0.876728796256314,-0.354224960177511,-0.284897040600264,-0.400721832434153,-0.374450568225101,-0.414007062090398,-0.347990518386429,-0.327219478611199,-0.236086620893768,-0.344461049545508,-0.275574814607522,-0.410644280284388
"50",0.139667221903245,0.454086758150751,0.178648029790124,-0.092823244508827,0.11393684684991,0.191929854727259,0.103975090220237,-0.311991929230882,0.321853614654097,0.636824517951532,0.242897655877296,0.265390386553334,-0.323859687757181,-0.217506167246818,-0.376434352975252,-0.37206744667707,-0.14176746297784,-0.30754947359742,-0.377606605631829,-0.2443825845805,-0.0522652931703709,-0.249750986589142,-0.429812372594987
"51",-0.816574935730208,-0.8208045580485,-0.937525686906432,-1.34138688633344,-0.951566606255209,-0.789064398195023,-0.824425399422588,-0.948322402894935,-0.857888113440474,-0.572425934743274,-0.669655921597908,-0.801589376334626,-0.385648662095287,-0.305935801359122,-0.390309953483642,-0.440147766572175,-0.375896091940053,-0.17688515990837,-0.414561249708259,-0.308601509241967,-0.378554485221333,-0.268972256918065,-0.421403335134211
"52",0.639663121319429,0.469300258344059,0.453014753447378,0.239306985336143,-0.0250418644246712,-0.153438908473843,-0.139029064786945,0.0578947500418186,-0.556439911624511,-0.138034995425722,-0.479795781317832,-0.54611534860089,-0.175349829465134,-0.214055930251805,-0.310049192889401,-0.217871365373255,-0.396210758546268,-0.237083339960046,-0.0153000857746655,-0.17050387879141,-0.347819380023572,-0.218799840060898,-0.426155199027712
"53",-0.350953754398886,-0.364399552249246,-0.2921403255763,-0.418802914541853,-0.117694338607725,-0.340819833189336,-0.18264519517285,-0.434242611363384,-0.0279751627619583,-0.177169314283159,-0.225628174168697,-0.36578074078884,-0.408466095758416,-0.292503276284115,-0.293883334772546,-0.373913433980055,-0.461788198170015,-0.339738125741728,-0.42259608912793,-0.268051464201309,-0.39158478533015,-0.257239535601573,-0.542448080002234
"54",-0.0665810866059302,0.341506856720268,-0.20795962627237,0.429974339506403,-0.438414441549066,-0.373887055197952,-0.282339207483489,-0.101971526592993,-0.690416890209384,-0.521551320228605,-0.433861876411361,-0.418378334734021,-0.194602352071299,-0.321791539749074,0.291795607149033,-0.257742290031063,-0.341906750154898,-0.334164965176723,-0.288457299239778,-0.295822372047347,-0.177271375107608,-0.262244336478126,-0.268137091110211
"55",0.949035584083194,1.45817777090911,1.27923272809706,0.811309047846924,1.77811782544553,2.19800798991665,1.53396107930096,0.944995853721263,1.94074210588797,1.73649887784551,1.23507000185705,1.29480043948045,2.08642029197235,0.0267433465214958,2.83293363444879,1.04509835181123,3.37714725922061,0.923554927299471,0.766623510736447,0.876588888894202,2.23374170329864,0.958059698192449,2.79714476804505
"56",-0.644701345305894,-0.60477285530352,-0.600802889690711,-0.24043667999548,-0.652227843509959,-0.719255818399055,-0.656191753648385,-0.205414411474342,-0.359196026485671,-0.787664688459178,-0.537978727532694,-0.478489870671371,-0.405302717433836,-0.293310070834915,-0.298787381841242,-0.359033595545704,-0.403430313206711,-0.313829146021268,-0.316924360848333,-0.266643369204503,-0.376484351805606,-0.25287841679901,-0.350426130017689
"57",1.08028450767994,1.6255262730355,0.789737550663099,0.331565382515302,0.908609990804564,1.41174293326733,0.462250446961595,0.333742443058748,1.22991980284046,1.06730202538334,0.405197453213491,0.513350472294902,0.0518881054981147,-0.161013754816706,-0.35959162211927,-0.0871529017698296,0.442375244160203,-0.0973791310736731,-0.133888591616284,-0.0131075947601879,0.353109081694764,-0.0570192410053811,0.224553891133167
"58",-0.488452626738337,-0.236606150625455,-0.625745319114097,-0.769384823822654,-0.345761967366012,-0.212225080933606,-0.388264095563543,-0.641128381126083,-0.214054299685392,-0.345446885370139,-0.195005570897717,-0.636282652506914,-0.407848984913026,-0.301760584594925,-0.55348778661289,-0.425742583496863,-0.490136504942212,-0.370226102410957,-0.468324327105071,-0.295585518878167,-0.442396264744388,-0.288679333840609,-0.571047971894614
"59",-0.516577396080497,-0.0692576484990615,-0.709926018418028,-0.2711894790552,-0.356452637464056,-0.230595759827282,-0.232492201328169,0.0328176870402796,-0.348031278270265,-0.106727540339772,-0.348118587252618,-0.0577091191099222,-0.279787607530312,-0.212025297586662,-0.471345641470637,-0.312939655646351,-0.214902510046428,-0.305295492916084,-0.36617246163403,-0.248274440665684,-0.40751044856759,-0.234245459597218,-0.470077018265017
"60",-0.597826729735627,-0.273118551089395,-0.703690411062181,-0.830890421942093,-0.395651761156887,0.00822306579050295,-0.0704894313233809,-0.36214605523396,-0.459678760424325,0.194606714862494,-0.311371463327442,-0.711422072428602,-0.230979061894412,-0.298133200609981,-0.252941380676743,-0.219947242891507,-0.125893457869837,-0.225671061011743,-0.243358717271618,-0.088443381578624,-0.0614062595341455,-0.199246189598123,-0.21794482629831
"61",2.48652297478796,1.89632657647639,2.27692990503253,2.17058276628652,3.91268828835512,3.10919366304296,2.41251456278847,1.83836622315109,3.26934714352129,3.01619110448371,2.2303046081639,2.51205904221179,0.045710133360306,-0.176886542554703,-0.0393858183515237,1.10891923025306,0.830506635595747,0.300703734251483,0.120616094144613,0.318556721650714,1.38866983501771,0.200892454010072,0.281234237202336
"62",0.74903722431672,0.0128952525448041,0.424954520346069,0.672921452078187,0.595017001261919,0.449119359238719,0.28467048753327,0.0578947500418186,0.128331312253726,0.628997654180044,-0.0786396784679931,-0.110306713055103,1.50245107074919,0.300990240541008,0.390621510909324,-0.126641723545716,0.241031367332017,-0.232107977524453,0.151380615218689,-0.0196894390010706,0.741994525919515,0.0577007064297359,0.172270003963187
