sub	sess	t	loc	cue	co1	co2	or	resp	rt
12	1	1	1	1	0.1753	0.0528	0	1	2.404
12	1	2	2	2	0.1753	0.0528	1	1	1.115
12	1	3	1	3	0.1753	0.0528	1	1	1.256
12	1	4	2	3	0.1753	0.0528	1	1	1.744
12	1	5	2	2	0.1753	0.0528	1	1	1.084
12	1	6	2	3	0.1753	0.0528	1	1	1.282
12	1	7	2	3	0.1753	0.0528	0	1	0.722
12	1	8	1	1	0.1753	0.0528	0	1	1.070
12	1	9	2	2	0.1753	0.0528	0	1	0.844
12	1	10	2	2	0.1753	0.0528	1	1	1.891
12	1	11	2	2	0.1753	0.0528	1	1	0.666
12	1	12	1	2	0.1753	0.0528	1	1	0.913
12	1	13	1	1	0.1753	0.0528	1	1	1.511
12	1	14	1	3	0.1753	0.0528	0	1	0.691
12	1	15	1	1	0.1753	0.0528	1	1	0.536
12	1	16	1	1	0.1753	0.0528	1	1	0.804
12	1	17	1	3	0.1753	0.0528	0	1	0.975
12	1	18	1	3	0.1753	0.0528	1	1	0.674
12	1	19	2	1	0.1753	0.0528	0	1	1.103
12	1	20	2	1	0.1753	0.0528	0	1	0.692
12	1	21	1	2	0.1753	0.0528	0	1	0.883
12	1	22	2	3	0.1753	0.0528	1	1	0.568
12	1	23	1	3	0.1753	0.0528	0	1	1.227
12	1	24	2	2	0.1753	0.0528	0	1	0.658
12	1	25	2	2	0.1753	0.0528	0	1	0.720
12	1	26	2	2	0.1753	0.0528	0	1	0.502
12	1	27	2	2	0.1753	0.0528	0	1	0.731
12	1	28	2	2	0.1753	0.0528	1	0	1.085
12	1	29	2	2	0.1753	0.0528	1	1	0.858
12	1	30	1	1	0.1753	0.0528	1	1	0.615
12	1	31	1	3	0.1753	0.0528	1	1	0.721
12	1	32	2	2	0.1753	0.0528	0	1	0.790
12	1	33	1	1	0.1753	0.0528	0	1	0.518
12	1	34	1	1	0.1753	0.0528	0	1	0.505
12	1	35	1	3	0.1753	0.0528	1	1	2.670
12	1	36	1	2	0.1753	0.0528	1	1	0.630
12	1	37	1	3	0.1753	0.0528	0	1	0.527
12	1	38	1	1	0.1753	0.0528	0	1	0.588
12	1	39	2	3	0.1753	0.0528	0	1	0.597
12	1	40	2	2	0.1753	0.0528	1	1	0.637
12	1	41	1	1	0.1753	0.0528	0	1	0.684
12	1	42	1	1	0.1753	0.0528	1	1	0.523
12	1	43	2	3	0.1753	0.0528	0	1	0.505
12	1	44	2	1	0.1753	0.0528	1	1	0.791
12	1	45	1	1	0.1753	0.0528	1	1	0.577
12	1	46	2	2	0.1753	0.0528	0	1	0.509
12	1	47	1	1	0.1753	0.0528	1	1	0.514
12	1	48	2	3	0.1753	0.0528	0	1	0.608
12	1	49	2	1	0.1753	0.0528	1	1	1.057
12	1	50	2	3	0.1753	0.0528	1	1	0.745
12	1	51	1	1	0.1753	0.0528	1	1	0.883
12	1	52	2	2	0.1753	0.0528	0	1	0.491
12	1	53	1	1	0.1753	0.0528	0	1	1.048
12	1	54	2	2	0.1753	0.0528	1	1	0.615
12	1	55	1	1	0.1753	0.0528	0	1	0.678
