sub	sess	t	loc	co1	co2	or	resp	rt
110	1	1	1	1.0000	1.0000	1	0	1.782
110	1	2	1	1.0000	1.0000	1	1	1.525
110	1	3	2	1.0000	1.0000	0	1	1.601
110	1	4	1	1.0000	1.0000	0	0	2.134
110	1	5	1	1.0000	1.0000	0	0	2.774
110	1	6	1	1.0000	1.0000	0	1	0.967
110	1	7	1	1.0000	1.0000	0	1	0.880
110	1	8	2	1.0000	1.0000	1	1	2.150
110	1	9	2	1.0000	1.0000	0	1	2.396
110	1	10	1	1.0000	1.0000	1	0	3.839
110	1	11	2	1.0000	1.0000	0	1	4.749
110	1	12	2	1.0000	1.0000	0	1	2.014
110	1	13	1	1.0000	1.0000	1	1	2.786
110	1	14	1	1.0000	1.0000	1	1	1.610
110	1	15	2	1.0000	1.0000	1	1	1.500
110	1	16	2	1.0000	1.0000	1	1	1.001
110	1	17	2	1.0000	1.0000	1	1	0.754
110	1	18	2	1.0000	1.0000	1	1	2.261
110	1	19	2	1.0000	1.0000	0	1	1.047
110	1	20	2	1.0000	1.0000	0	1	1.012
110	1	21	1	1.0000	1.0000	0	1	0.811
110	1	22	1	1.0000	1.0000	0	1	1.488
110	1	23	1	1.0000	1.0000	1	1	1.703
110	1	24	1	1.0000	1.0000	0	1	1.474
110	1	25	1	1.0000	1.0000	1	1	1.067
110	1	26	2	1.0000	1.0000	0	1	1.639
110	1	27	2	1.0000	1.0000	1	1	1.233
110	1	28	2	1.0000	1.0000	1	1	3.047
110	1	29	2	1.0000	1.0000	0	1	0.918
110	1	30	1	0.2500	0.2500	1	1	1.112
110	1	31	1	0.2629	0.2629	0	1	1.759
110	1	32	2	0.2758	0.2758	1	1	1.118
110	1	33	1	0.2887	0.2887	0	1	1.471
110	1	34	2	0.3016	0.3016	0	1	1.866
110	1	35	2	0.3145	0.3145	0	1	0.889
110	1	36	1	0.3274	0.3274	1	1	1.213
110	1	37	2	0.3403	0.3403	0	1	1.886
110	1	38	1	0.3532	0.3532	1	1	1.223
110	1	39	1	0.3661	0.3661	0	1	2.017
110	1	40	1	0.3790	0.3790	1	1	2.294
110	1	41	1	0.3919	0.3919	1	1	1.063
110	1	42	2	0.4048	0.4048	1	1	1.275
110	1	43	1	0.4177	0.4177	0	1	0.967
110	1	44	2	0.4306	0.4306	0	1	1.710
