sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt
20	1	2	0	1	-1	0.3091	0.2094	0	1	0.580
20	1	4	0	1	-1	0.3091	0.2094	1	1	0.423
20	1	6	0	1	-1	0.3091	0.2094	0	1	0.629
20	1	8	0	2	-1	0.3091	0.2094	0	1	0.305
20	1	10	0	1	-1	0.3091	0.2094	1	1	0.339
20	1	12	0	2	-1	0.3091	0.2094	1	1	0.442
20	1	14	0	1	-1	0.3091	0.2094	0	1	0.281
20	1	16	0	2	-1	0.3091	0.2094	1	1	0.543
20	1	18	0	2	-1	0.3091	0.2094	0	1	0.345
20	1	20	0	2	-1	0.3091	0.2094	1	1	0.393
20	1	22	0	1	-1	0.3091	0.2094	0	1	0.378
20	1	24	0	1	-1	0.3091	0.2094	1	1	0.372
20	1	26	0	2	-1	0.3091	0.2094	1	1	0.525
20	1	28	0	2	-1	0.3091	0.2094	0	1	0.362
20	1	30	0	1	-1	0.3091	0.2094	1	1	0.388
20	1	32	0	2	-1	0.3091	0.2094	0	1	0.328
20	1	34	0	2	-1	0.3091	0.2094	1	1	0.315
20	1	36	0	2	-1	0.3091	0.2094	1	1	0.391
20	1	38	0	1	-1	0.3091	0.2094	0	1	0.433
20	1	40	0	2	-1	0.3091	0.2094	1	1	0.380
20	1	42	0	2	-1	0.3091	0.2094	0	1	0.343
20	1	44	0	1	-1	0.3091	0.2094	1	1	0.389
20	1	46	0	1	-1	0.3091	0.2094	0	1	0.397
20	1	48	0	1	-1	0.3091	0.2094	1	1	0.401
20	1	50	0	2	-1	0.3091	0.2094	0	1	0.308
20	1	52	0	2	-1	0.3091	0.2094	0	1	0.450
20	1	54	0	1	-1	0.3091	0.2094	0	1	0.381
20	1	56	0	1	-1	0.3091	0.2094	1	1	0.362
20	1	58	0	1	-1	0.3091	0.2094	0	1	0.400
20	1	60	0	2	-1	0.3091	0.2094	0	1	0.358
20	1	62	0	2	-1	0.3091	0.2094	1	1	0.381
20	1	64	0	1	-1	0.3091	0.2094	1	0	0.310
20	1	66	1	1	-1	0.3091	0.2094	0	1	0.404
20	1	68	1	2	-1	0.3091	0.2094	0	1	0.377
20	1	70	1	2	-1	0.3091	0.2094	1	1	0.400
20	1	72	1	1	-1	0.3091	0.2094	1	1	0.416
20	1	74	1	1	-1	0.3091	0.2094	1	1	0.346
20	1	76	1	2	-1	0.3091	0.2094	1	1	0.352
20	1	78	1	1	-1	0.3091	0.2094	1	1	0.405
20	1	80	1	2	-1	0.3091	0.2094	1	1	0.365
20	1	82	1	1	-1	0.3091	0.2094	0	1	0.368
20	1	84	1	1	-1	0.3091	0.2094	0	0	0.481
20	1	86	1	1	-1	0.3091	0.2094	0	1	0.461
20	1	88	1	2	-1	0.3091	0.2094	0	1	0.380
20	1	90	1	1	-1	0.3091	0.2094	0	1	0.422
20	1	92	1	2	-1	0.3091	0.2094	0	1	0.417
20	1	94	1	1	-1	0.3091	0.2094	1	1	0.376
20	1	96	1	2	-1	0.3091	0.2094	0	1	0.349
20	1	98	1	2	-1	0.3091	0.2094	1	1	0.375
20	1	100	1	1	-1	0.3091	0.2094	1	1	0.423
20	1	102	1	1	-1	0.3091	0.2094	1	1	0.412
20	1	104	1	2	-1	0.3091	0.2094	0	1	0.377
20	1	106	1	2	-1	0.3091	0.2094	0	1	0.292
20	1	108	1	2	-1	0.3091	0.2094	1	1	0.293
20	1	110	1	1	-1	0.3091	0.2094	0	1	0.378
20	1	112	1	2	-1	0.3091	0.2094	1	1	0.317
20	1	114	1	1	-1	0.3091	0.2094	0	1	0.360
20	1	116	1	1	-1	0.3091	0.2094	1	1	0.292
20	1	118	1	2	-1	0.3091	0.2094	0	1	0.336
20	1	120	1	2	-1	0.3091	0.2094	1	1	0.383
20	1	122	1	2	-1	0.3091	0.2094	1	1	0.376
20	1	124	1	2	-1	0.3091	0.2094	0	1	0.349
20	1	126	1	1	-1	0.3091	0.2094	1	1	0.293
20	1	128	1	1	-1	0.3091	0.2094	0	1	0.359
