sub	sess	t	loc	cue	co1	co2	or	resp	rt
20	1	1	2	2	0.3091	0.2094	1	0	0.570
20	1	2	1	2	0.3091	0.2094	0	1	0.701
20	1	3	2	3	0.3091	0.2094	0	1	0.628
20	1	4	1	3	0.3091	0.2094	0	1	0.538
20	1	5	1	3	0.3091	0.2094	0	1	0.516
20	1	6	2	3	0.3091	0.2094	0	1	0.501
20	1	7	2	2	0.3091	0.2094	1	1	0.535
20	1	8	2	2	0.3091	0.2094	1	1	0.339
20	1	9	1	1	0.3091	0.2094	0	1	0.404
20	1	10	1	1	0.3091	0.2094	0	0	0.396
20	1	11	2	3	0.3091	0.2094	1	1	0.574
20	1	12	1	1	0.3091	0.2094	1	1	0.530
20	1	13	2	2	0.3091	0.2094	1	1	0.654
20	1	14	1	2	0.3091	0.2094	1	1	0.567
20	1	15	2	3	0.3091	0.2094	1	1	0.534
20	1	16	2	1	0.3091	0.2094	0	0	0.544
20	1	17	2	2	0.3091	0.2094	0	1	0.511
20	1	18	2	2	0.3091	0.2094	1	1	0.434
20	1	19	1	1	0.3091	0.2094	0	1	0.516
20	1	20	1	1	0.3091	0.2094	0	1	0.466
20	1	21	2	1	0.3091	0.2094	1	1	0.582
20	1	22	2	2	0.3091	0.2094	1	1	0.395
20	1	23	2	3	0.3091	0.2094	1	1	0.531
20	1	24	2	3	0.3091	0.2094	0	1	0.601
20	1	25	1	3	0.3091	0.2094	0	1	0.544
20	1	26	1	1	0.3091	0.2094	0	1	0.396
20	1	27	1	3	0.3091	0.2094	1	1	0.642
20	1	28	1	2	0.3091	0.2094	1	1	0.551
20	1	29	2	1	0.3091	0.2094	0	1	0.619
20	1	30	1	3	0.3091	0.2094	1	1	0.581
20	1	31	2	2	0.3091	0.2094	1	1	0.408
20	1	32	2	2	0.3091	0.2094	0	1	0.526
20	1	33	1	1	0.3091	0.2094	1	1	0.449
20	1	34	1	3	0.3091	0.2094	1	1	0.454
20	1	35	1	1	0.3091	0.2094	1	1	0.482
20	1	36	2	2	0.3091	0.2094	0	1	0.482
20	1	37	2	2	0.3091	0.2094	0	1	0.388
20	1	38	2	2	0.3091	0.2094	1	1	0.367
20	1	39	2	2	0.3091	0.2094	0	1	0.441
20	1	40	1	1	0.3091	0.2094	1	1	0.421
20	1	41	1	1	0.3091	0.2094	0	0	0.424
20	1	42	2	2	0.3091	0.2094	0	1	0.409
20	1	43	2	1	0.3091	0.2094	1	1	0.536
20	1	44	2	2	0.3091	0.2094	0	1	0.423
20	1	45	1	1	0.3091	0.2094	0	1	0.347
20	1	46	2	3	0.3091	0.2094	1	1	0.448
20	1	47	1	1	0.3091	0.2094	1	0	0.232
20	1	48	1	1	0.3091	0.2094	1	1	0.526
20	1	49	1	1	0.3091	0.2094	1	1	0.417
20	1	50	1	2	0.3091	0.2094	0	0	0.415
20	1	51	1	3	0.3091	0.2094	0	1	0.574
20	1	52	2	3	0.3091	0.2094	0	1	0.592
20	1	53	1	3	0.3091	0.2094	1	1	0.377
20	1	54	1	1	0.3091	0.2094	1	1	0.397
20	1	55	1	1	0.3091	0.2094	0	0	0.358
20	1	56	2	2	0.3091	0.2094	0	1	0.438
20	1	57	2	3	0.3091	0.2094	0	1	0.403
20	1	58	2	2	0.3091	0.2094	0	1	0.407
20	1	59	2	2	0.3091	0.2094	0	1	0.356
20	1	60	2	2	0.3091	0.2094	1	1	0.456
20	1	61	1	1	0.3091	0.2094	1	1	0.476
20	1	62	2	2	0.3091	0.2094	0	1	0.366
20	1	63	1	1	0.3091	0.2094	0	1	0.431
20	1	64	1	1	0.3091	0.2094	1	1	0.453
20	1	65	1	3	0.3091	0.2094	1	1	0.477
20	1	66	2	1	0.3091	0.2094	1	1	0.559
20	1	67	1	1	0.3091	0.2094	1	1	0.393
20	1	68	1	2	0.3091	0.2094	0	0	0.392
20	1	69	1	1	0.3091	0.2094	0	1	0.400
20	1	70	2	3	0.3091	0.2094	0	1	0.494
20	1	71	1	3	0.3091	0.2094	0	0	0.382
20	1	72	1	1	0.3091	0.2094	0	1	0.370
20	1	73	2	2	0.3091	0.2094	1	1	0.555
20	1	74	2	2	0.3091	0.2094	0	1	0.535
20	1	75	1	2	0.3091	0.2094	1	1	0.453
20	1	76	2	2	0.3091	0.2094	1	1	0.427
20	1	77	2	3	0.3091	0.2094	1	1	0.459
20	1	78	1	3	0.3091	0.2094	0	0	0.542
20	1	79	1	3	0.3091	0.2094	1	1	0.514
20	1	80	2	2	0.3091	0.2094	0	1	0.466
20	1	81	1	1	0.3091	0.2094	0	1	0.385
20	1	82	1	1	0.3091	0.2094	1	0	0.354
20	1	83	2	1	0.3091	0.2094	1	1	0.618
20	1	84	1	3	0.3091	0.2094	0	1	0.571
20	1	85	1	1	0.3091	0.2094	0	1	0.353
20	1	86	2	3	0.3091	0.2094	1	0	0.506
20	1	87	2	1	0.3091	0.2094	0	1	0.412
20	1	88	2	2	0.3091	0.2094	1	1	0.473
20	1	89	2	2	0.3091	0.2094	0	1	0.506
20	1	90	2	2	0.3091	0.2094	1	1	0.436
20	1	91	2	3	0.3091	0.2094	0	1	0.451
20	1	92	1	1	0.3091	0.2094	0	1	0.345
20	1	93	2	3	0.3091	0.2094	0	1	0.446
20	1	94	2	2	0.3091	0.2094	1	1	0.348
20	1	95	1	3	0.3091	0.2094	1	1	0.401
20	1	96	1	2	0.3091	0.2094	1	1	0.444
20	1	97	2	2	0.3091	0.2094	0	1	0.430
20	1	98	1	1	0.3091	0.2094	0	0	0.432
20	1	99	1	1	0.3091	0.2094	0	1	0.370
20	1	100	2	2	0.3091	0.2094	1	1	0.397
