sub	sess	t	loc	cue	co1	co2	or	resp	rt
72	1	1	1	1	0.6944	0.8573	0	1	6.169
72	1	2	2	1	0.6944	0.8573	1	0	0.543
72	1	3	2	3	0.6944	0.8573	0	0	0.502
72	1	4	2	2	0.6944	0.8573	1	0	0.991
72	1	5	2	3	0.6944	0.8573	0	0	0.912
72	1	6	2	2	0.6944	0.8573	0	1	0.544
72	1	7	2	2	0.6944	0.8573	0	1	1.758
72	1	8	1	2	0.6944	0.8573	1	1	1.251
72	1	9	2	2	0.6944	0.8573	0	1	1.350
72	1	10	1	1	0.6944	0.8573	0	1	2.119
72	1	11	2	2	0.6944	0.8573	0	0	0.889
72	1	12	2	2	0.6944	0.8573	1	1	1.082
72	1	13	1	2	0.6944	0.8573	0	1	1.230
72	1	14	1	1	0.6944	0.8573	0	1	1.086
72	1	15	1	3	0.6944	0.8573	1	0	1.028
72	1	16	2	2	0.6944	0.8573	1	1	0.892
72	1	17	1	3	0.6944	0.8573	1	0	2.205
72	1	18	1	1	0.6944	0.8573	1	1	0.689
72	1	19	1	3	0.6944	0.8573	0	1	1.120
72	1	20	2	2	0.6944	0.8573	0	0	0.767
72	1	21	1	3	0.6944	0.8573	0	1	0.558
72	1	22	2	1	0.6944	0.8573	0	0	0.708
72	1	23	1	1	0.6944	0.8573	0	1	0.473
72	1	24	2	2	0.6944	0.8573	1	0	0.788
72	1	25	1	1	0.6944	0.8573	1	0	1.115
72	1	26	2	1	0.6944	0.8573	0	0	1.072
72	1	27	1	1	0.6944	0.8573	1	0	1.468
72	1	28	1	1	0.6944	0.8573	1	1	0.888
72	1	29	2	3	0.6944	0.8573	1	1	0.839
72	1	30	2	3	0.6944	0.8573	1	1	0.833
72	1	31	1	2	0.6944	0.8573	1	0	1.120
72	1	32	2	3	0.6944	0.8573	0	0	0.763
72	1	33	2	2	0.6944	0.8573	1	0	1.666
72	1	34	2	2	0.6944	0.8573	1	1	0.662
72	1	35	1	1	0.6944	0.8573	0	1	0.972
72	1	36	2	1	0.6944	0.8573	1	0	0.518
72	1	37	1	1	0.6944	0.8573	0	1	1.156
72	1	38	1	3	0.6944	0.8573	1	0	1.125
72	1	39	1	1	0.6944	0.8573	1	1	0.923
72	1	40	2	2	0.6944	0.8573	1	1	0.670
72	1	41	1	1	0.6944	0.8573	1	0	0.483
72	1	42	1	1	0.6944	0.8573	1	1	0.426
72	1	43	2	2	0.6944	0.8573	0	0	1.039
72	1	44	2	2	0.6944	0.8573	0	1	0.663
72	1	45	1	3	0.6944	0.8573	0	1	1.542
72	1	46	2	2	0.6944	0.8573	0	0	1.190
72	1	47	1	1	0.6944	0.8573	0	1	1.014
72	1	48	2	3	0.6944	0.8573	0	0	0.984
72	1	49	1	2	0.6944	0.8573	0	1	0.620
72	1	50	2	3	0.6944	0.8573	1	0	0.934
72	1	51	1	1	0.6944	0.8573	1	0	0.780
72	1	52	2	2	0.6944	0.8573	1	1	0.602
72	1	53	1	3	0.6944	0.8573	0	1	0.847
72	1	54	1	1	0.6944	0.8573	0	1	0.588
72	1	55	2	3	0.6944	0.8573	1	1	0.966
72	1	56	1	3	0.6944	0.8573	1	1	1.069
72	1	57	1	3	0.6944	0.8573	1	1	0.963
72	1	58	2	2	0.6944	0.8573	0	0	2.124
72	1	59	1	1	0.6944	0.8573	1	1	1.549
72	1	60	1	1	0.6944	0.8573	1	1	0.734
72	1	61	2	2	0.6944	0.8573	1	0	0.771
72	1	62	2	2	0.6944	0.8573	1	1	0.537
72	1	63	1	1	0.6944	0.8573	1	1	1.136
72	1	64	2	3	0.6944	0.8573	1	1	0.980
72	1	65	1	3	0.6944	0.8573	0	1	0.950
72	1	66	1	2	0.6944	0.8573	1	1	0.974
72	1	67	2	3	0.6944	0.8573	1	0	0.635
72	1	68	1	2	0.6944	0.8573	0	0	0.702
72	1	69	2	3	0.6944	0.8573	0	0	1.448
72	1	70	2	2	0.6944	0.8573	0	1	0.742
72	1	71	1	3	0.6944	0.8573	0	1	1.241
72	1	72	1	1	0.6944	0.8573	0	1	1.268
72	1	73	1	1	0.6944	0.8573	1	0	1.031
72	1	74	2	3	0.6944	0.8573	0	0	0.686
72	1	75	1	2	0.6944	0.8573	1	1	1.484
72	1	76	2	1	0.6944	0.8573	0	0	0.841
72	1	77	2	3	0.6944	0.8573	0	1	0.808
72	1	78	1	1	0.6944	0.8573	1	0	1.104
72	1	79	1	3	0.6944	0.8573	0	0	0.699
72	1	80	2	2	0.6944	0.8573	0	1	0.916
72	1	81	1	1	0.6944	0.8573	0	1	0.500
72	1	82	1	1	0.6944	0.8573	0	1	0.532
72	1	83	2	1	0.6944	0.8573	1	1	0.726
72	1	84	2	1	0.6944	0.8573	0	1	0.682
72	1	85	1	3	0.6944	0.8573	1	0	0.809
72	1	86	1	2	0.6944	0.8573	0	1	0.568
72	1	87	1	1	0.6944	0.8573	0	1	0.427
72	1	88	1	1	0.6944	0.8573	1	0	0.480
72	1	89	1	1	0.6944	0.8573	0	0	0.532
72	1	90	1	1	0.6944	0.8573	0	1	0.376
72	1	91	2	2	0.6944	0.8573	1	1	0.683
72	1	92	1	3	0.6944	0.8573	0	1	0.539
72	1	93	1	3	0.6944	0.8573	1	0	0.751
72	1	94	2	2	0.6944	0.8573	0	0	0.570
72	1	95	1	1	0.6944	0.8573	1	0	0.459
72	1	96	1	1	0.6944	0.8573	0	0	0.496
72	1	97	2	1	0.6944	0.8573	1	1	1.291
72	1	98	1	1	0.6944	0.8573	1	0	0.936
72	1	99	2	3	0.6944	0.8573	1	1	0.712
72	1	100	2	2	0.6944	0.8573	1	1	0.789
72	1	101	1	3	0.6944	0.8573	1	0	0.853
72	1	102	2	3	0.6944	0.8573	1	1	0.827
72	1	103	1	1	0.6944	0.8573	0	0	0.867
72	1	104	2	2	0.6944	0.8573	1	1	1.469
72	1	105	2	2	0.6944	0.8573	1	1	0.946
72	1	106	2	2	0.6944	0.8573	0	0	0.792
72	1	107	2	2	0.6944	0.8573	0	1	0.698
72	1	108	2	2	0.6944	0.8573	1	1	0.523
72	1	109	2	2	0.6944	0.8573	0	1	0.518
72	1	110	2	2	0.6944	0.8573	1	1	0.649
72	1	111	2	3	0.6944	0.8573	0	1	0.565
72	1	112	2	2	0.6944	0.8573	0	0	0.596
