sub	sess	t	loc	co1	co2	or	resp	rt
78	1	1	2	1.0000	1.0000	0	0	16.605
78	1	2	1	1.0000	1.0000	0	1	14.070
78	1	3	1	1.0000	1.0000	0	0	15.503
78	1	4	1	1.0000	1.0000	1	1	2.557
78	1	5	2	1.0000	1.0000	0	1	1.566
78	1	6	1	1.0000	1.0000	0	1	1.782
78	1	7	2	1.0000	1.0000	1	1	1.253
78	1	8	2	1.0000	1.0000	1	1	1.262
78	1	9	1	1.0000	1.0000	0	1	0.720
78	1	10	2	1.0000	1.0000	0	0	1.129
78	1	11	1	1.0000	1.0000	1	1	0.904
78	1	12	1	1.0000	1.0000	1	0	2.347
78	1	13	1	1.0000	1.0000	1	1	1.331
78	1	14	1	1.0000	1.0000	1	0	1.868
78	1	15	2	1.0000	1.0000	0	0	2.140
78	1	16	1	1.0000	1.0000	1	1	1.102
78	1	17	2	1.0000	1.0000	1	0	2.702
78	1	18	2	1.0000	1.0000	0	0	1.241
78	1	19	2	1.0000	1.0000	1	1	1.328
78	1	20	1	1.0000	1.0000	0	1	3.707
78	1	21	2	1.0000	1.0000	1	1	3.423
78	1	22	2	1.0000	1.0000	1	1	2.531
78	1	23	2	1.0000	1.0000	0	1	1.000
78	1	24	1	1.0000	1.0000	0	1	1.113
78	1	25	1	1.0000	1.0000	0	0	0.840
78	1	26	2	1.0000	1.0000	1	1	1.373
78	1	27	1	1.0000	1.0000	1	1	0.704
78	1	28	2	1.0000	1.0000	1	1	0.838
78	1	29	2	1.0000	1.0000	1	1	0.804
78	1	30	1	1.0000	1.0000	1	1	0.399
78	1	31	2	1.0000	1.0000	1	1	1.031
78	1	32	1	1.0000	1.0000	0	1	0.638
78	1	33	2	1.0000	1.0000	0	1	0.547
78	1	34	2	1.0000	1.0000	0	1	0.533
78	1	35	2	1.0000	1.0000	0	1	0.624
78	1	36	2	1.0000	1.0000	0	1	1.005
78	1	37	1	1.0000	1.0000	0	1	0.624
78	1	38	2	1.0000	1.0000	0	1	0.636
78	1	39	1	1.0000	1.0000	0	0	0.825
78	1	40	1	1.0000	1.0000	1	1	0.544
78	1	41	2	1.0000	1.0000	1	1	0.674
78	1	42	1	1.0000	1.0000	1	1	0.429
78	1	43	2	1.0000	1.0000	1	1	0.842
78	1	44	1	0.2500	0.2500	0	1	0.430
78	1	45	2	0.2629	0.2629	1	1	0.748
78	1	46	1	0.2758	0.2758	0	1	0.469
78	1	47	1	0.2887	0.2887	0	1	0.436
78	1	48	2	0.3016	0.3016	1	1	0.779
78	1	49	1	0.3145	0.3145	0	1	0.583
78	1	50	2	0.3274	0.3274	1	1	0.426
78	1	51	2	0.3403	0.3403	0	0	0.699
