sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt
136	1	2	0	2	-1	0.2193	0.2987	0	1	1.568
136	1	4	0	1	-1	0.2193	0.2987	0	1	0.621
136	1	6	0	1	-1	0.2193	0.2987	0	1	0.544
136	1	8	0	1	-1	0.2193	0.2987	1	1	0.419
136	1	10	0	1	-1	0.2193	0.2987	0	1	0.448
136	1	12	0	2	-1	0.2193	0.2987	0	1	0.600
136	1	14	0	2	-1	0.2193	0.2987	1	1	0.425
136	1	16	0	1	-1	0.2193	0.2987	0	1	0.515
136	1	18	0	2	-1	0.2193	0.2987	0	1	0.626
136	1	20	0	2	-1	0.2193	0.2987	1	1	0.389
136	1	22	0	2	-1	0.2193	0.2987	0	1	0.470
136	1	24	0	1	-1	0.2193	0.2987	1	1	0.623
136	1	26	0	1	-1	0.2193	0.2987	1	1	1.145
136	1	28	0	2	-1	0.2193	0.2987	0	1	0.457
136	1	30	0	2	-1	0.2193	0.2987	1	1	0.470
136	1	32	0	2	-1	0.2193	0.2987	0	1	0.528
136	1	34	0	1	-1	0.2193	0.2987	0	1	0.815
136	1	36	0	2	-1	0.2193	0.2987	1	1	0.544
136	1	38	0	1	-1	0.2193	0.2987	0	1	1.186
136	1	40	0	2	-1	0.2193	0.2987	1	1	0.582
136	1	42	0	2	-1	0.2193	0.2987	0	1	0.610
136	1	44	0	1	-1	0.2193	0.2987	0	1	0.659
136	1	46	0	1	-1	0.2193	0.2987	1	1	1.117
136	1	48	0	1	-1	0.2193	0.2987	1	1	0.520
136	1	50	0	1	-1	0.2193	0.2987	1	1	0.565
136	1	52	0	2	-1	0.2193	0.2987	0	1	0.481
136	1	54	0	1	-1	0.2193	0.2987	1	1	0.683
136	1	56	0	1	-1	0.2193	0.2987	0	1	0.527
136	1	58	0	2	-1	0.2193	0.2987	1	1	0.510
136	1	60	0	2	-1	0.2193	0.2987	1	1	0.574
136	1	62	0	1	-1	0.2193	0.2987	1	1	0.565
136	1	64	0	2	-1	0.2193	0.2987	1	1	0.849
136	1	66	1	2	-1	0.2193	0.2987	1	1	0.929
136	1	68	1	1	-1	0.2193	0.2987	0	1	0.496
136	1	70	1	2	-1	0.2193	0.2987	0	1	0.491
136	1	72	1	2	-1	0.2193	0.2987	0	1	0.428
136	1	74	1	1	-1	0.2193	0.2987	1	1	0.526
136	1	76	1	2	-1	0.2193	0.2987	1	1	0.684
136	1	78	1	1	-1	0.2193	0.2987	1	1	0.555
136	1	80	1	2	-1	0.2193	0.2987	1	1	0.695
136	1	82	1	2	-1	0.2193	0.2987	0	1	0.564
136	1	84	1	2	-1	0.2193	0.2987	1	1	0.478
136	1	86	1	1	-1	0.2193	0.2987	1	1	0.790
136	1	88	1	2	-1	0.2193	0.2987	0	1	0.442
136	1	90	1	2	-1	0.2193	0.2987	1	1	0.539
136	1	92	1	1	-1	0.2193	0.2987	0	1	0.499
136	1	94	1	2	-1	0.2193	0.2987	0	1	0.498
136	1	96	1	2	-1	0.2193	0.2987	0	1	0.735
136	1	98	1	1	-1	0.2193	0.2987	1	1	0.515
136	1	100	1	2	-1	0.2193	0.2987	1	1	1.013
136	1	102	1	1	-1	0.2193	0.2987	0	1	0.517
136	1	104	1	1	-1	0.2193	0.2987	0	1	0.519
136	1	106	1	2	-1	0.2193	0.2987	1	1	0.507
136	1	108	1	1	-1	0.2193	0.2987	1	1	0.594
136	1	110	1	1	-1	0.2193	0.2987	0	1	0.506
136	1	112	1	1	-1	0.2193	0.2987	0	1	0.635
136	1	114	1	1	-1	0.2193	0.2987	0	1	0.492
136	1	116	1	2	-1	0.2193	0.2987	0	1	0.632
136	1	118	1	2	-1	0.2193	0.2987	1	1	0.455
136	1	120	1	1	-1	0.2193	0.2987	1	1	1.246
136	1	122	1	1	-1	0.2193	0.2987	0	1	0.465
136	1	124	1	1	-1	0.2193	0.2987	1	1	0.647
136	1	126	1	2	-1	0.2193	0.2987	0	1	0.551
136	1	128	1	1	-1	0.2193	0.2987	1	1	0.835
