sub	sess	t	loc	cue	co1	co2	or	resp	rt
94	1	1	2	2	0.1898	0.0542	0	0	1.892
94	1	2	2	2	0.1898	0.0542	1	1	2.380
94	1	3	2	2	0.1898	0.0542	0	1	1.798
94	1	4	1	1	0.1898	0.0542	1	1	2.550
94	1	5	2	3	0.1898	0.0542	0	1	1.053
94	1	6	1	2	0.1898	0.0542	0	0	1.555
94	1	7	2	3	0.1898	0.0542	1	1	1.090
94	1	8	1	3	0.1898	0.0542	0	1	1.105
94	1	9	1	1	0.1898	0.0542	1	0	3.145
94	1	10	2	2	0.1898	0.0542	1	1	3.072
94	1	11	1	1	0.1898	0.0542	1	0	1.880
94	1	12	2	1	0.1898	0.0542	1	1	2.769
94	1	13	2	3	0.1898	0.0542	1	0	1.814
94	1	14	1	2	0.1898	0.0542	0	1	1.273
94	1	15	2	3	0.1898	0.0542	0	1	0.948
94	1	16	1	1	0.1898	0.0542	1	1	1.331
94	1	17	2	2	0.1898	0.0542	0	1	1.228
94	1	18	1	3	0.1898	0.0542	1	1	2.217
94	1	19	2	3	0.1898	0.0542	0	0	1.405
94	1	20	1	1	0.1898	0.0542	0	1	1.705
94	1	21	2	2	0.1898	0.0542	0	1	1.393
94	1	22	2	2	0.1898	0.0542	1	0	1.396
94	1	23	2	3	0.1898	0.0542	0	0	2.386
94	1	24	1	3	0.1898	0.0542	0	1	0.889
94	1	25	1	1	0.1898	0.0542	0	1	0.793
94	1	26	1	2	0.1898	0.0542	1	1	0.807
94	1	27	1	3	0.1898	0.0542	0	1	0.825
94	1	28	1	1	0.1898	0.0542	0	1	0.927
94	1	29	1	1	0.1898	0.0542	0	1	0.684
94	1	30	2	1	0.1898	0.0542	0	1	1.216
94	1	31	2	2	0.1898	0.0542	0	0	0.990
94	1	32	1	1	0.1898	0.0542	0	0	1.054
94	1	33	1	1	0.1898	0.0542	1	1	1.184
94	1	34	2	2	0.1898	0.0542	1	1	1.148
94	1	35	1	3	0.1898	0.0542	1	1	0.884
94	1	36	1	3	0.1898	0.0542	1	1	0.780
94	1	37	2	2	0.1898	0.0542	1	1	1.123
94	1	38	2	2	0.1898	0.0542	0	1	0.611
94	1	39	1	1	0.1898	0.0542	0	1	0.729
94	1	40	1	3	0.1898	0.0542	0	1	1.129
94	1	41	2	3	0.1898	0.0542	1	0	1.398
94	1	42	1	1	0.1898	0.0542	0	1	1.453
94	1	43	1	1	0.1898	0.0542	1	1	0.888
94	1	44	2	1	0.1898	0.0542	1	1	0.908
94	1	45	2	2	0.1898	0.0542	1	0	0.863
94	1	46	2	2	0.1898	0.0542	1	1	2.663
94	1	47	1	1	0.1898	0.0542	1	1	0.888
94	1	48	1	1	0.1898	0.0542	1	0	0.582
94	1	49	2	1	0.1898	0.0542	0	1	0.885
94	1	50	1	3	0.1898	0.0542	1	1	0.812
94	1	51	2	2	0.1898	0.0542	1	0	1.811
94	1	52	1	1	0.1898	0.0542	0	1	0.608
94	1	53	2	3	0.1898	0.0542	1	0	0.785
94	1	54	2	2	0.1898	0.0542	0	1	0.811
94	1	55	1	2	0.1898	0.0542	1	1	0.716
94	1	56	2	2	0.1898	0.0542	0	0	0.825
94	1	57	2	3	0.1898	0.0542	1	0	1.512
94	1	58	1	1	0.1898	0.0542	0	1	2.353
94	1	59	2	1	0.1898	0.0542	0	1	0.937
94	1	60	2	1	0.1898	0.0542	1	1	0.936
94	1	61	1	1	0.1898	0.0542	0	0	1.417
94	1	62	1	1	0.1898	0.0542	1	1	2.248
94	1	63	2	2	0.1898	0.0542	0	1	1.074
94	1	64	1	1	0.1898	0.0542	1	1	1.137
94	1	65	2	2	0.1898	0.0542	1	0	0.928
94	1	66	2	3	0.1898	0.0542	1	0	0.879
94	1	67	1	3	0.1898	0.0542	0	1	0.799
94	1	68	2	2	0.1898	0.0542	0	0	1.097
94	1	69	1	1	0.1898	0.0542	1	1	1.017
94	1	70	1	1	0.1898	0.0542	0	1	0.563
94	1	71	1	1	0.1898	0.0542	1	1	0.624
94	1	72	2	2	0.1898	0.0542	1	0	1.433
94	1	73	2	2	0.1898	0.0542	0	1	1.314
94	1	74	1	1	0.1898	0.0542	1	1	0.833
94	1	75	1	1	0.1898	0.0542	0	1	0.748
94	1	76	2	2	0.1898	0.0542	1	0	1.337
94	1	77	1	3	0.1898	0.0542	0	1	0.807
94	1	78	2	3	0.1898	0.0542	0	0	0.840
94	1	79	2	3	0.1898	0.0542	0	1	0.691
94	1	80	1	1	0.1898	0.0542	1	1	0.807
94	1	81	2	2	0.1898	0.0542	1	1	3.307
94	1	82	1	2	0.1898	0.0542	1	1	0.896
94	1	83	1	3	0.1898	0.0542	1	0	0.672
94	1	84	1	1	0.1898	0.0542	1	1	0.913
94	1	85	2	3	0.1898	0.0542	1	1	1.001
94	1	86	2	3	0.1898	0.0542	0	1	0.649
94	1	87	1	3	0.1898	0.0542	1	1	0.801
94	1	88	2	2	0.1898	0.0542	1	1	0.752
