sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt	rew_tot	left_col	right_col
94	1	1	9	2	3	0.1898	0.0542	0	1	1.127	0	0	0
94	1	2	9	2	2	0.1898	0.0542	1	1	0.862	0	0	82
94	1	3	0	2	1	0.1898	0.0542	1	1	1.116	5	0	82
94	1	4	9	2	3	0.1898	0.0542	0	0	0.948	0	82	82
94	1	5	1	1	3	0.1898	0.0542	0	1	0.675	68	0	0
94	1	6	0	1	1	0.1898	0.0542	1	1	1.008	5	82	0
94	1	7	1	2	2	0.1898	0.0542	0	1	0.792	56	0	0
94	1	8	1	2	3	0.1898	0.0542	0	1	0.586	76	0	0
94	1	9	1	1	3	0.1898	0.0542	0	0	0.964	0	0	0
94	1	10	1	2	1	0.1898	0.0542	1	1	0.754	60	82	0
94	1	11	0	1	1	0.1898	0.0542	0	1	0.859	5	82	82
94	1	12	1	2	2	0.1898	0.0542	0	1	0.602	75	0	0
94	1	13	9	1	3	0.1898	0.0542	0	1	0.663	0	0	0
94	1	14	0	1	1	0.1898	0.0542	1	1	0.708	6	82	0
94	1	15	0	2	3	0.1898	0.0542	0	1	0.479	9	82	82
94	1	16	1	2	3	0.1898	0.0542	0	1	0.637	71	0	0
94	1	17	9	2	2	0.1898	0.0542	0	0	0.663	0	0	0
94	1	18	9	2	3	0.1898	0.0542	0	1	0.543	0	82	82
94	1	19	1	1	3	0.1898	0.0542	1	0	1.137	0	0	82
94	1	20	0	2	2	0.1898	0.0542	0	1	0.808	5	82	82
94	1	21	0	2	3	0.1898	0.0542	0	1	0.801	5	82	82
94	1	22	9	1	3	0.1898	0.0542	1	1	0.669	0	0	82
94	1	23	9	2	1	0.1898	0.0542	1	1	0.729	0	0	82
94	1	24	0	1	2	0.1898	0.0542	0	1	0.563	8	82	82
94	1	25	9	1	1	0.1898	0.0542	0	1	0.551	0	0	0
94	1	26	0	2	2	0.1898	0.0542	0	0	0.560	0	82	82
94	1	27	9	2	3	0.1898	0.0542	1	0	0.657	0	82	0
94	1	28	0	1	1	0.1898	0.0542	1	0	0.986	0	82	0
94	1	29	1	2	3	0.1898	0.0542	1	0	0.695	0	82	0
94	1	30	1	1	1	0.1898	0.0542	0	1	0.699	65	0	0
94	1	31	9	1	1	0.1898	0.0542	1	1	0.723	0	82	0
94	1	32	0	2	2	0.1898	0.0542	0	1	0.915	5	82	82
94	1	33	1	2	3	0.1898	0.0542	0	1	0.570	78	0	0
94	1	34	0	1	1	0.1898	0.0542	0	1	0.971	5	82	82
94	1	35	9	1	1	0.1898	0.0542	1	1	0.611	0	82	0
94	1	36	0	1	1	0.1898	0.0542	0	1	0.721	6	82	82
94	1	37	1	2	2	0.1898	0.0542	1	1	0.990	50	82	0
94	1	38	1	2	2	0.1898	0.0542	0	1	0.621	73	0	0
94	1	39	1	1	3	0.1898	0.0542	0	1	0.715	63	0	0
94	1	40	1	2	3	0.1898	0.0542	1	1	0.581	77	82	0
94	1	41	9	2	3	0.1898	0.0542	0	0	1.183	0	82	82
94	1	42	9	2	2	0.1898	0.0542	1	1	1.871	0	82	0
94	1	43	1	1	3	0.1898	0.0542	0	1	0.744	61	0	0
94	1	44	1	2	3	0.1898	0.0542	1	1	0.760	59	82	0
94	1	45	1	1	3	0.1898	0.0542	0	1	0.504	85	0	0
94	1	46	9	1	3	0.1898	0.0542	0	1	0.783	0	82	82
94	1	47	1	1	3	0.1898	0.0542	1	1	0.518	83	0	82
94	1	48	0	1	1	0.1898	0.0542	1	1	1.568	5	82	0
94	1	49	1	1	3	0.1898	0.0542	0	1	0.570	78	0	0
94	1	50	0	2	2	0.1898	0.0542	1	0	1.073	0	0	82
94	1	51	1	2	2	0.1898	0.0542	1	1	0.747	60	82	0
94	1	52	1	1	1	0.1898	0.0542	1	0	0.780	0	0	82
94	1	53	1	2	1	0.1898	0.0542	1	1	0.803	55	82	0
94	1	54	1	1	1	0.1898	0.0542	0	1	0.609	74	0	0
94	1	55	9	2	3	0.1898	0.0542	0	1	0.853	0	0	0
94	1	56	0	2	3	0.1898	0.0542	0	1	0.945	5	82	82
94	1	57	1	2	2	0.1898	0.0542	1	1	0.837	51	82	0
94	1	58	1	2	2	0.1898	0.0542	0	1	0.700	65	0	0
94	1	59	1	1	3	0.1898	0.0542	0	1	0.595	76	0	0
94	1	60	0	1	3	0.1898	0.0542	1	1	0.556	8	82	0
94	1	61	0	1	3	0.1898	0.0542	1	1	0.722	6	82	0
94	1	62	1	2	2	0.1898	0.0542	1	0	0.688	0	82	0
