sub	sess	t	loc	cue	co1	co2	or	resp	rt
138	1	1	1	1	0.4421	0.8471	1	1	1.003
138	1	2	2	3	0.4421	0.8471	0	0	1.429
138	1	3	1	1	0.4421	0.8471	0	0	0.005
138	1	4	2	2	0.4421	0.8471	0	0	1.178
138	1	5	2	3	0.4421	0.8471	0	0	0.674
138	1	6	1	1	0.4421	0.8471	0	0	1.048
138	1	7	1	3	0.4421	0.8471	0	1	1.121
138	1	8	2	3	0.4421	0.8471	0	1	1.453
138	1	9	2	3	0.4421	0.8471	1	1	0.741
138	1	10	2	2	0.4421	0.8471	0	1	1.064
138	1	11	1	1	0.4421	0.8471	1	1	0.689
138	1	12	1	2	0.4421	0.8471	1	0	1.590
138	1	13	2	1	0.4421	0.8471	0	1	1.114
138	1	14	2	3	0.4421	0.8471	1	1	0.784
138	1	15	2	2	0.4421	0.8471	0	1	1.105
138	1	16	1	2	0.4421	0.8471	1	1	0.615
138	1	17	1	1	0.4421	0.8471	0	1	0.801
138	1	18	1	2	0.4421	0.8471	0	0	1.307
138	1	19	2	3	0.4421	0.8471	1	1	0.704
138	1	20	2	2	0.4421	0.8471	1	1	0.607
138	1	21	1	2	0.4421	0.8471	0	0	0.994
138	1	22	1	1	0.4421	0.8471	1	1	0.485
138	1	23	2	1	0.4421	0.8471	1	1	0.538
138	1	24	2	2	0.4421	0.8471	0	1	0.717
138	1	25	2	3	0.4421	0.8471	1	1	0.514
138	1	26	1	1	0.4421	0.8471	1	1	1.151
138	1	27	2	3	0.4421	0.8471	0	1	0.516
138	1	28	1	3	0.4421	0.8471	1	1	0.465
138	1	29	1	3	0.4421	0.8471	1	0	0.607
138	1	30	2	1	0.4421	0.8471	1	1	0.447
138	1	31	1	1	0.4421	0.8471	1	1	0.741
138	1	32	2	2	0.4421	0.8471	0	1	0.721
138	1	33	1	1	0.4421	0.8471	1	1	1.541
138	1	34	1	1	0.4421	0.8471	0	1	0.994
138	1	35	2	2	0.4421	0.8471	1	1	0.619
138	1	36	2	2	0.4421	0.8471	0	1	0.821
138	1	37	2	2	0.4421	0.8471	1	1	0.494
138	1	38	2	2	0.4421	0.8471	1	1	0.467
138	1	39	1	1	0.4421	0.8471	0	1	1.466
138	1	40	2	2	0.4421	0.8471	0	0	1.266
138	1	41	1	1	0.4421	0.8471	1	1	0.636
138	1	42	1	1	0.4421	0.8471	0	0	0.660
138	1	43	2	2	0.4421	0.8471	1	1	0.450
138	1	44	1	3	0.4421	0.8471	1	1	0.633
138	1	45	2	2	0.4421	0.8471	1	1	0.906
138	1	46	1	1	0.4421	0.8471	1	1	0.689
138	1	47	1	3	0.4421	0.8471	0	0	1.822
138	1	48	2	2	0.4421	0.8471	1	1	0.423
138	1	49	2	1	0.4421	0.8471	0	0	0.719
138	1	50	2	2	0.4421	0.8471	0	1	0.467
138	1	51	1	1	0.4421	0.8471	0	0	0.687
138	1	52	2	2	0.4421	0.8471	1	1	0.381
138	1	53	1	3	0.4421	0.8471	0	0	0.633
138	1	54	1	3	0.4421	0.8471	0	0	0.697
138	1	55	1	1	0.4421	0.8471	0	0	0.614
138	1	56	1	3	0.4421	0.8471	1	1	0.702
138	1	57	2	1	0.4421	0.8471	1	1	0.501
138	1	58	1	1	0.4421	0.8471	0	0	0.681
138	1	59	1	1	0.4421	0.8471	1	0	0.703
138	1	60	2	2	0.4421	0.8471	0	0	0.493
138	1	61	1	1	0.4421	0.8471	1	1	0.708
138	1	62	1	1	0.4421	0.8471	1	1	0.458
138	1	63	2	3	0.4421	0.8471	0	1	1.377
138	1	64	1	2	0.4421	0.8471	1	0	0.844
138	1	65	2	2	0.4421	0.8471	0	0	0.507
138	1	66	2	2	0.4421	0.8471	1	1	0.497
138	1	67	1	1	0.4421	0.8471	0	0	0.631
138	1	68	1	2	0.4421	0.8471	0	0	0.471
138	1	69	1	3	0.4421	0.8471	1	1	0.726
138	1	70	1	1	0.4421	0.8471	1	1	0.634
138	1	71	2	3	0.4421	0.8471	1	1	0.514
138	1	72	2	2	0.4421	0.8471	1	1	0.496
138	1	73	1	1	0.4421	0.8471	0	1	0.535
138	1	74	2	2	0.4421	0.8471	1	1	0.419
138	1	75	2	2	0.4421	0.8471	0	1	0.491
138	1	76	2	3	0.4421	0.8471	0	0	0.792
138	1	77	1	3	0.4421	0.8471	1	0	0.674
138	1	78	1	3	0.4421	0.8471	0	0	0.528
138	1	79	2	1	0.4421	0.8471	0	1	0.478
138	1	80	1	1	0.4421	0.8471	0	0	0.469
138	1	81	2	3	0.4421	0.8471	0	1	0.433
138	1	82	1	3	0.4421	0.8471	0	0	0.592
138	1	83	1	1	0.4421	0.8471	1	1	0.412
138	1	84	1	1	0.4421	0.8471	0	1	0.387
138	1	85	1	2	0.4421	0.8471	0	0	0.493
138	1	86	2	2	0.4421	0.8471	1	1	0.395
138	1	87	1	1	0.4421	0.8471	1	1	0.436
138	1	88	2	2	0.4421	0.8471	1	1	0.381
138	1	89	2	3	0.4421	0.8471	1	1	0.489
138	1	90	2	2	0.4421	0.8471	1	1	0.366
138	1	91	2	3	0.4421	0.8471	1	1	0.496
138	1	92	1	1	0.4421	0.8471	1	0	0.744
138	1	93	2	2	0.4421	0.8471	1	1	0.275
138	1	94	1	3	0.4421	0.8471	0	0	0.731
138	1	95	2	3	0.4421	0.8471	1	1	0.465
138	1	96	2	3	0.4421	0.8471	0	1	0.454
138	1	97	1	3	0.4421	0.8471	1	1	0.502
138	1	98	2	1	0.4421	0.8471	1	1	0.554
138	1	99	2	2	0.4421	0.8471	0	1	0.517
138	1	100	1	1	0.4421	0.8471	0	0	0.674
138	1	101	2	2	0.4421	0.8471	0	1	0.392
138	1	102	2	2	0.4421	0.8471	0	1	0.399
138	1	103	1	3	0.4421	0.8471	0	0	0.459
138	1	104	1	2	0.4421	0.8471	1	1	0.688
138	1	105	2	2	0.4421	0.8471	0	1	0.462
138	1	106	1	1	0.4421	0.8471	0	0	0.686
138	1	107	1	1	0.4421	0.8471	0	0	0.492
138	1	108	2	1	0.4421	0.8471	0	0	0.611
138	1	109	1	1	0.4421	0.8471	1	1	0.619
138	1	110	2	2	0.4421	0.8471	1	1	0.524
138	1	111	2	2	0.4421	0.8471	0	1	0.666
138	1	112	1	3	0.4421	0.8471	1	1	0.650
