sub	sess	t	loc	cue	co1	co2	or	resp	rt
103	1	1	2	2	0.5717	0.0500	1	1	2.913
103	1	2	2	1	0.5717	0.0500	0	0	1.414
103	1	3	1	1	0.5717	0.0500	1	1	1.272
103	1	4	1	1	0.5717	0.0500	0	1	1.516
103	1	5	2	3	0.5717	0.0500	1	1	1.220
103	1	6	2	2	0.5717	0.0500	0	1	1.759
103	1	7	1	2	0.5717	0.0500	0	0	1.668
103	1	8	2	3	0.5717	0.0500	0	1	2.725
103	1	9	2	2	0.5717	0.0500	0	0	1.199
103	1	10	2	2	0.5717	0.0500	1	1	1.522
103	1	11	2	2	0.5717	0.0500	0	1	1.493
103	1	12	1	3	0.5717	0.0500	1	1	1.167
103	1	13	2	2	0.5717	0.0500	1	0	0.834
103	1	14	1	3	0.5717	0.0500	1	1	1.622
103	1	15	1	1	0.5717	0.0500	0	1	1.499
103	1	16	2	2	0.5717	0.0500	1	1	2.317
103	1	17	1	1	0.5717	0.0500	1	1	1.308
103	1	18	1	1	0.5717	0.0500	1	1	0.913
103	1	19	1	3	0.5717	0.0500	0	1	1.050
103	1	20	2	3	0.5717	0.0500	0	1	0.949
103	1	21	2	1	0.5717	0.0500	1	0	1.774
103	1	22	2	3	0.5717	0.0500	0	1	0.922
103	1	23	2	3	0.5717	0.0500	1	1	1.167
103	1	24	1	3	0.5717	0.0500	0	0	1.453
103	1	25	1	2	0.5717	0.0500	1	1	1.014
103	1	26	2	2	0.5717	0.0500	0	1	0.826
103	1	27	1	1	0.5717	0.0500	0	1	1.750
103	1	28	1	1	0.5717	0.0500	0	0	0.752
103	1	29	1	1	0.5717	0.0500	0	1	1.259
103	1	30	2	2	0.5717	0.0500	1	1	1.660
103	1	31	1	1	0.5717	0.0500	0	1	1.139
103	1	32	2	1	0.5717	0.0500	0	1	0.864
103	1	33	2	2	0.5717	0.0500	1	1	0.758
103	1	34	1	1	0.5717	0.0500	1	1	1.063
103	1	35	2	2	0.5717	0.0500	0	1	1.073
103	1	36	2	3	0.5717	0.0500	1	1	1.213
103	1	37	1	1	0.5717	0.0500	1	1	1.279
103	1	38	1	3	0.5717	0.0500	1	1	1.128
103	1	39	1	1	0.5717	0.0500	0	1	0.709
103	1	40	1	3	0.5717	0.0500	0	0	0.953
103	1	41	2	2	0.5717	0.0500	1	0	1.851
103	1	42	1	1	0.5717	0.0500	1	0	1.053
103	1	43	1	3	0.5717	0.0500	0	1	1.550
103	1	44	2	2	0.5717	0.0500	1	1	0.870
103	1	45	1	2	0.5717	0.0500	0	1	1.515
103	1	46	1	1	0.5717	0.0500	1	1	1.721
103	1	47	2	3	0.5717	0.0500	0	0	1.056
103	1	48	2	2	0.5717	0.0500	0	0	1.130
