sub	sess	t	loc	co1	co2	or	resp	rt
130	1	1	2	1.0000	1.0000	0	0	2.346
130	1	2	2	1.0000	1.0000	0	1	1.150
130	1	3	2	1.0000	1.0000	1	1	1.042
130	1	4	1	1.0000	1.0000	0	1	0.851
130	1	5	1	1.0000	1.0000	1	1	0.993
130	1	6	2	1.0000	1.0000	0	1	0.898
130	1	7	1	1.0000	1.0000	0	0	0.910
130	1	8	2	1.0000	1.0000	0	1	1.329
130	1	9	2	1.0000	1.0000	1	1	1.300
130	1	10	2	1.0000	1.0000	1	1	1.482
130	1	11	2	1.0000	1.0000	0	1	0.648
130	1	12	1	1.0000	1.0000	0	1	1.184
130	1	13	1	1.0000	1.0000	1	1	0.891
130	1	14	2	1.0000	1.0000	1	1	0.968
130	1	15	1	1.0000	1.0000	1	0	1.340
130	1	16	1	1.0000	1.0000	1	0	0.985
130	1	17	1	1.0000	1.0000	0	1	0.739
130	1	18	2	1.0000	1.0000	1	1	0.855
130	1	19	1	1.0000	1.0000	1	1	1.205
130	1	20	2	1.0000	1.0000	0	1	0.944
130	1	21	2	1.0000	1.0000	1	0	1.596
130	1	22	1	1.0000	1.0000	1	1	1.629
130	1	23	1	1.0000	1.0000	0	1	1.645
130	1	24	1	1.0000	1.0000	0	1	0.766
130	1	25	2	1.0000	1.0000	0	1	1.019
130	1	26	1	1.0000	1.0000	1	1	1.125
130	1	27	2	1.0000	1.0000	0	1	0.872
130	1	28	1	1.0000	1.0000	0	1	2.058
130	1	29	2	1.0000	1.0000	0	1	1.247
130	1	30	1	1.0000	1.0000	1	1	1.510
130	1	31	1	1.0000	1.0000	1	1	1.266
130	1	32	2	1.0000	1.0000	1	1	1.064
130	1	33	2	1.0000	1.0000	0	1	1.200
130	1	34	2	1.0000	1.0000	1	1	1.040
130	1	35	1	1.0000	1.0000	0	1	1.481
130	1	36	1	0.2500	0.2500	0	1	1.281
130	1	37	2	0.2629	0.2629	0	1	1.247
130	1	38	1	0.2758	0.2758	0	1	1.029
130	1	39	2	0.2887	0.2887	1	1	0.875
130	1	40	2	0.3016	0.3016	1	1	1.259
130	1	41	1	0.3145	0.3145	1	1	1.458
130	1	42	1	0.3274	0.3274	1	1	0.703
130	1	43	2	0.3403	0.3403	0	0	2.679
130	1	44	1	0.3532	0.3532	1	1	0.909
130	1	45	1	0.3661	0.3661	1	1	1.944
130	1	46	1	0.3790	0.3790	0	0	1.323
130	1	47	2	0.3919	0.3919	0	1	1.408
130	1	48	1	0.4048	0.4048	1	1	0.815
130	1	49	1	0.4177	0.4177	1	1	1.559
130	1	50	2	0.4306	0.4306	0	1	0.785
130	1	51	1	0.4435	0.4435	1	1	0.882
130	1	52	1	0.4565	0.4565	0	1	0.870
130	1	53	1	0.4694	0.4694	0	0	0.949
130	1	54	1	0.4823	0.4823	1	1	0.874
130	1	55	2	0.4952	0.4952	0	1	0.871
130	1	56	2	0.5081	0.5081	1	1	0.684
130	1	57	2	0.5210	0.5210	1	1	0.776
130	1	58	1	0.5339	0.5339	0	1	1.604
130	1	59	1	0.5468	0.5468	1	1	1.053
130	1	60	2	0.5597	0.5597	0	1	1.796
130	1	61	2	0.5726	0.5726	1	1	0.951
130	1	62	2	0.5855	0.5855	0	1	0.760
130	1	63	1	0.5984	0.5984	0	1	1.629
130	1	64	2	0.6113	0.6113	1	1	0.878
130	1	65	2	0.6242	0.6242	1	1	1.774
130	1	66	2	0.6371	0.6371	0	1	0.599
130	1	67	2	0.6500	0.6500	1	1	0.721
130	1	68	1	0.2500	0.2500	1	1	1.572
130	1	69	1	0.2629	0.2629	0	1	0.751
130	1	70	1	0.2758	0.2758	0	1	0.905
130	1	71	2	0.2887	0.2887	1	1	0.912
130	1	72	2	0.3016	0.3016	0	0	1.566
130	1	73	2	0.3145	0.3145	0	1	0.879
130	1	74	1	0.3274	0.3274	0	1	0.788
130	1	75	1	0.3403	0.3403	0	1	1.055
130	1	76	1	0.3532	0.3532	1	1	0.840
130	1	77	2	0.3661	0.3661	1	1	0.952
130	1	78	2	0.3790	0.3790	1	1	0.778
130	1	79	1	0.3919	0.3919	0	1	0.653
130	1	80	2	0.4048	0.4048	1	0	0.930
130	1	81	2	0.4177	0.4177	0	1	0.639
130	1	82	2	0.4306	0.4306	0	1	0.847
130	1	83	2	0.4435	0.4435	1	1	0.672
130	1	84	1	0.4565	0.4565	1	1	1.182
130	1	85	1	0.4694	0.4694	0	1	0.918
130	1	86	1	0.4823	0.4823	1	1	0.741
130	1	87	1	0.4952	0.4952	1	1	0.722
130	1	88	1	0.5081	0.5081	0	1	0.527
130	1	89	2	0.5210	0.5210	1	1	0.789
130	1	90	1	0.5339	0.5339	1	1	0.846
130	1	91	1	0.5468	0.5468	0	1	0.709
130	1	92	1	0.5597	0.5597	0	1	0.626
130	1	93	2	0.5726	0.5726	0	1	1.435
130	1	94	2	0.5855	0.5855	0	1	0.668
130	1	95	2	0.5984	0.5984	0	1	0.733
130	1	96	2	0.6113	0.6113	0	1	0.489
130	1	97	1	0.6242	0.6242	1	1	0.826
130	1	98	2	0.6371	0.6371	1	1	0.899
130	1	99	2	0.6500	0.6500	1	1	0.834
130	1	100	2	0.6242	0.3423	1	1	1.047
130	1	101	2	0.6242	0.3363	1	1	0.719
130	1	102	1	0.3106	0.3363	0	1	1.059
130	1	103	1	0.3041	0.3363	1	1	1.179
130	1	104	1	0.2974	0.3363	0	1	0.694
130	1	105	1	0.2904	0.3363	1	0	2.123
130	1	106	2	0.2904	0.3303	1	1	0.848
130	1	107	1	0.3115	0.3303	0	1	0.742
130	1	108	2	0.3115	0.3246	0	1	1.162
130	1	109	1	0.3061	0.3246	1	1	0.878
130	1	110	1	0.3007	0.3246	1	1	0.998
130	1	111	1	0.2952	0.3246	1	1	0.905
130	1	112	1	0.2897	0.3246	1	1	0.725
130	1	113	2	0.2897	0.3189	1	0	0.683
130	1	114	2	0.2897	0.3357	1	0	0.826
130	1	115	2	0.2897	0.3520	1	1	0.665
130	1	116	2	0.2897	0.3470	0	1	0.952
130	1	117	2	0.2897	0.3421	0	1	0.628
130	1	118	2	0.2897	0.3373	0	1	0.989
130	1	119	2	0.2897	0.3326	0	1	0.552
130	1	120	1	0.2842	0.3326	0	0	0.875
130	1	121	1	0.3003	0.3326	1	1	0.883
130	1	122	1	0.2955	0.3326	1	1	0.666
130	1	123	2	0.2955	0.3279	1	1	1.088
130	1	124	2	0.2955	0.3235	1	1	0.732
130	1	125	1	0.2907	0.3235	1	1	1.128
130	1	126	1	0.2860	0.3235	0	1	0.691
130	1	127	2	0.2860	0.3191	0	1	0.857
130	1	128	1	0.2811	0.3191	1	1	0.593
130	1	129	2	0.2811	0.3149	0	1	0.890
130	1	130	1	0.2763	0.3149	1	1	0.609
130	1	131	1	0.2715	0.3149	1	1	0.848
130	1	132	1	0.2666	0.3149	1	1	0.641
130	1	133	1	0.2617	0.3149	0	1	0.706
130	1	134	2	0.2617	0.3107	0	0	1.566
130	1	135	2	0.2617	0.3229	1	1	0.736
130	1	136	1	0.2567	0.3229	0	1	0.917
130	1	137	1	0.2516	0.3229	1	1	0.802
130	1	138	2	0.2516	0.3188	1	1	0.853
130	1	139	2	0.2516	0.3149	0	1	0.620
130	1	140	2	0.2516	0.3111	0	1	0.588
130	1	141	2	0.2516	0.3074	0	1	0.532
130	1	142	2	0.2516	0.3037	1	1	0.631
130	1	143	1	0.2466	0.3037	1	1	1.351
130	1	144	1	0.2414	0.3037	0	1	0.812
130	1	145	2	0.2414	0.3001	1	1	0.789
130	1	146	2	0.2414	0.2967	1	1	0.895
130	1	147	1	0.2362	0.2967	0	1	0.709
130	1	148	1	0.2309	0.2967	0	1	0.521
130	1	149	1	0.2257	0.2967	0	1	0.596
130	1	150	2	0.2257	0.2933	1	1	0.981
130	1	151	2	0.2257	0.2900	0	1	1.134
