sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt	rew_tot	left_col	right_col
55	1	1	1	1	3	0.0500	0.1096	0	0	1.516	0	82	82
55	1	2	0	2	2	0.0500	0.1096	0	1	0.809	5	0	0
55	1	3	0	2	3	0.0500	0.1096	1	1	0.961	5	82	0
55	1	4	9	2	3	0.0500	0.1096	1	1	0.652	0	82	0
55	1	5	1	2	3	0.0500	0.1096	1	1	0.843	51	0	82
55	1	6	1	2	3	0.0500	0.1096	0	1	0.849	50	82	82
55	1	7	0	2	3	0.0500	0.1096	0	1	2.430	5	0	0
55	1	8	1	1	3	0.0500	0.1096	1	1	1.437	50	82	0
55	1	9	1	2	2	0.0500	0.1096	0	1	0.822	53	82	82
55	1	10	1	2	2	0.0500	0.1096	1	1	0.909	50	0	82
55	1	11	0	2	3	0.0500	0.1096	0	1	0.875	5	0	0
55	1	12	1	2	2	0.0500	0.1096	0	1	0.730	62	82	82
55	1	13	9	1	1	0.0500	0.1096	0	0	3.006	0	82	82
55	1	14	9	1	2	0.0500	0.1096	1	1	1.415	0	82	0
55	1	15	0	1	1	0.0500	0.1096	1	1	2.966	5	0	82
55	1	16	1	2	2	0.0500	0.1096	1	1	1.367	50	0	82
55	1	17	1	1	3	0.0500	0.1096	0	1	0.865	50	82	82
55	1	18	0	1	3	0.0500	0.1096	0	1	1.568	5	0	0
55	1	19	1	2	2	0.0500	0.1096	1	1	0.769	58	0	82
55	1	20	9	1	1	0.0500	0.1096	0	1	0.730	0	0	0
55	1	21	1	2	2	0.0500	0.1096	0	1	2.170	50	82	82
55	1	22	1	2	3	0.0500	0.1096	0	1	1.302	50	82	82
55	1	23	0	2	2	0.0500	0.1096	0	1	0.659	7	0	0
55	1	24	1	1	1	0.0500	0.1096	1	1	0.836	51	82	0
55	1	25	1	2	2	0.0500	0.1096	0	1	0.702	65	82	82
55	1	26	9	1	3	0.0500	0.1096	0	0	0.812	0	0	0
55	1	27	1	1	1	0.0500	0.1096	0	1	0.791	56	82	82
55	1	28	1	2	3	0.0500	0.1096	0	0	1.768	0	82	82
55	1	29	1	1	3	0.0500	0.1096	1	1	1.730	50	82	0
55	1	30	0	1	3	0.0500	0.1096	0	1	0.848	5	0	0
55	1	31	1	2	3	0.0500	0.1096	0	1	1.398	50	82	82
55	1	32	1	1	1	0.0500	0.1096	0	1	1.337	50	82	82
55	1	33	1	1	1	0.0500	0.1096	0	1	0.892	50	82	82
55	1	34	0	2	2	0.0500	0.1096	1	0	0.882	0	82	0
55	1	35	9	2	2	0.0500	0.1096	1	1	1.322	0	82	0
55	1	36	0	1	1	0.0500	0.1096	0	1	4.982	5	0	0
55	1	37	1	2	2	0.0500	0.1096	0	1	1.362	50	82	82
55	1	38	1	1	3	0.0500	0.1096	1	1	1.013	50	82	0
55	1	39	0	2	2	0.0500	0.1096	0	1	0.912	5	0	0
55	1	40	1	2	3	0.0500	0.1096	1	1	0.726	62	0	82
55	1	41	1	1	3	0.0500	0.1096	1	1	3.645	50	82	0
55	1	42	1	1	2	0.0500	0.1096	0	1	0.878	50	82	82
55	1	43	1	1	3	0.0500	0.1096	0	1	0.966	50	82	82
55	1	44	1	1	1	0.0500	0.1096	1	0	1.736	0	82	0
55	1	45	1	2	3	0.0500	0.1096	0	1	1.838	50	82	82
55	1	46	0	1	1	0.0500	0.1096	0	0	3.636	0	0	0
55	1	47	9	2	2	0.0500	0.1096	0	1	1.900	0	0	0
55	1	48	0	1	1	0.0500	0.1096	1	1	1.066	5	0	82
55	1	49	9	1	3	0.0500	0.1096	0	1	1.162	0	82	82
55	1	50	1	1	3	0.0500	0.1096	0	1	1.029	50	82	82
55	1	51	0	1	2	0.0500	0.1096	0	1	0.859	5	0	0
55	1	52	0	1	3	0.0500	0.1096	1	1	1.058	5	0	82
55	1	53	0	2	2	0.0500	0.1096	1	1	1.137	5	82	0
55	1	54	0	1	3	0.0500	0.1096	0	1	0.768	6	0	0
55	1	55	1	2	2	0.0500	0.1096	1	1	0.746	60	0	82
55	1	56	0	2	1	0.0500	0.1096	0	0	1.351	0	0	0
55	1	57	1	2	3	0.0500	0.1096	0	1	0.802	55	82	82
