sub	sess	t	loc	co1	co2	or	resp	rt
126	1	1	2	1.0000	1.0000	0	1	8.031
126	1	2	1	1.0000	1.0000	1	0	2.970
126	1	3	2	1.0000	1.0000	1	0	3.413
126	1	4	1	1.0000	1.0000	0	1	1.664
126	1	5	1	1.0000	1.0000	0	0	8.689
126	1	6	2	1.0000	1.0000	1	1	2.234
126	1	7	2	1.0000	1.0000	1	0	2.387
126	1	8	2	1.0000	1.0000	0	1	1.015
126	1	9	1	1.0000	1.0000	1	0	3.184
126	1	10	1	1.0000	1.0000	0	1	1.008
126	1	11	1	1.0000	1.0000	1	0	1.616
126	1	12	1	1.0000	1.0000	0	1	2.283
126	1	13	1	1.0000	1.0000	1	1	1.101
126	1	14	2	1.0000	1.0000	1	1	1.675
126	1	15	2	1.0000	1.0000	1	1	0.717
126	1	16	1	1.0000	1.0000	1	0	0.787
126	1	17	2	1.0000	1.0000	1	1	1.213
126	1	18	1	1.0000	1.0000	1	1	1.921
126	1	19	1	1.0000	1.0000	0	1	0.782
126	1	20	2	1.0000	1.0000	0	1	1.007
126	1	21	2	1.0000	1.0000	0	1	0.676
126	1	22	2	1.0000	1.0000	0	1	0.914
126	1	23	2	1.0000	1.0000	0	1	0.589
126	1	24	1	1.0000	1.0000	0	0	0.819
126	1	25	2	1.0000	1.0000	0	0	0.921
126	1	26	2	1.0000	1.0000	0	1	0.870
126	1	27	2	1.0000	1.0000	1	1	1.036
126	1	28	1	1.0000	1.0000	0	1	1.814
126	1	29	1	1.0000	1.0000	1	1	0.573
126	1	30	1	1.0000	1.0000	1	1	0.647
126	1	31	1	1.0000	1.0000	1	1	0.628
126	1	32	1	1.0000	1.0000	1	1	1.894
126	1	33	1	1.0000	1.0000	0	1	0.841
126	1	34	1	1.0000	1.0000	0	1	0.598
126	1	35	2	1.0000	1.0000	1	1	1.029
126	1	36	1	1.0000	1.0000	1	0	0.975
126	1	37	2	1.0000	1.0000	1	1	1.203
126	1	38	2	1.0000	1.0000	0	1	1.831
126	1	39	2	1.0000	1.0000	0	1	0.629
126	1	40	2	0.2500	0.2500	0	1	0.707
126	1	41	2	0.2629	0.2629	0	1	0.663
126	1	42	2	0.2758	0.2758	0	1	0.531
126	1	43	1	0.2887	0.2887	0	1	0.984
126	1	44	2	0.3016	0.3016	1	1	0.875
126	1	45	2	0.3145	0.3145	1	1	0.695
126	1	46	1	0.3274	0.3274	1	1	1.424
126	1	47	1	0.3403	0.3403	0	1	0.810
126	1	48	1	0.3532	0.3532	1	1	0.681
126	1	49	1	0.3661	0.3661	1	1	0.652
126	1	50	2	0.3790	0.3790	0	1	0.699
126	1	51	2	0.3919	0.3919	0	1	0.653
126	1	52	2	0.4048	0.4048	1	1	1.105
126	1	53	1	0.4177	0.4177	1	1	0.726
126	1	54	1	0.4306	0.4306	1	1	0.618
126	1	55	1	0.4435	0.4435	0	1	1.079
126	1	56	2	0.4565	0.4565	1	1	1.500
126	1	57	2	0.4694	0.4694	0	1	0.881
126	1	58	2	0.4823	0.4823	0	1	0.767
126	1	59	2	0.4952	0.4952	1	1	0.771
126	1	60	2	0.5081	0.5081	0	1	0.737
126	1	61	1	0.5210	0.5210	1	1	0.629
126	1	62	2	0.5339	0.5339	0	1	0.684
126	1	63	2	0.5468	0.5468	1	1	0.752
126	1	64	2	0.5597	0.5597	1	1	0.713
126	1	65	2	0.5726	0.5726	0	1	1.557
126	1	66	1	0.5855	0.5855	0	1	1.389
126	1	67	1	0.5984	0.5984	1	1	0.672
126	1	68	1	0.6113	0.6113	0	1	1.069
126	1	69	2	0.6242	0.6242	1	1	0.835
126	1	70	1	0.6371	0.6371	1	1	0.802
126	1	71	1	0.6500	0.6500	0	1	0.678
126	1	72	1	0.2500	0.2500	1	1	0.692
126	1	73	1	0.2629	0.2629	1	0	1.470
126	1	74	2	0.2758	0.2758	1	1	0.680
126	1	75	2	0.2887	0.2887	0	1	0.872
126	1	76	2	0.3016	0.3016	0	1	0.697
126	1	77	2	0.3145	0.3145	0	1	0.755
126	1	78	1	0.3274	0.3274	0	1	1.119
126	1	79	2	0.3403	0.3403	1	1	0.727
126	1	80	1	0.3532	0.3532	1	0	0.795
126	1	81	1	0.3661	0.3661	0	1	1.352
126	1	82	2	0.3790	0.3790	1	1	1.657
126	1	83	1	0.3919	0.3919	0	1	1.252
126	1	84	1	0.4048	0.4048	1	1	1.010
126	1	85	2	0.4177	0.4177	0	1	1.445
126	1	86	2	0.4306	0.4306	1	0	1.737
126	1	87	1	0.4435	0.4435	0	1	1.463
126	1	88	1	0.4565	0.4565	0	0	1.184
126	1	89	1	0.4694	0.4694	0	1	1.362
126	1	90	2	0.4823	0.4823	0	1	3.097
126	1	91	2	0.4952	0.4952	1	1	1.040
126	1	92	1	0.5081	0.5081	0	1	0.647
126	1	93	2	0.5210	0.5210	1	1	0.568
126	1	94	1	0.5339	0.5339	0	1	0.632
126	1	95	2	0.5468	0.5468	0	1	2.135
126	1	96	1	0.5597	0.5597	1	1	1.434
126	1	97	2	0.5726	0.5726	1	1	1.032
126	1	98	1	0.5855	0.5855	1	1	0.701
126	1	99	1	0.5984	0.5984	1	1	0.884
126	1	100	1	0.6113	0.6113	1	1	0.599
126	1	101	1	0.6242	0.6242	0	1	0.884
126	1	102	2	0.6371	0.6371	1	1	1.583
126	1	103	1	0.6500	0.6500	0	1	0.831
126	1	104	2	0.6500	0.2500	0	1	0.980
126	1	105	1	0.3446	0.2500	0	1	0.716
126	1	106	2	0.3446	0.2385	0	1	0.701
126	1	107	1	0.3387	0.2385	1	1	0.618
126	1	108	1	0.3329	0.2385	1	1	0.682
126	1	109	2	0.3329	0.2256	0	1	1.121
126	1	110	2	0.3329	0.2112	0	1	0.604
126	1	111	1	0.3271	0.2112	1	1	0.665
126	1	112	2	0.3271	0.1946	1	1	0.743
126	1	113	1	0.3214	0.1946	0	1	0.743
126	1	114	1	0.3158	0.1946	1	1	0.862
126	1	115	2	0.3158	0.1759	1	1	0.822
126	1	116	2	0.3158	0.1563	1	0	0.888
126	1	117	1	0.3102	0.1563	1	1	0.782
126	1	118	1	0.3047	0.1563	1	1	0.721
126	1	119	1	0.2991	0.1563	0	1	1.297
126	1	120	1	0.2937	0.1563	0	1	0.685
126	1	121	2	0.2937	0.2112	1	1	0.881
126	1	122	2	0.2937	0.1984	1	1	0.567
126	1	123	1	0.2882	0.1984	0	1	1.010
126	1	124	2	0.2882	0.1848	1	1	0.711
126	1	125	1	0.2827	0.1848	1	1	2.059
126	1	126	1	0.2771	0.1848	0	1	0.710
126	1	127	1	0.2716	0.1848	1	1	1.081
126	1	128	1	0.2660	0.1848	1	1	0.585
126	1	129	2	0.2660	0.1707	1	1	0.844
126	1	130	2	0.2660	0.1569	0	1	1.138
126	1	131	1	0.2603	0.1569	1	1	1.198
126	1	132	1	0.2545	0.1569	0	0	0.866
126	1	133	1	0.2711	0.1569	1	1	0.606
126	1	134	2	0.2711	0.1439	1	1	1.000
126	1	135	1	0.2661	0.1439	0	1	0.721
126	1	136	2	0.2661	0.1320	1	1	0.985
126	1	137	1	0.2611	0.1320	0	1	0.671
126	1	138	2	0.2611	0.1211	0	0	0.976
126	1	139	2	0.2611	0.1529	0	0	1.104
126	1	140	1	0.2562	0.1529	1	1	1.371
126	1	141	2	0.2562	0.1860	0	1	0.784
126	1	142	2	0.2562	0.1754	0	1	0.877
126	1	143	2	0.2562	0.1651	1	1	0.655
126	1	144	1	0.2511	0.1651	0	1	0.594
126	1	145	2	0.2511	0.1554	0	1	0.873
126	1	146	2	0.2511	0.1464	0	1	0.650
126	1	147	1	0.2461	0.1464	0	1	0.799
126	1	148	1	0.2410	0.1464	0	1	0.826
126	1	149	2	0.2410	0.1380	1	1	0.670
126	1	150	1	0.2360	0.1380	1	1	0.679
126	1	151	2	0.2360	0.1303	1	1	1.081
126	1	152	2	0.2360	0.1234	0	1	0.650
126	1	153	1	0.2308	0.1234	1	1	0.730
126	1	154	2	0.2308	0.1170	0	1	0.801
126	1	155	1	0.2257	0.1170	0	1	0.607
126	1	156	2	0.2257	0.1110	1	1	0.940
126	1	157	2	0.2257	0.1055	0	0	0.832
126	1	158	1	0.2206	0.1055	0	1	1.164
126	1	159	1	0.2155	0.1055	1	0	0.945
126	1	160	2	0.2155	0.1223	0	1	0.798
126	1	161	1	0.2310	0.1223	0	1	0.771
126	1	162	2	0.2310	0.1166	1	1	0.832
126	1	163	1	0.2264	0.1166	1	1	1.085
126	1	164	2	0.2264	0.1112	0	1	0.830
126	1	165	2	0.2264	0.1063	1	1	0.803
126	1	166	2	0.2264	0.1016	1	1	0.519
126	1	167	1	0.2218	0.1016	0	1	0.988
