sub	sess	t	loc	co1	co2	or	resp	rt
69	1	1	2	1.0000	1.0000	1	1	18.741
69	1	2	2	1.0000	1.0000	0	1	2.272
69	1	3	2	1.0000	1.0000	0	1	2.189
69	1	4	2	1.0000	1.0000	0	1	1.448
69	1	5	1	1.0000	1.0000	0	1	2.648
69	1	6	2	1.0000	1.0000	1	0	2.875
69	1	7	1	1.0000	1.0000	1	1	2.493
69	1	8	1	1.0000	1.0000	0	1	1.310
69	1	9	2	1.0000	1.0000	0	1	1.561
69	1	10	1	1.0000	1.0000	0	1	1.721
69	1	11	1	1.0000	1.0000	0	1	1.122
69	1	12	2	1.0000	1.0000	1	1	1.780
69	1	13	1	1.0000	1.0000	1	1	2.059
69	1	14	2	1.0000	1.0000	1	1	1.880
69	1	15	1	1.0000	1.0000	1	1	1.337
69	1	16	1	1.0000	1.0000	1	1	1.059
69	1	17	2	1.0000	1.0000	0	1	2.058
69	1	18	1	1.0000	1.0000	1	1	2.127
69	1	19	1	1.0000	1.0000	0	1	1.321
69	1	20	2	1.0000	1.0000	0	1	1.801
69	1	21	1	1.0000	1.0000	0	1	4.211
69	1	22	2	1.0000	1.0000	0	1	1.266
69	1	23	1	1.0000	1.0000	0	1	2.015
69	1	24	2	1.0000	1.0000	0	1	2.374
69	1	25	2	1.0000	1.0000	1	1	1.183
69	1	26	1	1.0000	1.0000	1	0	1.551
69	1	27	1	1.0000	1.0000	1	0	2.558
69	1	28	2	1.0000	1.0000	1	1	1.794
69	1	29	1	0.2500	0.2500	1	1	3.666
69	1	30	1	0.2629	0.2629	0	1	1.580
69	1	31	2	0.2758	0.2758	1	1	1.320
69	1	32	1	0.2887	0.2887	1	1	1.916
69	1	33	1	0.3016	0.3016	0	1	1.240
69	1	34	1	0.3145	0.3145	0	1	1.139
69	1	35	2	0.3274	0.3274	1	1	1.520
69	1	36	1	0.3403	0.3403	1	1	5.058
69	1	37	1	0.3532	0.3532	0	1	1.284
69	1	38	2	0.3661	0.3661	0	1	2.457
69	1	39	2	0.3790	0.3790	0	1	1.631
69	1	40	2	0.3919	0.3919	1	1	1.312
69	1	41	1	0.4048	0.4048	1	0	1.380
69	1	42	1	0.4177	0.4177	0	1	1.707
69	1	43	2	0.4306	0.4306	0	1	2.290
69	1	44	2	0.4435	0.4435	0	0	2.771
69	1	45	1	0.4565	0.4565	0	1	1.229
69	1	46	1	0.4694	0.4694	0	1	1.181
69	1	47	2	0.4823	0.4823	0	0	2.507
69	1	48	2	0.4952	0.4952	0	1	1.824
69	1	49	2	0.5081	0.5081	0	1	1.195
69	1	50	1	0.5210	0.5210	1	1	1.172
69	1	51	1	0.5339	0.5339	1	1	1.683
69	1	52	1	0.5468	0.5468	0	1	0.938
69	1	53	1	0.5597	0.5597	1	1	1.459
69	1	54	1	0.5726	0.5726	1	1	1.138
69	1	55	2	0.5855	0.5855	0	1	1.498
