sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt
69	1	2	9	2	-1	0.0653	0.0916	0	1	1.242
69	1	4	9	1	-1	0.0653	0.0916	1	1	0.936
69	1	6	9	2	-1	0.0653	0.0916	0	1	1.175
69	1	8	9	2	-1	0.0653	0.0916	0	1	0.644
69	1	10	9	1	-1	0.0653	0.0916	0	1	0.779
69	1	12	9	2	-1	0.0653	0.0916	0	1	0.888
69	1	14	9	2	-1	0.0653	0.0916	0	1	0.762
69	1	16	9	1	-1	0.0653	0.0916	0	1	0.831
69	1	18	9	1	-1	0.0653	0.0916	1	1	0.755
69	1	20	9	2	-1	0.0653	0.0916	1	1	0.838
69	1	22	9	1	-1	0.0653	0.0916	1	1	0.815
69	1	24	9	2	-1	0.0653	0.0916	1	1	0.642
69	1	26	9	1	-1	0.0653	0.0916	0	1	0.704
69	1	28	9	2	-1	0.0653	0.0916	1	1	0.457
69	1	30	9	1	-1	0.0653	0.0916	1	1	0.911
69	1	32	9	2	-1	0.0653	0.0916	1	1	0.669
69	1	34	9	1	-1	0.0653	0.0916	1	1	0.888
69	1	36	9	2	-1	0.0653	0.0916	1	1	0.778
69	1	38	9	1	-1	0.0653	0.0916	0	1	0.675
69	1	40	9	2	-1	0.0653	0.0916	1	1	0.524
69	1	42	9	1	-1	0.0653	0.0916	0	1	0.665
69	1	44	9	2	-1	0.0653	0.0916	0	1	0.759
69	1	46	9	2	-1	0.0653	0.0916	0	1	0.861
69	1	48	9	1	-1	0.0653	0.0916	0	1	0.633
69	1	50	9	1	-1	0.0653	0.0916	1	1	0.739
69	1	52	9	1	-1	0.0653	0.0916	0	1	0.599
69	1	54	9	2	-1	0.0653	0.0916	1	1	0.907
69	1	56	9	2	-1	0.0653	0.0916	0	1	0.782
69	1	58	9	1	-1	0.0653	0.0916	1	1	0.522
69	1	60	9	2	-1	0.0653	0.0916	1	1	0.676
69	1	62	9	1	-1	0.0653	0.0916	0	1	0.604
69	1	64	9	1	-1	0.0653	0.0916	1	1	0.597
69	1	66	9	1	-1	0.0653	0.0916	0	1	0.736
69	1	68	9	1	-1	0.0653	0.0916	0	1	0.498
69	1	70	9	1	-1	0.0653	0.0916	1	1	0.648
69	1	72	9	2	-1	0.0653	0.0916	0	1	0.605
69	1	74	9	1	-1	0.0653	0.0916	0	1	0.736
69	1	76	9	2	-1	0.0653	0.0916	1	1	0.574
69	1	78	9	1	-1	0.0653	0.0916	1	1	0.605
69	1	80	9	2	-1	0.0653	0.0916	1	1	0.525
69	1	82	9	1	-1	0.0653	0.0916	1	1	0.484
69	1	84	9	2	-1	0.0653	0.0916	0	1	0.639
69	1	86	9	2	-1	0.0653	0.0916	0	1	0.857
69	1	88	9	2	-1	0.0653	0.0916	0	1	0.479
69	1	90	9	1	-1	0.0653	0.0916	0	1	0.636
69	1	92	9	1	-1	0.0653	0.0916	1	1	0.608
69	1	94	9	1	-1	0.0653	0.0916	1	1	0.465
69	1	96	9	2	-1	0.0653	0.0916	0	1	0.511
69	1	98	9	2	-1	0.0653	0.0916	0	1	0.535
69	1	100	9	1	-1	0.0653	0.0916	1	1	0.641
69	1	102	9	2	-1	0.0653	0.0916	1	1	0.595
69	1	104	9	1	-1	0.0653	0.0916	1	1	0.499
69	1	106	9	2	-1	0.0653	0.0916	1	1	0.640
69	1	108	9	1	-1	0.0653	0.0916	1	1	0.615
69	1	110	9	2	-1	0.0653	0.0916	1	1	0.889
69	1	112	9	1	-1	0.0653	0.0916	0	1	0.704
69	1	114	9	1	-1	0.0653	0.0916	0	1	0.583
69	1	116	9	2	-1	0.0653	0.0916	1	1	0.454
69	1	118	9	1	-1	0.0653	0.0916	0	1	0.508
69	1	120	9	2	-1	0.0653	0.0916	0	0	0.474
69	1	122	9	1	-1	0.0653	0.0916	0	1	0.571
69	1	124	9	2	-1	0.0653	0.0916	1	1	0.693
69	1	126	9	2	-1	0.0653	0.0916	0	1	0.625
69	1	128	9	2	-1	0.0653	0.0916	1	1	0.514
