sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt	rew_tot	left_col	right_col
125	1	1	9	1	1	0.0848	0.3931	0	1	0.732	0	0	0
125	1	2	9	2	1	0.0848	0.3931	1	1	1.993	0	0	82
125	1	3	0	1	1	0.0848	0.3931	1	0	1.084	0	0	82
125	1	4	1	1	3	0.0848	0.3931	0	1	1.568	50	82	82
125	1	5	0	1	1	0.0848	0.3931	1	1	0.818	5	0	82
125	1	6	0	1	3	0.0848	0.3931	0	0	1.276	0	0	0
125	1	7	9	2	2	0.0848	0.3931	0	0	0.771	0	82	82
125	1	8	9	1	1	0.0848	0.3931	1	1	1.375	0	82	0
125	1	9	0	1	3	0.0848	0.3931	1	1	0.641	7	0	82
125	1	10	1	2	3	0.0848	0.3931	0	1	1.034	50	82	82
125	1	11	9	1	1	0.0848	0.3931	1	1	0.673	0	0	82
125	1	12	1	1	3	0.0848	0.3931	0	0	1.097	0	82	82
125	1	13	0	1	1	0.0848	0.3931	0	0	1.885	0	0	0
125	1	14	9	1	3	0.0848	0.3931	1	1	0.854	0	0	82
125	1	15	1	1	1	0.0848	0.3931	1	1	0.877	50	82	0
125	1	16	0	2	2	0.0848	0.3931	0	1	1.835	5	0	0
125	1	17	1	2	1	0.0848	0.3931	0	1	0.629	72	82	82
125	1	18	0	1	1	0.0848	0.3931	0	1	1.148	5	0	0
125	1	19	9	1	1	0.0848	0.3931	0	1	1.088	0	0	0
125	1	20	0	2	2	0.0848	0.3931	1	1	1.044	5	82	0
125	1	21	1	1	3	0.0848	0.3931	0	0	0.985	0	82	82
125	1	22	1	1	3	0.0848	0.3931	0	1	1.160	50	82	82
125	1	23	0	2	2	0.0848	0.3931	0	1	0.756	6	0	0
125	1	24	0	1	1	0.0848	0.3931	1	0	1.712	0	0	82
125	1	25	9	2	3	0.0848	0.3931	0	1	0.619	0	82	82
125	1	26	1	2	2	0.0848	0.3931	0	1	0.811	54	82	82
125	1	27	1	2	2	0.0848	0.3931	1	1	0.883	50	0	82
125	1	28	0	1	3	0.0848	0.3931	1	1	1.154	5	0	82
125	1	29	9	2	2	0.0848	0.3931	1	1	0.533	0	0	82
125	1	30	1	2	3	0.0848	0.3931	1	1	0.665	68	0	82
125	1	31	1	1	1	0.0848	0.3931	0	1	1.031	50	82	82
125	1	32	1	2	3	0.0848	0.3931	1	1	0.631	72	0	82
125	1	33	0	2	1	0.0848	0.3931	0	0	1.153	0	0	0
125	1	34	1	1	1	0.0848	0.3931	1	1	1.454	50	82	0
125	1	35	0	2	3	0.0848	0.3931	1	1	0.836	5	82	0
125	1	36	0	1	1	0.0848	0.3931	1	1	0.733	6	0	82
125	1	37	1	1	1	0.0848	0.3931	0	1	1.058	50	82	82
125	1	38	0	2	3	0.0848	0.3931	1	1	0.520	8	82	0
125	1	39	1	1	1	0.0848	0.3931	1	1	1.046	50	82	0
125	1	40	9	1	1	0.0848	0.3931	0	1	0.927	0	82	82
125	1	41	9	1	2	0.0848	0.3931	0	0	0.885	0	82	82
125	1	42	0	2	2	0.0848	0.3931	1	1	0.613	7	82	0
125	1	43	0	1	3	0.0848	0.3931	0	0	0.732	0	0	0
125	1	44	1	1	3	0.0848	0.3931	1	1	1.311	50	82	0
125	1	45	1	1	3	0.0848	0.3931	0	1	0.685	67	82	82
125	1	46	1	1	1	0.0848	0.3931	1	1	0.877	50	82	0
125	1	47	1	2	2	0.0848	0.3931	1	1	0.849	50	0	82
125	1	48	0	2	3	0.0848	0.3931	1	1	0.713	6	82	0
125	1	49	0	1	1	0.0848	0.3931	1	1	0.895	5	0	82
125	1	50	1	1	3	0.0848	0.3931	0	1	0.851	50	82	82
125	1	51	9	1	1	0.0848	0.3931	0	1	1.121	0	0	0
125	1	52	1	1	3	0.0848	0.3931	1	1	0.596	75	82	0
125	1	53	1	2	1	0.0848	0.3931	1	1	0.813	54	0	82
125	1	54	1	1	3	0.0848	0.3931	0	1	0.645	70	82	82
125	1	55	1	2	3	0.0848	0.3931	0	1	1.029	50	82	82
125	1	56	9	2	3	0.0848	0.3931	1	1	0.639	0	82	0
125	1	57	1	2	3	0.0848	0.3931	0	1	1.077	50	82	82
125	1	58	1	2	1	0.0848	0.3931	0	0	0.821	0	82	82
125	1	59	0	1	1	0.0848	0.3931	0	1	0.614	7	0	0
125	1	60	1	1	3	0.0848	0.3931	1	1	0.799	55	82	0
125	1	61	1	2	2	0.0848	0.3931	1	1	0.803	55	0	82
125	1	62	1	1	2	0.0848	0.3931	1	1	0.957	50	82	0
125	1	63	1	1	3	0.0848	0.3931	1	1	0.537	81	82	0
125	1	64	1	1	3	0.0848	0.3931	0	1	1.053	50	82	82
125	1	65	9	1	3	0.0848	0.3931	0	1	0.950	0	0	0
125	1	66	0	1	3	0.0848	0.3931	0	0	0.808	0	0	0
125	1	67	0	1	3	0.0848	0.3931	1	1	0.683	7	0	82
125	1	68	0	1	3	0.0848	0.3931	0	0	1.567	0	0	0
125	1	69	1	1	1	0.0848	0.3931	0	0	1.273	0	82	82
125	1	70	9	2	3	0.0848	0.3931	1	1	0.953	0	82	0
125	1	71	1	1	2	0.0848	0.3931	1	1	0.981	50	82	0
125	1	72	1	2	2	0.0848	0.3931	1	1	0.809	54	0	82
125	1	73	1	1	1	0.0848	0.3931	1	1	0.588	76	82	0
125	1	74	1	1	3	0.0848	0.3931	0	1	0.989	50	82	82
125	1	75	1	2	2	0.0848	0.3931	1	1	0.767	58	0	82
125	1	76	1	2	1	0.0848	0.3931	1	1	0.872	50	0	82
125	1	77	0	1	2	0.0848	0.3931	0	1	0.536	8	0	0
125	1	78	0	1	3	0.0848	0.3931	1	1	0.604	7	0	82
125	1	79	0	1	1	0.0848	0.3931	0	1	0.974	5	0	0
125	1	80	9	2	3	0.0848	0.3931	0	0	0.874	0	82	82
125	1	81	0	1	3	0.0848	0.3931	0	0	1.826	0	0	0
125	1	82	1	2	1	0.0848	0.3931	0	0	1.185	0	82	82
125	1	83	1	2	3	0.0848	0.3931	1	1	0.883	50	0	82
125	1	84	0	2	2	0.0848	0.3931	0	1	0.776	6	0	0
125	1	85	0	2	2	0.0848	0.3931	1	1	0.587	8	82	0
125	1	86	1	1	1	0.0848	0.3931	1	1	0.951	50	82	0
125	1	87	9	2	3	0.0848	0.3931	1	1	1.131	0	0	82
125	1	88	1	1	1	0.0848	0.3931	0	0	1.015	0	82	82
125	1	89	0	2	3	0.0848	0.3931	0	1	0.752	6	0	0
125	1	90	1	1	1	0.0848	0.3931	0	1	1.027	50	82	82
125	1	91	9	1	3	0.0848	0.3931	0	0	0.685	0	0	0
125	1	92	0	2	3	0.0848	0.3931	1	1	0.874	5	82	0
125	1	93	1	1	3	0.0848	0.3931	1	0	0.849	0	82	0
125	1	94	0	2	3	0.0848	0.3931	0	0	0.920	0	0	0
125	1	95	0	2	3	0.0848	0.3931	1	0	0.612	0	82	0
125	1	96	0	2	3	0.0848	0.3931	0	1	1.523	5	0	0
125	1	97	1	2	3	0.0848	0.3931	1	1	0.584	77	0	82
125	1	98	1	1	3	0.0848	0.3931	0	1	0.603	75	82	82
125	1	99	1	1	1	0.0848	0.3931	0	1	1.030	50	82	82
125	1	100	9	2	1	0.0848	0.3931	0	1	0.725	0	0	0
125	1	101	9	2	2	0.0848	0.3931	0	1	1.794	0	0	0
125	1	102	1	1	2	0.0848	0.3931	1	1	0.596	75	82	0
125	1	103	1	1	1	0.0848	0.3931	1	1	0.451	90	82	0
125	1	104	0	2	1	0.0848	0.3931	1	1	1.169	5	82	0
125	1	105	9	2	3	0.0848	0.3931	0	1	0.882	0	0	0
125	1	106	1	2	2	0.0848	0.3931	0	1	0.714	64	82	82
125	1	107	0	1	3	0.0848	0.3931	0	1	0.551	8	0	0
125	1	108	9	1	1	0.0848	0.3931	1	1	0.561	0	82	0
125	1	109	0	1	3	0.0848	0.3931	1	0	1.049	0	0	82
125	1	110	0	1	3	0.0848	0.3931	0	1	0.567	8	0	0
125	1	111	0	1	2	0.0848	0.3931	0	1	0.442	9	0	0
125	1	112	1	2	3	0.0848	0.3931	0	1	1.268	50	82	82
125	1	113	1	2	2	0.0848	0.3931	0	1	0.626	72	82	82
125	1	114	0	2	2	0.0848	0.3931	1	1	0.596	8	82	0
125	1	115	1	2	3	0.0848	0.3931	0	1	0.581	77	82	82
125	1	116	0	1	1	0.0848	0.3931	1	1	1.209	5	0	82
125	1	117	0	2	2	0.0848	0.3931	0	1	0.576	8	0	0
125	1	118	1	2	3	0.0848	0.3931	0	0	1.099	0	82	82
125	1	119	9	2	3	0.0848	0.3931	1	1	0.985	0	0	82
125	1	120	0	1	1	0.0848	0.3931	1	1	0.850	5	0	82
125	1	121	1	1	3	0.0848	0.3931	1	1	0.975	50	82	0
125	1	122	0	1	3	0.0848	0.3931	1	1	0.594	8	0	82
125	1	123	1	2	3	0.0848	0.3931	0	1	1.418	50	82	82
125	1	124	0	2	3	0.0848	0.3931	0	1	0.529	8	0	0
125	1	125	9	2	3	0.0848	0.3931	1	1	0.556	0	0	82
125	1	126	0	2	2	0.0848	0.3931	0	1	0.656	7	0	0
125	1	127	0	1	3	0.0848	0.3931	0	0	1.130	0	0	0
125	1	128	1	2	2	0.0848	0.3931	0	1	0.846	50	82	82
125	1	129	0	1	1	0.0848	0.3931	0	1	0.558	8	0	0
125	1	130	0	2	3	0.0848	0.3931	0	0	0.810	0	0	0
125	1	131	1	2	3	0.0848	0.3931	1	1	0.802	55	0	82
125	1	132	0	2	1	0.0848	0.3931	1	1	0.781	6	82	0
125	1	133	0	2	2	0.0848	0.3931	1	1	0.518	8	82	0
125	1	134	0	2	2	0.0848	0.3931	0	1	0.674	7	0	0
125	1	135	1	1	1	0.0848	0.3931	0	1	1.009	50	82	82
125	1	136	0	1	3	0.0848	0.3931	1	1	0.633	7	0	82
125	1	137	9	2	2	0.0848	0.3931	0	1	0.843	0	82	82
125	1	138	0	1	3	0.0848	0.3931	1	1	0.962	5	0	82
125	1	139	9	1	1	0.0848	0.3931	1	1	0.995	0	0	82
125	1	140	0	2	1	0.0848	0.3931	1	1	0.803	5	82	0
125	1	141	1	2	3	0.0848	0.3931	0	1	0.965	50	82	82
125	1	142	9	2	2	0.0848	0.3931	1	1	0.574	0	82	0
125	1	143	0	2	2	0.0848	0.3931	0	0	1.096	0	0	0
