sub	sess	t	loc	cue	co1	co2	or	resp	rt
60	1	1	2	3	0.1359	0.1257	0	1	2.454
60	1	2	2	2	0.1359	0.1257	0	1	1.175
60	1	3	2	1	0.1359	0.1257	0	1	1.009
60	1	4	1	3	0.1359	0.1257	1	0	2.435
60	1	5	2	2	0.1359	0.1257	1	1	1.024
60	1	6	1	3	0.1359	0.1257	0	1	1.802
60	1	7	2	2	0.1359	0.1257	0	1	1.057
60	1	8	2	2	0.1359	0.1257	0	1	0.792
60	1	9	2	2	0.1359	0.1257	0	1	0.674
60	1	10	1	1	0.1359	0.1257	1	0	1.317
60	1	11	1	3	0.1359	0.1257	0	0	0.970
60	1	12	2	3	0.1359	0.1257	1	0	2.007
60	1	13	2	2	0.1359	0.1257	1	1	0.740
60	1	14	2	1	0.1359	0.1257	0	0	1.193
60	1	15	1	1	0.1359	0.1257	1	1	2.305
60	1	16	1	1	0.1359	0.1257	1	0	1.226
60	1	17	2	2	0.1359	0.1257	0	1	1.309
60	1	18	2	3	0.1359	0.1257	1	1	1.150
60	1	19	1	1	0.1359	0.1257	0	1	1.396
60	1	20	1	2	0.1359	0.1257	1	1	1.046
60	1	21	1	1	0.1359	0.1257	0	1	0.823
60	1	22	1	1	0.1359	0.1257	0	1	2.112
60	1	23	1	3	0.1359	0.1257	0	0	1.369
60	1	24	1	1	0.1359	0.1257	1	1	1.503
60	1	25	1	1	0.1359	0.1257	1	1	0.850
60	1	26	2	3	0.1359	0.1257	0	1	0.912
60	1	27	1	1	0.1359	0.1257	0	1	2.028
60	1	28	2	3	0.1359	0.1257	0	1	0.702
60	1	29	2	2	0.1359	0.1257	1	0	1.404
60	1	30	1	1	0.1359	0.1257	0	1	1.062
60	1	31	2	2	0.1359	0.1257	0	1	0.764
60	1	32	1	2	0.1359	0.1257	0	1	1.363
60	1	33	1	1	0.1359	0.1257	0	1	0.932
60	1	34	2	3	0.1359	0.1257	1	0	1.101
60	1	35	2	2	0.1359	0.1257	0	1	0.722
60	1	36	1	3	0.1359	0.1257	0	1	0.799
60	1	37	1	1	0.1359	0.1257	0	1	0.679
60	1	38	2	3	0.1359	0.1257	0	1	0.656
60	1	39	1	3	0.1359	0.1257	1	1	0.991
60	1	40	2	2	0.1359	0.1257	1	1	0.914
60	1	41	1	3	0.1359	0.1257	1	0	0.837
60	1	42	1	2	0.1359	0.1257	0	0	1.227
60	1	43	2	3	0.1359	0.1257	1	1	1.173
60	1	44	1	1	0.1359	0.1257	1	1	1.006
60	1	45	2	2	0.1359	0.1257	1	1	0.899
60	1	46	1	2	0.1359	0.1257	1	1	1.147
60	1	47	1	1	0.1359	0.1257	1	1	0.888
60	1	48	2	2	0.1359	0.1257	1	1	0.776
60	1	49	1	3	0.1359	0.1257	1	0	0.867
60	1	50	2	2	0.1359	0.1257	1	1	0.787
60	1	51	2	2	0.1359	0.1257	1	0	0.949
60	1	52	1	1	0.1359	0.1257	1	1	0.909
60	1	53	2	1	0.1359	0.1257	1	1	0.782
60	1	54	2	1	0.1359	0.1257	1	1	0.752
60	1	55	2	2	0.1359	0.1257	0	0	0.655
60	1	56	1	1	0.1359	0.1257	0	1	1.077
60	1	57	2	2	0.1359	0.1257	0	1	0.660
60	1	58	1	1	0.1359	0.1257	1	0	0.713
60	1	59	2	1	0.1359	0.1257	1	1	0.819
60	1	60	2	2	0.1359	0.1257	0	0	2.178
60	1	61	2	1	0.1359	0.1257	1	1	0.869
60	1	62	1	1	0.1359	0.1257	0	1	1.172
60	1	63	2	3	0.1359	0.1257	0	1	1.184
60	1	64	2	2	0.1359	0.1257	1	1	0.717
60	1	65	2	2	0.1359	0.1257	1	1	0.774
60	1	66	1	1	0.1359	0.1257	0	1	0.793
60	1	67	2	3	0.1359	0.1257	0	1	0.743
60	1	68	2	2	0.1359	0.1257	1	1	0.666
60	1	69	1	1	0.1359	0.1257	0	1	0.906
60	1	70	2	3	0.1359	0.1257	0	1	0.634
60	1	71	2	3	0.1359	0.1257	1	0	0.544
60	1	72	2	2	0.1359	0.1257	1	1	1.085
60	1	73	1	3	0.1359	0.1257	1	1	1.888
60	1	74	2	1	0.1359	0.1257	0	1	0.934
60	1	75	2	2	0.1359	0.1257	0	1	0.658
60	1	76	1	3	0.1359	0.1257	0	1	0.987
60	1	77	2	3	0.1359	0.1257	0	1	1.352
60	1	78	1	3	0.1359	0.1257	1	1	0.726
