sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt
140	1	2	0	1	-1	0.2996	0.1377	1	1	1.019
140	1	4	0	1	-1	0.2996	0.1377	1	1	1.280
140	1	6	0	1	-1	0.2996	0.1377	0	1	0.736
140	1	8	0	2	-1	0.2996	0.1377	1	0	1.415
140	1	10	0	2	-1	0.2996	0.1377	0	1	1.785
140	1	12	0	1	-1	0.2996	0.1377	0	1	2.423
140	1	14	0	1	-1	0.2996	0.1377	1	1	0.819
140	1	16	0	1	-1	0.2996	0.1377	1	1	1.152
140	1	18	0	2	-1	0.2996	0.1377	0	1	0.536
140	1	20	0	2	-1	0.2996	0.1377	0	0	0.625
140	1	22	0	1	-1	0.2996	0.1377	0	1	0.918
140	1	24	0	1	-1	0.2996	0.1377	0	1	0.781
140	1	26	0	2	-1	0.2996	0.1377	1	1	1.289
140	1	28	0	2	-1	0.2996	0.1377	0	1	0.718
140	1	30	0	1	-1	0.2996	0.1377	1	1	0.644
140	1	32	0	1	-1	0.2996	0.1377	1	1	0.919
140	1	34	0	2	-1	0.2996	0.1377	0	1	0.758
140	1	36	0	2	-1	0.2996	0.1377	1	1	0.785
140	1	38	0	2	-1	0.2996	0.1377	1	1	1.039
140	1	40	0	2	-1	0.2996	0.1377	1	1	1.097
140	1	42	0	1	-1	0.2996	0.1377	0	1	1.018
140	1	44	0	1	-1	0.2996	0.1377	0	1	0.994
140	1	46	0	2	-1	0.2996	0.1377	0	1	0.740
140	1	48	0	2	-1	0.2996	0.1377	1	1	0.541
140	1	50	0	2	-1	0.2996	0.1377	1	1	0.704
140	1	52	0	1	-1	0.2996	0.1377	0	1	0.498
140	1	54	0	1	-1	0.2996	0.1377	0	1	0.712
140	1	56	0	2	-1	0.2996	0.1377	1	1	0.880
140	1	58	0	2	-1	0.2996	0.1377	0	1	0.848
140	1	60	0	1	-1	0.2996	0.1377	1	1	0.508
140	1	62	0	1	-1	0.2996	0.1377	1	1	1.038
140	1	64	0	2	-1	0.2996	0.1377	0	1	0.736
140	1	66	1	1	-1	0.2996	0.1377	1	1	0.930
140	1	68	1	2	-1	0.2996	0.1377	0	1	0.561
140	1	70	1	2	-1	0.2996	0.1377	1	1	0.604
140	1	72	1	2	-1	0.2996	0.1377	0	1	0.621
140	1	74	1	1	-1	0.2996	0.1377	0	1	0.784
140	1	76	1	1	-1	0.2996	0.1377	1	1	0.629
140	1	78	1	1	-1	0.2996	0.1377	1	1	0.657
140	1	80	1	1	-1	0.2996	0.1377	0	1	0.641
140	1	82	1	2	-1	0.2996	0.1377	1	1	0.572
140	1	84	1	1	-1	0.2996	0.1377	1	1	0.702
140	1	86	1	1	-1	0.2996	0.1377	1	1	0.626
140	1	88	1	1	-1	0.2996	0.1377	0	1	0.655
140	1	90	1	1	-1	0.2996	0.1377	0	1	0.530
140	1	92	1	2	-1	0.2996	0.1377	0	1	0.516
140	1	94	1	1	-1	0.2996	0.1377	0	1	0.861
140	1	96	1	2	-1	0.2996	0.1377	0	1	0.384
140	1	98	1	1	-1	0.2996	0.1377	1	1	0.598
140	1	100	1	1	-1	0.2996	0.1377	0	1	0.650
140	1	102	1	1	-1	0.2996	0.1377	0	1	0.620
140	1	104	1	1	-1	0.2996	0.1377	0	0	0.547
140	1	106	1	1	-1	0.2996	0.1377	1	1	0.625
140	1	108	1	2	-1	0.2996	0.1377	1	0	0.735
140	1	110	1	2	-1	0.2996	0.1377	0	1	0.443
140	1	112	1	2	-1	0.2996	0.1377	0	1	0.549
140	1	114	1	2	-1	0.2996	0.1377	1	1	0.985
140	1	116	1	2	-1	0.2996	0.1377	1	1	0.492
140	1	118	1	2	-1	0.2996	0.1377	0	1	0.543
140	1	120	1	1	-1	0.2996	0.1377	1	1	0.589
140	1	122	1	2	-1	0.2996	0.1377	1	1	0.629
140	1	124	1	2	-1	0.2996	0.1377	1	1	0.448
140	1	126	1	2	-1	0.2996	0.1377	1	0	0.644
140	1	128	1	2	-1	0.2996	0.1377	0	1	0.509
