sub	sess	t	loc	cue	co1	co2	or	resp	rt
33	1	1	1	2	0.0864	0.0500	0	0	1.031
33	1	2	2	2	0.0864	0.0500	0	1	0.841
33	1	3	1	1	0.0864	0.0500	0	1	0.725
33	1	4	1	1	0.0864	0.0500	0	1	0.579
33	1	5	2	1	0.0864	0.0500	1	1	0.657
33	1	6	1	3	0.0864	0.0500	1	1	0.982
33	1	7	1	1	0.0864	0.0500	0	1	0.629
33	1	8	1	3	0.0864	0.0500	0	0	0.849
33	1	9	1	3	0.0864	0.0500	0	1	0.675
33	1	10	1	1	0.0864	0.0500	1	1	0.701
33	1	11	1	1	0.0864	0.0500	1	1	0.575
33	1	12	2	2	0.0864	0.0500	0	1	0.682
33	1	13	2	2	0.0864	0.0500	0	1	0.540
33	1	14	2	1	0.0864	0.0500	1	1	0.713
33	1	15	2	3	0.0864	0.0500	1	1	0.623
33	1	16	1	1	0.0864	0.0500	0	1	0.901
33	1	17	2	2	0.0864	0.0500	1	1	0.769
33	1	18	1	1	0.0864	0.0500	0	1	0.608
33	1	19	1	1	0.0864	0.0500	1	1	0.693
33	1	20	2	2	0.0864	0.0500	1	1	0.539
33	1	21	2	1	0.0864	0.0500	0	1	0.676
33	1	22	1	3	0.0864	0.0500	1	1	0.732
33	1	23	2	2	0.0864	0.0500	1	0	0.893
33	1	24	2	3	0.0864	0.0500	1	1	0.661
33	1	25	1	1	0.0864	0.0500	1	1	0.513
33	1	26	1	2	0.0864	0.0500	0	0	0.581
33	1	27	1	1	0.0864	0.0500	1	1	0.640
33	1	28	2	3	0.0864	0.0500	0	1	0.743
33	1	29	2	2	0.0864	0.0500	0	1	0.532
33	1	30	1	3	0.0864	0.0500	1	1	0.659
33	1	31	1	1	0.0864	0.0500	1	1	0.594
33	1	32	1	3	0.0864	0.0500	0	0	0.620
33	1	33	2	2	0.0864	0.0500	1	1	1.014
33	1	34	2	3	0.0864	0.0500	1	1	0.716
33	1	35	2	3	0.0864	0.0500	0	1	0.578
33	1	36	1	1	0.0864	0.0500	1	1	0.646
33	1	37	1	2	0.0864	0.0500	1	1	0.769
33	1	38	1	3	0.0864	0.0500	0	1	0.669
33	1	39	2	2	0.0864	0.0500	0	1	0.525
33	1	40	1	1	0.0864	0.0500	0	1	0.775
33	1	41	2	2	0.0864	0.0500	1	1	0.659
33	1	42	1	1	0.0864	0.0500	0	1	0.589
33	1	43	2	1	0.0864	0.0500	0	1	0.518
33	1	44	2	2	0.0864	0.0500	1	1	0.661
33	1	45	2	2	0.0864	0.0500	1	1	0.629
33	1	46	2	2	0.0864	0.0500	0	1	0.597
33	1	47	2	3	0.0864	0.0500	0	1	0.674
33	1	48	1	2	0.0864	0.0500	1	1	0.631
33	1	49	1	1	0.0864	0.0500	0	1	0.536
33	1	50	1	1	0.0864	0.0500	1	1	0.619
33	1	51	2	3	0.0864	0.0500	0	1	0.699
33	1	52	2	3	0.0864	0.0500	1	1	1.066
33	1	53	2	2	0.0864	0.0500	1	1	0.592
33	1	54	2	2	0.0864	0.0500	0	1	0.645
33	1	55	1	3	0.0864	0.0500	1	1	0.641
33	1	56	2	2	0.0864	0.0500	0	1	0.559
33	1	57	1	3	0.0864	0.0500	0	1	0.620
33	1	58	2	3	0.0864	0.0500	0	1	0.659
33	1	59	2	2	0.0864	0.0500	1	1	0.713
33	1	60	1	1	0.0864	0.0500	0	0	0.699
33	1	61	1	3	0.0864	0.0500	1	1	0.629
33	1	62	2	2	0.0864	0.0500	0	1	0.625
33	1	63	2	1	0.0864	0.0500	1	1	0.641
33	1	64	1	1	0.0864	0.0500	1	1	0.558
33	1	65	1	2	0.0864	0.0500	1	1	0.577
33	1	66	1	1	0.0864	0.0500	0	1	0.766
33	1	67	2	2	0.0864	0.0500	1	0	0.742
33	1	68	2	2	0.0864	0.0500	1	1	0.921
33	1	69	1	1	0.0864	0.0500	1	1	0.496
33	1	70	2	3	0.0864	0.0500	1	1	0.696
33	1	71	2	3	0.0864	0.0500	1	1	0.627
33	1	72	2	2	0.0864	0.0500	0	1	0.694
33	1	73	2	3	0.0864	0.0500	0	1	0.596
33	1	74	1	3	0.0864	0.0500	0	1	0.652
33	1	75	1	2	0.0864	0.0500	0	0	0.706
33	1	76	1	2	0.0864	0.0500	0	1	0.972
33	1	77	1	1	0.0864	0.0500	1	1	0.845
33	1	78	1	1	0.0864	0.0500	0	1	0.581
33	1	79	2	2	0.0864	0.0500	1	1	0.763
33	1	80	2	2	0.0864	0.0500	1	1	0.625
33	1	81	1	1	0.0864	0.0500	1	1	0.598
33	1	82	1	3	0.0864	0.0500	0	0	0.517
33	1	83	2	2	0.0864	0.0500	0	1	0.780
33	1	84	1	3	0.0864	0.0500	1	1	0.675
33	1	85	2	3	0.0864	0.0500	0	1	0.786
33	1	86	2	1	0.0864	0.0500	0	1	0.668
33	1	87	1	1	0.0864	0.0500	1	1	0.758
33	1	88	2	2	0.0864	0.0500	1	1	0.797
33	1	89	1	1	0.0864	0.0500	0	1	0.657
33	1	90	1	1	0.0864	0.0500	1	1	0.617
33	1	91	1	3	0.0864	0.0500	0	0	0.930
33	1	92	1	3	0.0864	0.0500	1	1	0.690
33	1	93	1	2	0.0864	0.0500	1	1	0.787
33	1	94	2	2	0.0864	0.0500	1	0	0.934
33	1	95	2	3	0.0864	0.0500	1	1	0.653
33	1	96	1	1	0.0864	0.0500	0	1	0.718
33	1	97	1	1	0.0864	0.0500	0	1	0.672
33	1	98	2	1	0.0864	0.0500	0	1	0.760
33	1	99	1	1	0.0864	0.0500	0	1	0.755
33	1	100	2	2	0.0864	0.0500	0	1	0.579
33	1	101	1	3	0.0864	0.0500	1	1	0.636
33	1	102	2	3	0.0864	0.0500	1	1	0.680
33	1	103	2	1	0.0864	0.0500	1	1	0.633
