sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt	rew_tot	left_col	right_col
76	1	1	9	2	3	0.0583	0.0663	0	1	0.523	0	82	82
76	1	2	9	1	3	0.0583	0.0663	0	1	1.051	0	0	0
76	1	3	9	2	2	0.0583	0.0663	1	1	0.576	0	0	82
76	1	4	0	2	2	0.0583	0.0663	1	1	0.516	8	0	82
76	1	5	1	1	3	0.0583	0.0663	1	1	0.588	76	0	82
76	1	6	0	2	2	0.0583	0.0663	0	1	0.391	10	82	82
76	1	7	0	2	3	0.0583	0.0663	0	0	0.733	0	82	82
76	1	8	0	2	2	0.0583	0.0663	0	1	0.458	9	82	82
76	1	9	9	1	3	0.0583	0.0663	0	1	0.490	0	0	0
76	1	10	0	2	3	0.0583	0.0663	0	1	0.450	9	82	82
76	1	11	0	1	1	0.0583	0.0663	0	1	0.478	9	82	82
76	1	12	9	2	3	0.0583	0.0663	1	1	0.458	0	0	82
76	1	13	0	2	3	0.0583	0.0663	0	1	0.459	9	82	82
76	1	14	1	2	3	0.0583	0.0663	0	1	0.534	82	0	0
76	1	15	1	1	3	0.0583	0.0663	0	0	0.457	0	0	0
76	1	16	0	2	2	0.0583	0.0663	1	1	0.660	7	0	82
76	1	17	1	2	2	0.0583	0.0663	0	1	0.425	93	0	0
76	1	18	1	1	3	0.0583	0.0663	1	1	0.662	69	0	82
76	1	19	9	2	2	0.0583	0.0663	0	1	0.417	0	0	0
76	1	20	0	1	2	0.0583	0.0663	0	1	0.601	7	82	82
76	1	21	0	1	3	0.0583	0.0663	1	1	0.461	9	82	0
76	1	22	1	2	2	0.0583	0.0663	0	1	0.389	96	0	0
76	1	23	0	1	3	0.0583	0.0663	1	1	0.403	9	82	0
76	1	24	0	2	2	0.0583	0.0663	1	1	0.762	6	0	82
76	1	25	0	2	3	0.0583	0.0663	0	1	0.348	10	82	82
76	1	26	1	2	2	0.0583	0.0663	1	1	0.625	72	82	0
76	1	27	0	2	2	0.0583	0.0663	1	1	0.451	9	0	82
76	1	28	0	1	2	0.0583	0.0663	1	1	0.730	6	82	0
76	1	29	1	1	3	0.0583	0.0663	1	0	0.527	0	0	82
76	1	30	1	2	1	0.0583	0.0663	0	1	0.485	87	0	0
76	1	31	0	2	1	0.0583	0.0663	0	1	0.599	8	82	82
76	1	32	1	2	3	0.0583	0.0663	0	1	0.428	92	0	0
76	1	33	1	1	1	0.0583	0.0663	1	1	0.875	50	0	82
76	1	34	1	2	2	0.0583	0.0663	1	1	0.507	84	82	0
76	1	35	9	1	1	0.0583	0.0663	1	1	0.534	0	0	82
76	1	36	0	1	1	0.0583	0.0663	1	1	0.455	9	82	0
76	1	37	1	1	3	0.0583	0.0663	0	1	0.523	83	0	0
76	1	38	9	2	1	0.0583	0.0663	1	1	0.808	0	82	0
76	1	39	1	2	2	0.0583	0.0663	1	1	1.149	50	82	0
76	1	40	1	2	3	0.0583	0.0663	0	1	0.662	69	0	0
76	1	41	0	2	2	0.0583	0.0663	1	1	0.504	8	0	82
76	1	42	1	2	3	0.0583	0.0663	0	1	0.395	95	0	0
76	1	43	0	2	1	0.0583	0.0663	0	1	0.535	8	82	82
76	1	44	1	1	1	0.0583	0.0663	1	1	0.441	91	0	82
76	1	45	1	2	3	0.0583	0.0663	1	0	0.700	0	82	0
76	1	46	9	1	1	0.0583	0.0663	0	1	0.526	0	0	0
76	1	47	9	2	3	0.0583	0.0663	1	0	0.402	0	0	82
76	1	48	0	1	1	0.0583	0.0663	0	1	0.527	8	82	82
76	1	49	0	2	3	0.0583	0.0663	1	0	1.657	0	0	82
76	1	50	0	1	3	0.0583	0.0663	1	1	1.246	5	82	0
76	1	51	0	1	1	0.0583	0.0663	1	1	0.716	6	82	0
76	1	52	1	1	3	0.0583	0.0663	1	0	0.712	0	0	82
76	1	53	9	1	2	0.0583	0.0663	1	1	1.160	0	0	82
76	1	54	1	2	1	0.0583	0.0663	0	1	0.448	90	0	0
76	1	55	0	2	3	0.0583	0.0663	1	0	0.451	0	0	82
76	1	56	1	2	2	0.0583	0.0663	1	1	0.896	50	82	0
76	1	57	0	1	2	0.0583	0.0663	0	1	0.655	7	82	82
76	1	58	0	1	1	0.0583	0.0663	1	0	1.081	0	82	0
