sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt	rew_tot	left_col	right_col
87	1	1	0	1	1	0.0500	0.0500	1	1	0.779	6	0	82
87	1	2	0	2	2	0.0500	0.0500	1	1	0.564	8	82	0
87	1	3	1	2	2	0.0500	0.0500	1	1	0.494	86	0	82
87	1	4	9	2	3	0.0500	0.0500	0	1	0.722	0	82	82
87	1	5	0	2	2	0.0500	0.0500	1	1	0.564	8	82	0
87	1	6	9	1	1	0.0500	0.0500	1	1	0.584	0	0	82
87	1	7	0	2	2	0.0500	0.0500	1	1	0.546	8	82	0
87	1	8	9	2	2	0.0500	0.0500	1	1	0.473	0	0	82
87	1	9	9	2	2	0.0500	0.0500	1	1	0.616	0	0	82
87	1	10	1	2	2	0.0500	0.0500	1	1	0.593	76	0	82
87	1	11	9	1	1	0.0500	0.0500	0	1	0.465	0	82	82
87	1	12	1	1	1	0.0500	0.0500	1	1	0.664	69	82	0
87	1	13	1	1	3	0.0500	0.0500	1	1	0.664	69	82	0
87	1	14	0	2	3	0.0500	0.0500	1	1	0.815	5	82	0
87	1	15	0	2	3	0.0500	0.0500	1	1	0.622	7	82	0
87	1	16	0	2	3	0.0500	0.0500	1	1	0.526	8	82	0
87	1	17	1	2	2	0.0500	0.0500	1	1	0.668	68	0	82
87	1	18	1	1	1	0.0500	0.0500	0	1	0.574	78	82	82
87	1	19	0	2	3	0.0500	0.0500	0	1	0.720	6	0	0
87	1	20	9	1	3	0.0500	0.0500	0	1	0.812	0	82	82
87	1	21	9	1	3	0.0500	0.0500	1	1	0.650	0	0	82
87	1	22	0	2	1	0.0500	0.0500	1	1	0.608	7	82	0
87	1	23	1	1	1	0.0500	0.0500	0	1	0.511	84	82	82
87	1	24	1	1	1	0.0500	0.0500	0	1	0.377	97	82	82
87	1	25	0	2	1	0.0500	0.0500	0	1	0.421	9	0	0
87	1	26	1	2	3	0.0500	0.0500	1	1	0.473	88	0	82
87	1	27	1	1	1	0.0500	0.0500	1	0	0.489	0	82	0
87	1	28	1	1	1	0.0500	0.0500	1	0	0.607	0	82	0
87	1	29	1	1	3	0.0500	0.0500	1	1	0.524	83	82	0
87	1	30	1	2	3	0.0500	0.0500	0	1	0.501	85	82	82
87	1	31	1	1	3	0.0500	0.0500	1	1	0.478	87	82	0
87	1	32	1	2	2	0.0500	0.0500	1	1	0.432	92	0	82
87	1	33	1	2	1	0.0500	0.0500	0	1	0.462	89	82	82
87	1	34	0	1	3	0.0500	0.0500	0	1	0.536	8	0	0
87	1	35	9	1	1	0.0500	0.0500	0	1	0.607	0	0	0
87	1	36	0	2	3	0.0500	0.0500	0	1	0.789	6	0	0
87	1	37	9	1	2	0.0500	0.0500	0	1	0.515	0	82	82
87	1	38	9	2	1	0.0500	0.0500	0	1	0.451	0	82	82
87	1	39	0	1	2	0.0500	0.0500	1	1	0.589	8	0	82
87	1	40	9	1	1	0.0500	0.0500	0	1	0.581	0	82	82
87	1	41	1	2	2	0.0500	0.0500	1	1	0.738	61	0	82
87	1	42	0	1	3	0.0500	0.0500	0	1	0.548	8	0	0
87	1	43	0	1	3	0.0500	0.0500	1	1	0.508	8	0	82
87	1	44	0	1	1	0.0500	0.0500	0	1	0.454	9	0	0
87	1	45	1	2	3	0.0500	0.0500	0	1	0.558	79	82	82
87	1	46	1	2	3	0.0500	0.0500	1	1	0.546	80	0	82
87	1	47	0	2	1	0.0500	0.0500	1	1	0.495	9	82	0
87	1	48	0	2	3	0.0500	0.0500	0	1	0.521	8	0	0
87	1	49	0	1	1	0.0500	0.0500	0	1	0.477	9	0	0
87	1	50	1	2	3	0.0500	0.0500	0	0	0.486	0	82	82
87	1	51	0	1	3	0.0500	0.0500	0	1	0.475	9	0	0
87	1	52	0	1	2	0.0500	0.0500	1	1	0.427	9	0	82
87	1	53	1	2	3	0.0500	0.0500	1	1	0.550	80	0	82
