sub	sess	t	loc	co1	co2	or	resp	rt
97	1	1	2	1.0000	1.0000	1	0	4.435
97	1	2	2	1.0000	1.0000	1	0	1.519
97	1	3	2	1.0000	1.0000	1	0	1.632
97	1	4	2	1.0000	1.0000	1	0	2.551
97	1	5	2	1.0000	1.0000	0	0	0.667
97	1	6	1	1.0000	1.0000	0	0	1.438
97	1	7	2	1.0000	1.0000	1	0	22.163
97	1	8	1	1.0000	1.0000	0	1	1.836
97	1	9	1	1.0000	1.0000	1	1	0.929
97	1	10	1	1.0000	1.0000	1	1	1.115
97	1	11	2	1.0000	1.0000	0	1	0.671
97	1	12	1	1.0000	1.0000	0	0	0.941
97	1	13	1	1.0000	1.0000	0	1	1.207
97	1	14	1	1.0000	1.0000	1	1	1.037
97	1	15	2	1.0000	1.0000	0	1	3.901
97	1	16	2	1.0000	1.0000	1	1	1.089
97	1	17	1	1.0000	1.0000	0	1	1.175
97	1	18	1	1.0000	1.0000	1	1	1.465
97	1	19	1	1.0000	1.0000	1	1	1.446
97	1	20	2	1.0000	1.0000	0	1	1.647
97	1	21	1	1.0000	1.0000	1	1	1.007
97	1	22	2	1.0000	1.0000	0	1	1.027
97	1	23	1	1.0000	1.0000	0	1	1.192
97	1	24	2	1.0000	1.0000	0	1	1.082
97	1	25	1	1.0000	1.0000	0	1	1.952
97	1	26	2	1.0000	1.0000	1	0	3.327
97	1	27	1	1.0000	1.0000	0	1	1.324
97	1	28	2	1.0000	1.0000	0	1	3.442
97	1	29	1	1.0000	1.0000	0	0	4.765
97	1	30	1	1.0000	1.0000	1	0	3.513
97	1	31	2	1.0000	1.0000	1	1	2.122
97	1	32	1	1.0000	1.0000	1	1	4.682
97	1	33	2	1.0000	1.0000	0	1	1.164
97	1	34	1	0.2500	0.2500	1	1	1.313
97	1	35	1	0.2629	0.2629	0	1	2.531
97	1	36	1	0.2758	0.2758	1	1	1.181
97	1	37	1	0.2887	0.2887	1	1	1.232
97	1	38	1	0.3016	0.3016	0	1	1.057
97	1	39	2	0.3145	0.3145	1	1	1.165
97	1	40	2	0.3274	0.3274	1	0	0.813
97	1	41	1	0.3403	0.3403	0	1	1.348
97	1	42	2	0.3532	0.3532	0	0	2.041
97	1	43	2	0.3661	0.3661	1	1	1.320
97	1	44	1	0.3790	0.3790	0	1	1.497
97	1	45	2	0.3919	0.3919	0	0	1.427
97	1	46	1	0.4048	0.4048	1	1	1.293
97	1	47	1	0.4177	0.4177	0	1	0.902
97	1	48	2	0.4306	0.4306	1	1	1.143
97	1	49	2	0.4435	0.4435	1	1	1.613
97	1	50	2	0.4565	0.4565	0	1	1.669
97	1	51	2	0.4694	0.4694	1	1	1.458
