sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt
97	1	2	1	2	-1	0.2148	0.4244	1	1	1.093
97	1	4	1	1	-1	0.2148	0.4244	1	1	0.789
97	1	6	1	2	-1	0.2148	0.4244	1	1	1.197
97	1	8	1	1	-1	0.2148	0.4244	0	1	0.702
97	1	10	1	2	-1	0.2148	0.4244	0	0	1.907
97	1	12	1	1	-1	0.2148	0.4244	1	1	1.134
97	1	14	1	2	-1	0.2148	0.4244	0	1	1.025
97	1	16	1	2	-1	0.2148	0.4244	1	0	1.151
97	1	18	1	1	-1	0.2148	0.4244	1	1	0.855
97	1	20	1	2	-1	0.2148	0.4244	0	1	1.145
97	1	22	1	1	-1	0.2148	0.4244	0	1	0.673
97	1	24	1	2	-1	0.2148	0.4244	0	1	0.935
97	1	26	1	2	-1	0.2148	0.4244	0	1	0.804
97	1	28	1	2	-1	0.2148	0.4244	0	1	0.992
97	1	30	1	1	-1	0.2148	0.4244	1	1	0.749
97	1	32	1	2	-1	0.2148	0.4244	1	1	1.062
97	1	34	1	1	-1	0.2148	0.4244	1	1	0.638
97	1	36	1	1	-1	0.2148	0.4244	0	1	0.670
97	1	38	1	2	-1	0.2148	0.4244	1	1	0.533
97	1	40	1	1	-1	0.2148	0.4244	0	1	0.411
97	1	42	1	1	-1	0.2148	0.4244	1	1	0.566
97	1	44	1	2	-1	0.2148	0.4244	0	1	0.458
97	1	46	1	1	-1	0.2148	0.4244	0	1	0.363
97	1	48	1	1	-1	0.2148	0.4244	0	1	0.620
97	1	50	1	1	-1	0.2148	0.4244	1	1	0.534
97	1	52	1	2	-1	0.2148	0.4244	0	1	0.433
97	1	54	1	1	-1	0.2148	0.4244	0	1	0.498
97	1	56	1	2	-1	0.2148	0.4244	1	1	0.562
97	1	58	1	2	-1	0.2148	0.4244	1	1	0.714
97	1	60	1	2	-1	0.2148	0.4244	1	1	0.429
97	1	62	1	1	-1	0.2148	0.4244	1	1	0.515
97	1	64	1	1	-1	0.2148	0.4244	0	1	0.528
97	1	66	0	1	-1	0.2148	0.4244	0	1	0.459
97	1	68	0	1	-1	0.2148	0.4244	0	1	0.603
97	1	70	0	1	-1	0.2148	0.4244	1	1	0.486
97	1	72	0	1	-1	0.2148	0.4244	0	1	0.349
97	1	74	0	2	-1	0.2148	0.4244	0	1	0.537
97	1	76	0	1	-1	0.2148	0.4244	1	1	0.640
97	1	78	0	2	-1	0.2148	0.4244	0	1	0.999
97	1	80	0	2	-1	0.2148	0.4244	1	1	0.549
97	1	82	0	1	-1	0.2148	0.4244	0	1	0.380
97	1	84	0	2	-1	0.2148	0.4244	1	1	0.386
97	1	86	0	2	-1	0.2148	0.4244	1	1	0.496
97	1	88	0	1	-1	0.2148	0.4244	1	0	0.608
97	1	90	0	1	-1	0.2148	0.4244	0	1	0.455
97	1	92	0	1	-1	0.2148	0.4244	0	1	0.455
97	1	94	0	2	-1	0.2148	0.4244	0	1	0.653
97	1	96	0	2	-1	0.2148	0.4244	0	1	0.547
97	1	98	0	2	-1	0.2148	0.4244	0	1	0.708
97	1	100	0	1	-1	0.2148	0.4244	1	1	0.727
97	1	102	0	2	-1	0.2148	0.4244	0	1	0.491
97	1	104	0	2	-1	0.2148	0.4244	1	1	1.092
97	1	106	0	1	-1	0.2148	0.4244	1	1	0.706
97	1	108	0	2	-1	0.2148	0.4244	1	1	0.749
97	1	110	0	2	-1	0.2148	0.4244	1	1	0.577
97	1	112	0	1	-1	0.2148	0.4244	0	1	0.613
97	1	114	0	2	-1	0.2148	0.4244	1	1	0.560
97	1	116	0	2	-1	0.2148	0.4244	0	1	0.671
97	1	118	0	1	-1	0.2148	0.4244	1	1	0.483
97	1	120	0	2	-1	0.2148	0.4244	0	1	0.484
97	1	122	0	1	-1	0.2148	0.4244	1	1	0.463
97	1	124	0	1	-1	0.2148	0.4244	1	1	0.379
97	1	126	0	1	-1	0.2148	0.4244	0	1	0.493
97	1	128	0	2	-1	0.2148	0.4244	1	0	0.678
