sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt
10	1	2	1	1	-1	0.7638	0.1025	1	1	1.141
10	1	4	1	2	-1	0.7638	0.1025	1	1	0.833
10	1	6	1	2	-1	0.7638	0.1025	1	1	0.688
10	1	8	1	2	-1	0.7638	0.1025	1	1	0.491
10	1	10	1	1	-1	0.7638	0.1025	1	1	0.463
10	1	12	1	2	-1	0.7638	0.1025	1	1	0.603
10	1	14	1	1	-1	0.7638	0.1025	1	1	0.484
10	1	16	1	2	-1	0.7638	0.1025	0	1	0.526
10	1	18	1	1	-1	0.7638	0.1025	0	1	0.586
10	1	20	1	1	-1	0.7638	0.1025	1	1	0.456
10	1	22	1	1	-1	0.7638	0.1025	0	1	0.427
10	1	24	1	2	-1	0.7638	0.1025	1	1	0.552
10	1	26	1	2	-1	0.7638	0.1025	0	1	0.481
10	1	28	1	2	-1	0.7638	0.1025	1	1	0.430
10	1	30	1	2	-1	0.7638	0.1025	0	1	0.489
10	1	32	1	1	-1	0.7638	0.1025	0	1	0.452
10	1	34	1	1	-1	0.7638	0.1025	0	1	0.389
10	1	36	1	2	-1	0.7638	0.1025	1	1	0.394
10	1	38	1	2	-1	0.7638	0.1025	0	1	0.429
10	1	40	1	2	-1	0.7638	0.1025	1	1	0.478
10	1	42	1	2	-1	0.7638	0.1025	0	1	0.379
10	1	44	1	1	-1	0.7638	0.1025	1	1	0.387
10	1	46	1	2	-1	0.7638	0.1025	0	1	0.451
10	1	48	1	1	-1	0.7638	0.1025	1	1	0.369
10	1	50	1	1	-1	0.7638	0.1025	1	1	0.393
10	1	52	1	2	-1	0.7638	0.1025	0	1	0.353
10	1	54	1	1	-1	0.7638	0.1025	0	1	0.357
10	1	56	1	1	-1	0.7638	0.1025	0	1	0.386
10	1	58	1	1	-1	0.7638	0.1025	0	1	0.422
10	1	60	1	1	-1	0.7638	0.1025	1	1	0.392
10	1	62	1	1	-1	0.7638	0.1025	0	1	0.422
10	1	64	1	2	-1	0.7638	0.1025	0	1	0.444
10	1	66	0	1	-1	0.7638	0.1025	0	1	0.397
10	1	68	0	1	-1	0.7638	0.1025	0	1	0.380
10	1	70	0	2	-1	0.7638	0.1025	0	1	0.357
10	1	72	0	2	-1	0.7638	0.1025	0	1	0.399
10	1	74	0	2	-1	0.7638	0.1025	0	1	0.372
10	1	76	0	1	-1	0.7638	0.1025	1	1	0.384
10	1	78	0	2	-1	0.7638	0.1025	0	1	0.382
10	1	80	0	2	-1	0.7638	0.1025	1	1	0.303
10	1	82	0	2	-1	0.7638	0.1025	1	1	0.385
10	1	84	0	2	-1	0.7638	0.1025	1	1	0.341
10	1	86	0	1	-1	0.7638	0.1025	1	1	0.435
10	1	88	0	1	-1	0.7638	0.1025	1	1	0.346
10	1	90	0	2	-1	0.7638	0.1025	1	1	0.360
10	1	92	0	1	-1	0.7638	0.1025	0	1	0.284
10	1	94	0	2	-1	0.7638	0.1025	0	1	0.422
10	1	96	0	2	-1	0.7638	0.1025	1	1	0.314
10	1	98	0	2	-1	0.7638	0.1025	0	1	0.292
10	1	100	0	1	-1	0.7638	0.1025	1	1	0.281
10	1	102	0	1	-1	0.7638	0.1025	1	1	0.377
10	1	104	0	2	-1	0.7638	0.1025	0	1	0.264
10	1	106	0	1	-1	0.7638	0.1025	0	1	0.390
10	1	108	0	2	-1	0.7638	0.1025	1	1	0.362
10	1	110	0	1	-1	0.7638	0.1025	0	1	0.334
10	1	112	0	2	-1	0.7638	0.1025	1	1	0.350
10	1	114	0	1	-1	0.7638	0.1025	1	1	0.360
10	1	116	0	1	-1	0.7638	0.1025	0	1	0.284
10	1	118	0	1	-1	0.7638	0.1025	0	1	0.454
10	1	120	0	2	-1	0.7638	0.1025	0	1	0.316
10	1	122	0	2	-1	0.7638	0.1025	1	1	0.443
10	1	124	0	1	-1	0.7638	0.1025	1	1	0.365
10	1	126	0	1	-1	0.7638	0.1025	0	1	0.298
10	1	128	0	1	-1	0.7638	0.1025	1	1	0.406
