sub	sess	t	loc	co1	co2	or	resp	rt
90	1	1	1	1.0000	1.0000	1	1	3.126
90	1	2	1	1.0000	1.0000	0	1	3.635
90	1	3	2	1.0000	1.0000	1	1	2.767
90	1	4	1	1.0000	1.0000	1	1	3.427
90	1	5	2	1.0000	1.0000	1	1	1.844
90	1	6	1	1.0000	1.0000	1	1	1.160
90	1	7	1	1.0000	1.0000	1	1	1.195
90	1	8	2	1.0000	1.0000	0	0	2.258
90	1	9	1	1.0000	1.0000	0	1	2.529
90	1	10	2	1.0000	1.0000	1	1	1.634
90	1	11	2	1.0000	1.0000	1	1	1.676
90	1	12	2	1.0000	1.0000	0	0	1.324
90	1	13	1	1.0000	1.0000	0	1	1.590
90	1	14	2	1.0000	1.0000	0	0	1.907
90	1	15	1	1.0000	1.0000	1	1	2.047
90	1	16	2	1.0000	1.0000	1	1	2.271
90	1	17	1	1.0000	1.0000	0	0	1.457
90	1	18	2	1.0000	1.0000	0	0	3.949
90	1	19	1	1.0000	1.0000	0	1	1.688
90	1	20	2	1.0000	1.0000	0	0	2.630
90	1	21	2	1.0000	1.0000	0	1	1.837
90	1	22	1	1.0000	1.0000	0	1	1.650
90	1	23	2	1.0000	1.0000	1	1	1.933
90	1	24	1	1.0000	1.0000	1	1	1.755
90	1	25	2	1.0000	1.0000	0	1	1.556
90	1	26	2	1.0000	1.0000	1	1	1.138
90	1	27	2	1.0000	1.0000	1	0	0.974
90	1	28	1	1.0000	1.0000	1	1	1.500
90	1	29	2	1.0000	1.0000	1	1	1.180
90	1	30	1	1.0000	1.0000	1	1	0.952
90	1	31	2	1.0000	1.0000	0	1	0.769
90	1	32	2	1.0000	1.0000	0	1	0.860
90	1	33	1	1.0000	1.0000	0	1	2.687
90	1	34	1	1.0000	1.0000	1	1	0.953
90	1	35	1	1.0000	1.0000	0	0	0.768
90	1	36	2	1.0000	1.0000	1	0	0.917
90	1	37	1	1.0000	1.0000	0	0	1.091
90	1	38	2	1.0000	1.0000	0	1	0.707
90	1	39	2	1.0000	1.0000	1	0	0.997
90	1	40	1	1.0000	1.0000	1	1	1.870
90	1	41	2	1.0000	1.0000	0	1	0.810
90	1	42	1	1.0000	1.0000	1	1	0.781
90	1	43	1	1.0000	1.0000	0	1	2.128
90	1	44	1	1.0000	1.0000	0	1	2.567
90	1	45	2	1.0000	1.0000	1	1	1.176
90	1	46	2	1.0000	1.0000	0	1	0.744
90	1	47	1	1.0000	1.0000	1	1	0.939
90	1	48	1	1.0000	1.0000	0	0	0.779
90	1	49	1	1.0000	1.0000	1	0	1.428
90	1	50	2	1.0000	1.0000	1	1	1.972
90	1	51	1	1.0000	1.0000	0	1	1.680
90	1	52	2	1.0000	1.0000	0	1	1.013
90	1	53	1	1.0000	1.0000	1	1	1.362
90	1	54	2	1.0000	1.0000	1	1	1.509
90	1	55	1	1.0000	1.0000	0	1	1.134
90	1	56	1	1.0000	1.0000	1	1	1.044
90	1	57	2	1.0000	1.0000	0	1	0.834
90	1	58	1	1.0000	1.0000	1	1	1.866
90	1	59	1	1.0000	1.0000	1	1	1.250
90	1	60	1	1.0000	1.0000	0	0	1.727
90	1	61	1	1.0000	1.0000	0	1	1.353
90	1	62	2	1.0000	1.0000	1	1	1.758
90	1	63	2	1.0000	1.0000	0	1	0.693
90	1	64	2	1.0000	1.0000	1	1	0.927
90	1	65	2	1.0000	1.0000	0	1	1.653
90	1	66	1	0.2500	0.2500	1	1	0.795
90	1	67	1	0.2629	0.2629	1	1	0.741
90	1	68	2	0.2758	0.2758	1	1	1.806
90	1	69	2	0.2887	0.2887	1	1	1.039
90	1	70	2	0.3016	0.3016	1	0	1.001
90	1	71	1	0.3145	0.3145	1	1	0.978
90	1	72	2	0.3274	0.3274	1	0	0.866
90	1	73	2	0.3403	0.3403	0	1	1.649
90	1	74	1	0.3532	0.3532	1	1	0.997
90	1	75	2	0.3661	0.3661	0	1	0.665
90	1	76	1	0.3790	0.3790	0	1	1.460
90	1	77	2	0.3919	0.3919	0	1	0.666
90	1	78	1	0.4048	0.4048	0	0	0.791
90	1	79	2	0.4177	0.4177	1	1	0.955
90	1	80	1	0.4306	0.4306	1	0	1.023
90	1	81	2	0.4435	0.4435	1	1	0.877
90	1	82	2	0.4565	0.4565	0	1	0.713
90	1	83	1	0.4694	0.4694	1	0	0.839
90	1	84	2	0.4823	0.4823	0	1	0.542
90	1	85	1	0.4952	0.4952	1	1	0.641
90	1	86	1	0.5081	0.5081	0	1	1.022
90	1	87	1	0.5210	0.5210	0	0	0.646
90	1	88	1	0.5339	0.5339	0	1	0.958
90	1	89	1	0.5468	0.5468	1	1	0.737
90	1	90	1	0.5597	0.5597	1	1	0.814
90	1	91	1	0.5726	0.5726	1	0	0.600
90	1	92	2	0.5855	0.5855	1	1	1.542
90	1	93	2	0.5984	0.5984	1	1	0.863
90	1	94	2	0.6113	0.6113	0	1	0.742
90	1	95	1	0.6242	0.6242	1	0	1.071
90	1	96	1	0.6371	0.6371	0	1	0.926
90	1	97	2	0.6500	0.6500	1	1	1.347
90	1	98	2	0.2500	0.2500	1	1	0.927
90	1	99	2	0.2629	0.2629	1	1	0.573
90	1	100	1	0.2758	0.2758	1	1	1.317
90	1	101	2	0.2887	0.2887	0	1	0.452
90	1	102	2	0.3016	0.3016	0	1	0.622
90	1	103	2	0.3145	0.3145	0	1	0.629
90	1	104	1	0.3274	0.3274	0	0	0.695
90	1	105	1	0.3403	0.3403	0	1	1.002
90	1	106	1	0.3532	0.3532	0	0	0.936
90	1	107	2	0.3661	0.3661	0	1	0.569
90	1	108	1	0.3790	0.3790	1	1	0.810
90	1	109	2	0.3919	0.3919	1	1	1.160
90	1	110	2	0.4048	0.4048	0	1	0.554
90	1	111	1	0.4177	0.4177	0	0	0.866
90	1	112	1	0.4306	0.4306	0	1	0.737
90	1	113	2	0.4435	0.4435	0	1	0.591
90	1	114	1	0.4565	0.4565	1	1	1.034
90	1	115	1	0.4694	0.4694	1	1	1.481
90	1	116	2	0.4823	0.4823	1	0	0.867
90	1	117	2	0.4952	0.4952	0	1	0.651
90	1	118	1	0.5081	0.5081	0	1	1.192
90	1	119	2	0.5210	0.5210	1	1	0.595
90	1	120	2	0.5339	0.5339	0	1	0.496
90	1	121	1	0.5468	0.5468	1	1	1.170
90	1	122	2	0.5597	0.5597	1	1	0.740
90	1	123	1	0.5726	0.5726	0	1	0.496
90	1	124	1	0.5855	0.5855	0	0	0.866
90	1	125	1	0.5984	0.5984	0	1	1.035
90	1	126	2	0.6113	0.6113	0	1	0.596
90	1	127	2	0.6242	0.6242	0	1	0.516
90	1	128	1	0.6371	0.6371	0	1	0.595
90	1	129	2	0.6500	0.6500	1	0	0.842
90	1	130	2	0.6371	0.3715	1	1	0.437
90	1	131	2	0.6371	0.3581	1	1	0.601
90	1	132	1	0.5833	0.3581	1	1	1.076
90	1	133	1	0.5755	0.3581	1	1	1.640
90	1	134	2	0.5755	0.3460	1	1	0.738
90	1	135	1	0.5681	0.3460	1	0	0.519
90	1	136	1	0.5896	0.3460	1	1	0.709
90	1	137	2	0.5896	0.3352	0	1	0.688
90	1	138	2	0.5896	0.3255	1	1	0.687
90	1	139	1	0.5824	0.3255	0	1	1.044
90	1	140	2	0.5824	0.3165	0	1	0.604
90	1	141	1	0.5756	0.3165	0	1	0.720
90	1	142	2	0.5756	0.3081	1	1	1.003
90	1	143	1	0.5692	0.3081	0	1	1.897
90	1	144	1	0.5633	0.3081	0	1	0.579
90	1	145	1	0.5576	0.3081	0	1	1.095
90	1	146	2	0.5576	0.3002	1	1	0.714
90	1	147	2	0.5576	0.2927	1	0	1.119
90	1	148	1	0.5523	0.2927	1	1	0.999
90	1	149	2	0.5523	0.3145	0	1	0.641
90	1	150	2	0.5523	0.3075	0	1	0.534
90	1	151	2	0.5523	0.3008	1	1	0.996
90	1	152	2	0.5523	0.2945	0	1	0.506
90	1	153	1	0.5472	0.2945	1	1	0.601
90	1	154	1	0.5424	0.2945	1	1	0.758
90	1	155	2	0.5424	0.2884	1	1	1.073
90	1	156	1	0.5378	0.2884	0	1	1.024
90	1	157	2	0.5378	0.2824	0	1	0.455
90	1	158	2	0.5378	0.2766	0	1	0.686
90	1	159	1	0.5335	0.2766	0	0	1.330
90	1	160	1	0.5459	0.2766	0	1	0.542
90	1	161	2	0.5459	0.2708	1	1	0.708
90	1	162	2	0.5459	0.2652	1	1	0.843
90	1	163	1	0.5415	0.2652	0	1	0.838
90	1	164	2	0.5415	0.2595	0	1	0.590
90	1	165	1	0.5374	0.2595	0	1	0.971
90	1	166	2	0.5374	0.2540	0	1	0.586
90	1	167	1	0.5334	0.2540	1	1	0.755
90	1	168	2	0.5334	0.2485	1	1	0.856
90	1	169	1	0.5295	0.2485	0	1	0.874
90	1	170	1	0.5259	0.2485	0	1	0.814
90	1	171	2	0.5259	0.2431	0	1	0.852
90	1	172	2	0.5259	0.2376	1	1	0.723
90	1	173	2	0.5259	0.2323	0	1	0.761
90	1	174	1	0.5224	0.2323	0	1	1.391
90	1	175	2	0.5224	0.2271	1	1	1.153
90	1	176	1	0.5189	0.2271	0	1	0.978
90	1	177	1	0.5157	0.2271	1	1	0.619
90	1	178	2	0.5157	0.2220	0	1	0.811
90	1	179	2	0.5157	0.2170	1	1	0.719
90	1	180	1	0.5125	0.2170	1	1	0.998
90	1	181	1	0.5093	0.2170	0	0	0.639
90	1	182	2	0.5093	0.2121	0	1	0.882
90	1	183	1	0.5184	0.2121	1	1	1.080
90	1	184	1	0.5154	0.2121	1	0	1.041
90	1	185	1	0.5247	0.2121	1	1	0.841
