sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt
22	1	2	1	2	-1	0.1109	0.3781	0	1	7.303
22	1	4	1	1	-1	0.1109	0.3781	1	0	6.575
22	1	6	1	2	-1	0.1109	0.3781	1	1	0.859
22	1	8	1	1	-1	0.1109	0.3781	1	1	0.573
22	1	10	1	1	-1	0.1109	0.3781	1	0	2.887
22	1	12	1	1	-1	0.1109	0.3781	1	1	0.565
22	1	14	1	1	-1	0.1109	0.3781	0	1	0.585
22	1	16	1	2	-1	0.1109	0.3781	1	0	0.684
22	1	18	1	1	-1	0.1109	0.3781	1	1	0.552
22	1	20	1	1	-1	0.1109	0.3781	0	1	0.556
22	1	22	1	2	-1	0.1109	0.3781	0	1	0.541
22	1	24	1	1	-1	0.1109	0.3781	0	1	0.504
22	1	26	1	2	-1	0.1109	0.3781	1	1	0.501
22	1	28	1	2	-1	0.1109	0.3781	0	1	0.477
22	1	30	1	2	-1	0.1109	0.3781	0	1	0.455
22	1	32	1	1	-1	0.1109	0.3781	0	1	0.438
22	1	34	1	2	-1	0.1109	0.3781	0	1	0.520
22	1	36	1	1	-1	0.1109	0.3781	0	1	0.525
22	1	38	1	1	-1	0.1109	0.3781	0	1	0.425
22	1	40	1	2	-1	0.1109	0.3781	1	1	0.487
22	1	42	1	2	-1	0.1109	0.3781	1	1	0.668
22	1	44	1	2	-1	0.1109	0.3781	1	1	0.448
22	1	46	1	1	-1	0.1109	0.3781	1	1	0.647
22	1	48	1	1	-1	0.1109	0.3781	0	1	0.587
22	1	50	1	1	-1	0.1109	0.3781	0	1	0.887
22	1	52	1	2	-1	0.1109	0.3781	0	1	0.581
22	1	54	1	1	-1	0.1109	0.3781	1	0	0.436
22	1	56	1	2	-1	0.1109	0.3781	0	1	0.622
22	1	58	1	2	-1	0.1109	0.3781	0	1	0.437
22	1	60	1	2	-1	0.1109	0.3781	1	1	0.654
22	1	62	1	2	-1	0.1109	0.3781	1	1	0.472
22	1	64	1	1	-1	0.1109	0.3781	1	1	0.598
22	1	66	0	1	-1	0.1109	0.3781	0	1	0.409
22	1	68	0	1	-1	0.1109	0.3781	1	1	0.521
22	1	70	0	1	-1	0.1109	0.3781	0	1	0.525
22	1	72	0	2	-1	0.1109	0.3781	0	1	0.592
22	1	74	0	2	-1	0.1109	0.3781	1	1	0.394
22	1	76	0	1	-1	0.1109	0.3781	1	1	0.505
22	1	78	0	1	-1	0.1109	0.3781	1	1	0.506
22	1	80	0	2	-1	0.1109	0.3781	1	1	0.563
22	1	82	0	2	-1	0.1109	0.3781	0	1	0.382
22	1	84	0	2	-1	0.1109	0.3781	1	1	0.402
22	1	86	0	1	-1	0.1109	0.3781	0	1	0.511
22	1	88	0	2	-1	0.1109	0.3781	0	1	0.062
22	1	90	0	1	-1	0.1109	0.3781	0	1	0.508
22	1	92	0	2	-1	0.1109	0.3781	1	0	0.464
22	1	94	0	1	-1	0.1109	0.3781	0	1	0.475
22	1	96	0	1	-1	0.1109	0.3781	0	1	0.460
22	1	98	0	2	-1	0.1109	0.3781	0	1	0.441
22	1	100	0	1	-1	0.1109	0.3781	1	0	0.476
22	1	102	0	1	-1	0.1109	0.3781	1	0	0.451
22	1	104	0	2	-1	0.1109	0.3781	0	0	0.487
22	1	106	0	2	-1	0.1109	0.3781	1	1	0.565
22	1	108	0	1	-1	0.1109	0.3781	0	1	0.581
22	1	110	0	2	-1	0.1109	0.3781	1	1	0.797
22	1	112	0	1	-1	0.1109	0.3781	0	1	0.653
22	1	114	0	1	-1	0.1109	0.3781	1	1	0.694
22	1	116	0	2	-1	0.1109	0.3781	1	1	0.458
22	1	118	0	2	-1	0.1109	0.3781	0	1	0.638
22	1	120	0	2	-1	0.1109	0.3781	1	1	0.484
22	1	122	0	2	-1	0.1109	0.3781	0	1	0.432
22	1	124	0	2	-1	0.1109	0.3781	0	1	0.498
22	1	126	0	1	-1	0.1109	0.3781	1	0	0.730
22	1	128	0	1	-1	0.1109	0.3781	1	1	0.597
