sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt	rew_tot	left_col	right_col
122	1	1	1	1	1	0.0804	0.0538	1	1	0.673	68	0	82
122	1	2	1	2	2	0.0804	0.0538	0	1	0.553	80	0	0
122	1	3	1	2	3	0.0804	0.0538	0	1	0.621	73	0	0
122	1	4	1	1	3	0.0804	0.0538	1	1	0.526	82	0	82
122	1	5	9	2	2	0.0804	0.0538	0	1	0.610	0	82	82
122	1	6	0	2	2	0.0804	0.0538	1	1	0.611	7	0	82
122	1	7	9	2	3	0.0804	0.0538	0	1	0.669	0	82	82
122	1	8	1	2	3	0.0804	0.0538	1	1	0.620	73	82	0
122	1	9	1	1	3	0.0804	0.0538	1	0	0.548	0	0	82
122	1	10	1	1	3	0.0804	0.0538	0	1	0.552	80	0	0
122	1	11	1	2	2	0.0804	0.0538	1	1	0.692	66	82	0
122	1	12	9	2	3	0.0804	0.0538	0	1	0.514	0	0	0
122	1	13	1	1	3	0.0804	0.0538	0	1	2.288	50	0	0
122	1	14	0	1	3	0.0804	0.0538	1	1	0.579	8	82	0
122	1	15	1	1	1	0.0804	0.0538	0	1	0.643	71	0	0
122	1	16	0	2	3	0.0804	0.0538	1	1	1.105	5	0	82
122	1	17	1	1	1	0.0804	0.0538	1	1	0.687	66	0	82
122	1	18	0	1	3	0.0804	0.0538	1	1	0.635	7	82	0
122	1	19	1	2	3	0.0804	0.0538	0	1	0.668	68	0	0
122	1	20	1	2	1	0.0804	0.0538	1	1	0.793	56	82	0
122	1	21	1	1	3	0.0804	0.0538	1	1	0.707	64	0	82
122	1	22	1	1	1	0.0804	0.0538	1	1	0.431	92	0	82
122	1	23	1	1	3	0.0804	0.0538	1	0	0.718	0	0	82
122	1	24	9	1	3	0.0804	0.0538	1	1	0.410	0	82	0
122	1	25	0	2	2	0.0804	0.0538	1	1	0.754	6	0	82
122	1	26	0	2	2	0.0804	0.0538	1	1	0.654	7	0	82
122	1	27	0	2	2	0.0804	0.0538	0	1	0.587	8	82	82
122	1	28	0	2	1	0.0804	0.0538	0	1	0.452	9	82	82
122	1	29	9	2	3	0.0804	0.0538	1	1	0.594	0	82	0
122	1	30	9	1	3	0.0804	0.0538	1	1	0.717	0	0	82
122	1	31	9	1	1	0.0804	0.0538	0	1	0.560	0	82	82
122	1	32	1	2	3	0.0804	0.0538	0	1	0.562	79	0	0
122	1	33	1	1	2	0.0804	0.0538	0	1	0.533	82	0	0
122	1	34	1	1	3	0.0804	0.0538	0	1	0.472	88	0	0
122	1	35	0	2	3	0.0804	0.0538	1	0	0.424	0	0	82
122	1	36	9	1	1	0.0804	0.0538	1	1	0.479	0	82	0
122	1	37	0	1	2	0.0804	0.0538	0	1	0.684	7	82	82
122	1	38	9	2	2	0.0804	0.0538	1	0	0.457	0	0	82
122	1	39	1	1	1	0.0804	0.0538	0	1	0.666	68	0	0
122	1	40	0	2	3	0.0804	0.0538	1	1	0.761	6	0	82
122	1	41	9	1	1	0.0804	0.0538	0	1	0.505	0	0	0
122	1	42	1	1	3	0.0804	0.0538	1	1	0.647	70	0	82
122	1	43	9	1	1	0.0804	0.0538	1	1	0.501	0	82	0
122	1	44	1	2	3	0.0804	0.0538	0	1	0.788	56	0	0
122	1	45	0	2	2	0.0804	0.0538	1	1	0.848	5	0	82
122	1	46	0	2	3	0.0804	0.0538	0	1	0.568	8	82	82
122	1	47	0	2	2	0.0804	0.0538	0	1	0.507	8	82	82
122	1	48	0	2	2	0.0804	0.0538	1	1	0.577	8	0	82
122	1	49	1	2	2	0.0804	0.0538	1	0	0.753	0	82	0
122	1	50	9	2	3	0.0804	0.0538	0	1	0.774	0	82	82
122	1	51	1	1	3	0.0804	0.0538	1	1	0.688	66	0	82
122	1	52	1	2	2	0.0804	0.0538	0	1	0.679	67	0	0
122	1	53	0	2	1	0.0804	0.0538	0	1	0.749	6	82	82
122	1	54	0	1	1	0.0804	0.0538	1	1	0.536	8	82	0
122	1	55	0	2	2	0.0804	0.0538	1	0	0.790	0	0	82
122	1	56	0	1	1	0.0804	0.0538	1	1	0.511	8	82	0
122	1	57	0	2	3	0.0804	0.0538	1	1	0.724	6	0	82
122	1	58	9	1	2	0.0804	0.0538	0	1	0.655	0	0	0
122	1	59	9	2	2	0.0804	0.0538	0	1	1.984	0	0	0
122	1	60	0	1	3	0.0804	0.0538	0	0	0.608	0	82	82
122	1	61	1	1	3	0.0804	0.0538	0	1	0.539	81	0	0
122	1	62	1	2	3	0.0804	0.0538	1	0	0.813	0	82	0
122	1	63	1	1	1	0.0804	0.0538	1	1	0.623	73	0	82
122	1	64	1	2	3	0.0804	0.0538	0	1	0.601	75	0	0
122	1	65	9	2	2	0.0804	0.0538	0	1	0.521	0	0	0
122	1	66	1	1	3	0.0804	0.0538	1	1	0.588	76	0	82
122	1	67	0	1	2	0.0804	0.0538	1	1	0.592	8	82	0
122	1	68	0	1	1	0.0804	0.0538	0	1	0.587	8	82	82
122	1	69	9	2	3	0.0804	0.0538	1	1	0.741	0	0	82
122	1	70	1	2	2	0.0804	0.0538	1	1	3.224	50	82	0
122	1	71	1	2	2	0.0804	0.0538	0	1	0.633	72	0	0
122	1	72	1	2	2	0.0804	0.0538	1	1	0.960	50	82	0
122	1	73	1	1	1	0.0804	0.0538	1	1	0.755	60	0	82
122	1	74	1	2	2	0.0804	0.0538	1	1	0.583	77	82	0
122	1	75	1	2	3	0.0804	0.0538	1	1	0.625	72	82	0
122	1	76	1	2	3	0.0804	0.0538	1	1	0.481	87	82	0
122	1	77	1	1	3	0.0804	0.0538	0	1	0.960	50	0	0
122	1	78	1	1	3	0.0804	0.0538	0	1	0.498	85	0	0
122	1	79	1	2	2	0.0804	0.0538	0	1	0.671	68	0	0
122	1	80	1	2	2	0.0804	0.0538	0	1	0.532	82	0	0
122	1	81	9	2	1	0.0804	0.0538	0	1	0.607	0	82	82
122	1	82	9	2	3	0.0804	0.0538	1	1	0.760	0	82	0
122	1	83	9	1	2	0.0804	0.0538	0	1	0.812	0	82	82
122	1	84	0	1	3	0.0804	0.0538	0	1	0.524	8	82	82
122	1	85	9	2	3	0.0804	0.0538	1	1	0.601	0	0	82
122	1	86	0	1	3	0.0804	0.0538	1	1	0.850	5	82	0
122	1	87	0	1	3	0.0804	0.0538	1	1	0.617	7	82	0
