sub	sess	t	loc	co1	co2	or	resp	rt
41	1	1	1	1.0000	1.0000	0	1	2.188
41	1	2	1	1.0000	1.0000	1	1	1.157
41	1	3	1	1.0000	1.0000	0	1	1.489
41	1	4	1	1.0000	1.0000	0	1	0.943
41	1	5	2	1.0000	1.0000	1	1	0.980
41	1	6	2	1.0000	1.0000	1	1	1.056
41	1	7	2	1.0000	1.0000	0	1	1.224
41	1	8	2	1.0000	1.0000	0	1	1.040
41	1	9	1	1.0000	1.0000	1	1	0.801
41	1	10	2	1.0000	1.0000	1	1	0.883
41	1	11	1	1.0000	1.0000	1	1	0.895
41	1	12	1	1.0000	1.0000	0	1	0.716
41	1	13	2	1.0000	1.0000	0	1	0.902
41	1	14	2	1.0000	1.0000	1	1	0.901
41	1	15	1	1.0000	1.0000	0	1	0.794
41	1	16	2	1.0000	1.0000	0	1	1.349
41	1	17	2	1.0000	1.0000	0	1	0.824
41	1	18	2	1.0000	1.0000	0	1	0.936
41	1	19	2	1.0000	1.0000	1	1	0.868
41	1	20	2	1.0000	1.0000	1	1	0.819
41	1	21	1	1.0000	1.0000	1	1	1.323
41	1	22	1	1.0000	1.0000	0	1	0.712
41	1	23	2	1.0000	1.0000	0	1	1.387
41	1	24	2	1.0000	1.0000	1	1	0.797
41	1	25	2	1.0000	1.0000	0	1	0.789
41	1	26	2	1.0000	1.0000	1	1	0.742
41	1	27	1	1.0000	1.0000	1	1	0.852
41	1	28	1	1.0000	1.0000	0	1	0.757
41	1	29	2	0.2500	0.2500	0	1	1.350
41	1	30	2	0.2629	0.2629	1	1	0.813
41	1	31	1	0.2758	0.2758	0	1	0.718
41	1	32	2	0.2887	0.2887	0	1	1.226
41	1	33	2	0.3016	0.3016	0	1	0.907
41	1	34	1	0.3145	0.3145	0	1	1.008
41	1	35	2	0.3274	0.3274	1	1	0.786
41	1	36	1	0.3403	0.3403	1	1	0.747
41	1	37	2	0.3532	0.3532	1	1	0.974
41	1	38	1	0.3661	0.3661	1	1	1.017
41	1	39	1	0.3790	0.3790	1	1	0.769
41	1	40	1	0.3919	0.3919	0	1	0.836
41	1	41	2	0.4048	0.4048	1	1	1.099
41	1	42	2	0.4177	0.4177	0	1	1.130
41	1	43	2	0.4306	0.4306	0	1	2.707
41	1	44	2	0.4435	0.4435	0	1	0.944
41	1	45	1	0.4565	0.4565	0	1	0.923
41	1	46	1	0.4694	0.4694	0	1	1.234
41	1	47	1	0.4823	0.4823	0	1	0.969
41	1	48	1	0.4952	0.4952	1	1	0.894
41	1	49	1	0.5081	0.5081	1	1	0.752
41	1	50	2	0.5210	0.5210	1	1	0.770
41	1	51	1	0.5339	0.5339	1	1	0.909
41	1	52	1	0.5468	0.5468	1	1	0.706
41	1	53	2	0.5597	0.5597	0	1	0.880
41	1	54	1	0.5726	0.5726	1	1	0.719
41	1	55	2	0.5855	0.5855	1	1	0.749
41	1	56	2	0.5984	0.5984	1	1	0.755
41	1	57	1	0.6113	0.6113	1	1	0.775
41	1	58	2	0.6242	0.6242	0	1	0.673
41	1	59	1	0.6371	0.6371	1	1	0.743
41	1	60	1	0.6500	0.6500	0	1	0.685
41	1	61	2	0.2500	0.2500	0	1	0.929
41	1	62	1	0.2629	0.2629	0	1	0.909
41	1	63	1	0.2758	0.2758	1	1	1.291
41	1	64	2	0.2887	0.2887	1	1	0.872
41	1	65	1	0.3016	0.3016	0	1	1.245
41	1	66	1	0.3145	0.3145	0	1	0.655
41	1	67	1	0.3274	0.3274	0	1	0.692
41	1	68	2	0.3403	0.3403	1	1	0.721
41	1	69	1	0.3532	0.3532	0	1	0.647
