sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt	rew_tot	left_col	right_col
106	1	1	1	2	3	0.0649	0.0765	1	1	0.625	73	82	0
106	1	2	9	1	3	0.0649	0.0765	1	0	0.647	0	0	82
106	1	3	0	2	2	0.0649	0.0765	1	1	0.586	8	0	82
106	1	4	1	1	3	0.0649	0.0765	0	1	0.487	86	0	0
106	1	5	1	1	3	0.0649	0.0765	0	1	0.500	85	0	0
106	1	6	1	2	2	0.0649	0.0765	0	1	0.466	88	0	0
106	1	7	1	1	1	0.0649	0.0765	0	1	0.505	84	0	0
106	1	8	1	1	2	0.0649	0.0765	0	1	0.598	75	0	0
106	1	9	1	2	3	0.0649	0.0765	1	1	0.699	65	82	0
106	1	10	9	2	3	0.0649	0.0765	1	1	0.590	0	0	82
106	1	11	0	1	2	0.0649	0.0765	1	1	0.751	6	82	0
106	1	12	0	1	3	0.0649	0.0765	1	1	0.553	8	82	0
106	1	13	9	2	1	0.0649	0.0765	1	1	0.753	0	82	0
106	1	14	0	2	3	0.0649	0.0765	1	1	0.885	5	0	82
106	1	15	9	2	3	0.0649	0.0765	0	1	0.475	0	0	0
106	1	16	0	2	3	0.0649	0.0765	1	1	0.616	7	0	82
106	1	17	1	2	3	0.0649	0.0765	1	1	0.471	88	82	0
106	1	18	0	2	1	0.0649	0.0765	0	1	0.520	8	82	82
106	1	19	0	1	1	0.0649	0.0765	0	1	0.515	8	82	82
106	1	20	1	2	1	0.0649	0.0765	0	1	0.438	91	0	0
106	1	21	9	2	1	0.0649	0.0765	0	1	0.444	0	82	82
106	1	22	0	1	1	0.0649	0.0765	0	1	0.603	7	82	82
106	1	23	0	1	3	0.0649	0.0765	0	1	0.523	8	82	82
106	1	24	0	1	1	0.0649	0.0765	0	1	0.502	8	82	82
106	1	25	1	1	1	0.0649	0.0765	0	1	0.482	87	0	0
106	1	26	9	1	1	0.0649	0.0765	1	1	0.526	0	0	82
106	1	27	0	2	1	0.0649	0.0765	1	1	0.571	8	0	82
106	1	28	1	2	3	0.0649	0.0765	0	1	0.502	85	0	0
106	1	29	1	2	2	0.0649	0.0765	0	1	0.530	82	0	0
106	1	30	1	2	2	0.0649	0.0765	1	1	0.495	85	82	0
106	1	31	0	1	3	0.0649	0.0765	0	1	0.421	9	82	82
106	1	32	0	2	3	0.0649	0.0765	0	1	0.486	9	82	82
106	1	33	9	1	1	0.0649	0.0765	1	0	0.445	0	0	82
106	1	34	9	2	3	0.0649	0.0765	1	1	0.651	0	82	0
106	1	35	0	2	1	0.0649	0.0765	0	1	0.534	8	82	82
106	1	36	0	2	1	0.0649	0.0765	1	1	0.537	8	0	82
106	1	37	0	1	1	0.0649	0.0765	1	0	0.443	0	82	0
106	1	38	1	2	3	0.0649	0.0765	1	1	0.529	82	82	0
106	1	39	0	1	3	0.0649	0.0765	1	0	0.495	0	82	0
106	1	40	0	1	3	0.0649	0.0765	1	0	0.581	0	82	0
106	1	41	1	2	3	0.0649	0.0765	0	1	0.486	86	0	0
106	1	42	9	2	2	0.0649	0.0765	0	0	0.507	0	82	82
106	1	43	0	2	3	0.0649	0.0765	1	1	0.556	8	0	82
106	1	44	0	1	3	0.0649	0.0765	1	1	0.547	8	82	0
106	1	45	0	2	3	0.0649	0.0765	1	1	0.700	6	0	82
106	1	46	1	1	1	0.0649	0.0765	1	1	0.617	73	0	82
106	1	47	1	2	2	0.0649	0.0765	1	1	0.875	50	82	0
106	1	48	0	2	2	0.0649	0.0765	0	1	0.481	9	82	82
106	1	49	1	2	2	0.0649	0.0765	1	1	0.473	88	82	0
106	1	50	0	1	3	0.0649	0.0765	1	1	0.539	8	82	0
106	1	51	0	2	3	0.0649	0.0765	0	1	0.443	9	82	82
106	1	52	0	2	2	0.0649	0.0765	1	1	0.493	9	0	82
106	1	53	9	2	1	0.0649	0.0765	1	1	0.525	0	0	82
106	1	54	1	2	2	0.0649	0.0765	0	0	0.587	0	0	0
106	1	55	0	1	1	0.0649	0.0765	1	1	0.518	8	82	0
106	1	56	0	1	1	0.0649	0.0765	1	1	0.569	8	82	0
106	1	57	0	1	1	0.0649	0.0765	1	1	0.653	7	82	0
106	1	58	1	1	3	0.0649	0.0765	1	1	0.500	85	0	82
106	1	59	1	2	2	0.0649	0.0765	1	0	0.579	0	82	0
106	1	60	0	1	1	0.0649	0.0765	0	1	0.566	8	82	82
106	1	61	0	1	3	0.0649	0.0765	0	1	0.649	7	82	82
106	1	62	1	1	3	0.0649	0.0765	0	1	0.475	88	0	0
106	1	63	0	2	2	0.0649	0.0765	1	1	0.539	8	0	82
106	1	64	1	1	3	0.0649	0.0765	0	1	0.488	86	0	0
106	1	65	0	2	3	0.0649	0.0765	0	1	0.751	6	82	82
106	1	66	0	1	1	0.0649	0.0765	1	0	0.540	0	82	0
106	1	67	1	1	3	0.0649	0.0765	1	1	0.500	85	0	82
106	1	68	9	1	1	0.0649	0.0765	0	1	0.731	0	0	0
106	1	69	0	1	3	0.0649	0.0765	1	0	0.545	0	82	0
106	1	70	0	2	2	0.0649	0.0765	1	1	0.645	7	0	82
106	1	71	0	2	1	0.0649	0.0765	0	0	0.643	0	82	82
106	1	72	9	1	3	0.0649	0.0765	1	0	0.715	0	82	0
106	1	73	9	1	3	0.0649	0.0765	0	1	0.505	0	0	0
106	1	74	1	1	1	0.0649	0.0765	0	1	0.529	82	0	0
106	1	75	9	1	3	0.0649	0.0765	0	1	0.487	0	0	0
106	1	76	0	1	3	0.0649	0.0765	0	1	0.418	9	82	82
106	1	77	9	1	1	0.0649	0.0765	0	1	0.457	0	82	82
106	1	78	9	2	3	0.0649	0.0765	0	1	0.451	0	82	82
106	1	79	0	2	2	0.0649	0.0765	1	1	0.475	9	0	82
106	1	80	1	1	3	0.0649	0.0765	1	1	0.480	87	0	82
106	1	81	0	2	1	0.0649	0.0765	0	1	0.482	9	82	82
106	1	82	9	1	2	0.0649	0.0765	1	0	0.439	0	0	82
106	1	83	0	1	3	0.0649	0.0765	0	0	0.495	0	82	82
106	1	84	1	2	2	0.0649	0.0765	1	0	0.733	0	82	0
106	1	85	9	1	1	0.0649	0.0765	0	1	0.728	0	82	82
106	1	86	1	2	3	0.0649	0.0765	0	1	0.516	83	0	0
106	1	87	1	1	3	0.0649	0.0765	1	1	0.493	86	0	82
106	1	88	9	2	3	0.0649	0.0765	1	1	0.631	0	0	82
