sub	sess	t	loc	cue	co1	co2	or	resp	rt
16	1	1	2	3	0.0500	0.0500	0	0	3.201
16	1	2	1	1	0.0500	0.0500	1	1	1.922
16	1	3	1	3	0.0500	0.0500	1	1	1.092
16	1	4	2	2	0.0500	0.0500	1	1	1.066
16	1	5	2	3	0.0500	0.0500	1	1	0.633
16	1	6	1	3	0.0500	0.0500	1	1	1.007
16	1	7	1	3	0.0500	0.0500	0	1	0.807
16	1	8	2	1	0.0500	0.0500	1	1	0.786
16	1	9	2	3	0.0500	0.0500	0	0	1.603
16	1	10	1	1	0.0500	0.0500	0	1	0.652
16	1	11	1	1	0.0500	0.0500	1	0	0.931
16	1	12	2	2	0.0500	0.0500	0	1	0.783
16	1	13	2	3	0.0500	0.0500	1	1	0.737
16	1	14	2	1	0.0500	0.0500	1	1	0.751
16	1	15	2	2	0.0500	0.0500	0	1	0.786
16	1	16	2	2	0.0500	0.0500	0	1	1.003
16	1	17	2	2	0.0500	0.0500	0	1	0.764
16	1	18	1	2	0.0500	0.0500	0	0	1.225
16	1	19	2	3	0.0500	0.0500	0	1	0.743
16	1	20	1	2	0.0500	0.0500	1	1	0.613
16	1	21	1	1	0.0500	0.0500	0	1	0.783
16	1	22	1	1	0.0500	0.0500	0	1	0.728
16	1	23	1	1	0.0500	0.0500	1	0	1.062
16	1	24	2	2	0.0500	0.0500	0	1	0.715
16	1	25	1	1	0.0500	0.0500	0	1	1.240
16	1	26	1	1	0.0500	0.0500	1	1	0.618
16	1	27	2	2	0.0500	0.0500	1	1	0.776
16	1	28	1	3	0.0500	0.0500	0	1	1.204
16	1	29	1	1	0.0500	0.0500	0	1	0.580
16	1	30	2	1	0.0500	0.0500	0	0	1.285
16	1	31	1	1	0.0500	0.0500	1	1	0.665
16	1	32	1	3	0.0500	0.0500	0	1	0.704
16	1	33	2	2	0.0500	0.0500	1	1	0.747
16	1	34	1	1	0.0500	0.0500	0	1	1.217
16	1	35	1	3	0.0500	0.0500	0	0	0.690
16	1	36	1	1	0.0500	0.0500	1	1	0.782
16	1	37	2	2	0.0500	0.0500	0	0	1.298
16	1	38	2	2	0.0500	0.0500	1	1	0.815
16	1	39	2	3	0.0500	0.0500	0	1	0.745
16	1	40	1	1	0.0500	0.0500	1	1	0.741
16	1	41	1	2	0.0500	0.0500	0	1	0.748
16	1	42	2	2	0.0500	0.0500	1	1	0.655
16	1	43	2	2	0.0500	0.0500	1	1	0.598
16	1	44	1	1	0.0500	0.0500	0	1	0.544
16	1	45	2	1	0.0500	0.0500	0	1	0.733
16	1	46	2	2	0.0500	0.0500	0	1	1.042
16	1	47	1	3	0.0500	0.0500	1	1	0.602
16	1	48	2	3	0.0500	0.0500	1	1	0.938
16	1	49	2	3	0.0500	0.0500	1	1	0.656
16	1	50	2	2	0.0500	0.0500	0	1	0.879
16	1	51	1	3	0.0500	0.0500	1	1	0.669
16	1	52	2	2	0.0500	0.0500	1	1	0.715
16	1	53	1	1	0.0500	0.0500	0	1	0.534
16	1	54	1	1	0.0500	0.0500	1	1	0.714
16	1	55	1	2	0.0500	0.0500	1	0	0.636
16	1	56	2	2	0.0500	0.0500	1	1	0.917
16	1	57	1	1	0.0500	0.0500	0	0	1.099
16	1	58	1	1	0.0500	0.0500	1	0	0.776
16	1	59	1	1	0.0500	0.0500	1	1	0.852
16	1	60	2	3	0.0500	0.0500	0	1	0.957
16	1	61	1	3	0.0500	0.0500	0	1	0.765
16	1	62	2	2	0.0500	0.0500	0	1	0.726
16	1	63	2	2	0.0500	0.0500	0	1	0.643
16	1	64	1	1	0.0500	0.0500	0	1	0.754
16	1	65	1	1	0.0500	0.0500	0	1	0.579
16	1	66	2	2	0.0500	0.0500	1	1	0.732
16	1	67	1	1	0.0500	0.0500	0	1	0.568
16	1	68	2	2	0.0500	0.0500	0	1	0.762
