sub	sess	t	loc	cue	co1	co2	or	resp	rt
2	1	1	2	3	0.5096	0.3894	0	1	4.547
2	1	2	1	2	0.5096	0.3894	1	1	2.165
2	1	3	2	2	0.5096	0.3894	0	1	1.201
2	1	4	1	2	0.5096	0.3894	1	1	1.181
2	1	5	1	1	0.5096	0.3894	1	1	1.359
2	1	6	1	3	0.5096	0.3894	1	0	2.491
2	1	7	2	3	0.5096	0.3894	1	0	1.140
2	1	8	1	1	0.5096	0.3894	0	0	2.318
2	1	9	1	1	0.5096	0.3894	1	0	1.998
2	1	10	1	1	0.5096	0.3894	0	1	1.245
2	1	11	2	2	0.5096	0.3894	0	0	1.807
2	1	12	2	3	0.5096	0.3894	1	0	0.958
2	1	13	1	3	0.5096	0.3894	0	1	0.967
2	1	14	2	2	0.5096	0.3894	0	1	1.532
2	1	15	2	3	0.5096	0.3894	1	1	1.117
2	1	16	2	2	0.5096	0.3894	0	0	1.454
2	1	17	2	3	0.5096	0.3894	0	1	0.704
2	1	18	1	3	0.5096	0.3894	0	0	2.089
2	1	19	2	2	0.5096	0.3894	1	1	0.748
2	1	20	2	3	0.5096	0.3894	0	1	0.639
2	1	21	2	2	0.5096	0.3894	1	0	1.456
2	1	22	2	2	0.5096	0.3894	1	1	2.184
2	1	23	2	2	0.5096	0.3894	1	1	0.786
2	1	24	2	1	0.5096	0.3894	0	1	0.640
2	1	25	1	1	0.5096	0.3894	0	1	0.823
2	1	26	2	3	0.5096	0.3894	0	1	0.812
2	1	27	2	2	0.5096	0.3894	0	1	0.594
2	1	28	2	1	0.5096	0.3894	1	1	0.761
2	1	29	2	3	0.5096	0.3894	1	1	0.781
2	1	30	1	1	0.5096	0.3894	0	1	0.671
2	1	31	1	3	0.5096	0.3894	1	1	0.866
2	1	32	1	1	0.5096	0.3894	1	1	0.665
2	1	33	1	2	0.5096	0.3894	0	1	1.042
2	1	34	1	2	0.5096	0.3894	0	1	0.911
2	1	35	2	1	0.5096	0.3894	0	1	0.618
2	1	36	2	1	0.5096	0.3894	1	1	0.911
2	1	37	2	2	0.5096	0.3894	0	1	0.540
2	1	38	1	1	0.5096	0.3894	0	1	0.744
2	1	39	1	1	0.5096	0.3894	0	1	0.569
2	1	40	1	1	0.5096	0.3894	1	1	0.624
2	1	41	1	1	0.5096	0.3894	1	1	0.466
2	1	42	2	2	0.5096	0.3894	1	1	0.652
2	1	43	1	1	0.5096	0.3894	1	1	0.631
2	1	44	1	1	0.5096	0.3894	0	1	0.600
2	1	45	2	2	0.5096	0.3894	0	1	0.569
2	1	46	1	3	0.5096	0.3894	0	1	0.830
2	1	47	2	2	0.5096	0.3894	1	1	0.671
2	1	48	1	1	0.5096	0.3894	1	1	0.536
2	1	49	1	1	0.5096	0.3894	1	1	0.688
2	1	50	1	3	0.5096	0.3894	0	1	0.765
2	1	51	1	3	0.5096	0.3894	1	1	0.701
2	1	52	1	1	0.5096	0.3894	0	1	0.513
2	1	53	1	3	0.5096	0.3894	1	1	0.558
2	1	54	2	2	0.5096	0.3894	0	1	0.519
2	1	55	2	2	0.5096	0.3894	1	1	0.739
2	1	56	2	2	0.5096	0.3894	1	1	0.636
2	1	57	2	3	0.5096	0.3894	1	1	0.548
2	1	58	1	1	0.5096	0.3894	1	1	1.321
2	1	59	2	2	0.5096	0.3894	1	1	0.508
2	1	60	1	1	0.5096	0.3894	1	1	0.785
2	1	61	1	3	0.5096	0.3894	1	1	0.650
2	1	62	1	3	0.5096	0.3894	0	1	0.817
