sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt
85	1	2	1	1	-1	0.1434	0.0975	0	1	2.836
85	1	4	1	1	-1	0.1434	0.0975	1	1	0.509
85	1	6	1	2	-1	0.1434	0.0975	1	1	0.589
85	1	8	1	2	-1	0.1434	0.0975	1	1	0.320
85	1	10	1	1	-1	0.1434	0.0975	1	1	0.333
85	1	12	1	2	-1	0.1434	0.0975	1	1	0.370
85	1	14	1	2	-1	0.1434	0.0975	0	1	0.401
85	1	16	1	1	-1	0.1434	0.0975	1	1	0.408
85	1	18	1	2	-1	0.1434	0.0975	0	1	0.367
85	1	20	1	1	-1	0.1434	0.0975	0	1	0.326
85	1	22	1	2	-1	0.1434	0.0975	0	1	0.437
85	1	24	1	2	-1	0.1434	0.0975	0	0	0.358
85	1	26	1	1	-1	0.1434	0.0975	0	1	0.432
85	1	28	1	2	-1	0.1434	0.0975	0	1	0.428
85	1	30	1	1	-1	0.1434	0.0975	0	1	0.442
85	1	32	1	2	-1	0.1434	0.0975	1	1	0.398
85	1	34	1	2	-1	0.1434	0.0975	0	1	0.446
85	1	36	1	2	-1	0.1434	0.0975	1	1	0.549
85	1	38	1	1	-1	0.1434	0.0975	1	1	0.434
85	1	40	1	2	-1	0.1434	0.0975	1	1	0.384
85	1	42	1	2	-1	0.1434	0.0975	1	1	0.500
85	1	44	1	2	-1	0.1434	0.0975	1	1	0.516
85	1	46	1	2	-1	0.1434	0.0975	0	1	0.488
85	1	48	1	1	-1	0.1434	0.0975	0	1	0.620
85	1	50	1	1	-1	0.1434	0.0975	1	1	0.382
85	1	52	1	1	-1	0.1434	0.0975	1	1	0.340
85	1	54	1	2	-1	0.1434	0.0975	0	1	0.351
85	1	56	1	1	-1	0.1434	0.0975	0	1	0.408
85	1	58	1	1	-1	0.1434	0.0975	1	1	0.341
85	1	60	1	1	-1	0.1434	0.0975	1	1	0.393
85	1	62	1	1	-1	0.1434	0.0975	0	1	0.368
85	1	64	1	1	-1	0.1434	0.0975	0	1	0.381
85	1	66	0	2	-1	0.1434	0.0975	1	0	2.354
85	1	68	0	2	-1	0.1434	0.0975	0	1	0.630
85	1	70	0	2	-1	0.1434	0.0975	0	1	0.454
85	1	72	0	2	-1	0.1434	0.0975	1	0	0.371
85	1	74	0	1	-1	0.1434	0.0975	0	1	0.406
85	1	76	0	1	-1	0.1434	0.0975	1	1	0.571
85	1	78	0	1	-1	0.1434	0.0975	0	1	0.460
85	1	80	0	2	-1	0.1434	0.0975	0	1	0.395
85	1	82	0	2	-1	0.1434	0.0975	1	1	0.338
85	1	84	0	1	-1	0.1434	0.0975	1	1	0.415
85	1	86	0	2	-1	0.1434	0.0975	1	1	0.434
85	1	88	0	1	-1	0.1434	0.0975	0	1	0.381
85	1	90	0	1	-1	0.1434	0.0975	0	1	0.318
85	1	92	0	1	-1	0.1434	0.0975	1	1	0.344
85	1	94	0	2	-1	0.1434	0.0975	1	1	0.443
85	1	96	0	2	-1	0.1434	0.0975	1	1	0.362
85	1	98	0	2	-1	0.1434	0.0975	0	1	0.318
85	1	100	0	1	-1	0.1434	0.0975	0	1	0.358
85	1	102	0	1	-1	0.1434	0.0975	1	1	0.419
85	1	104	0	2	-1	0.1434	0.0975	0	1	0.439
85	1	106	0	2	-1	0.1434	0.0975	0	1	0.406
85	1	108	0	2	-1	0.1434	0.0975	0	1	0.343
85	1	110	0	2	-1	0.1434	0.0975	0	1	0.312
85	1	112	0	1	-1	0.1434	0.0975	0	1	0.349
85	1	114	0	1	-1	0.1434	0.0975	1	1	0.393
85	1	116	0	2	-1	0.1434	0.0975	1	1	0.351
85	1	118	0	2	-1	0.1434	0.0975	1	1	0.456
85	1	120	0	1	-1	0.1434	0.0975	0	1	0.395
85	1	122	0	1	-1	0.1434	0.0975	1	1	0.529
85	1	124	0	1	-1	0.1434	0.0975	1	1	0.544
85	1	126	0	1	-1	0.1434	0.0975	0	1	0.374
85	1	128	0	1	-1	0.1434	0.0975	1	1	0.501
