sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt	rew_tot	left_col	right_col
54	1	1	1	2	2	0.0535	0.0651	0	1	0.787	56	0	0
54	1	2	0	2	3	0.0535	0.0651	1	1	0.647	7	0	82
54	1	3	0	1	3	0.0535	0.0651	0	1	0.542	8	82	82
54	1	4	1	1	1	0.0535	0.0651	1	1	0.698	65	0	82
54	1	5	1	1	1	0.0535	0.0651	1	1	0.638	71	0	82
54	1	6	0	1	3	0.0535	0.0651	1	1	0.720	6	82	0
54	1	7	0	1	1	0.0535	0.0651	0	1	0.694	7	82	82
54	1	8	0	2	2	0.0535	0.0651	1	1	0.780	6	0	82
54	1	9	1	2	2	0.0535	0.0651	0	1	0.711	64	0	0
54	1	10	0	1	3	0.0535	0.0651	1	1	0.715	6	82	0
54	1	11	9	2	3	0.0535	0.0651	0	1	0.695	0	82	82
54	1	12	0	2	3	0.0535	0.0651	1	1	0.636	7	0	82
54	1	13	9	2	3	0.0535	0.0651	1	1	0.620	0	82	0
54	1	14	0	1	1	0.0535	0.0651	0	1	0.587	8	82	82
54	1	15	0	1	3	0.0535	0.0651	1	1	0.797	6	82	0
54	1	16	0	1	1	0.0535	0.0651	1	1	0.653	7	82	0
54	1	17	1	2	1	0.0535	0.0651	1	1	0.948	50	82	0
54	1	18	0	2	3	0.0535	0.0651	1	0	0.887	0	0	82
54	1	19	9	1	2	0.0535	0.0651	1	1	0.709	0	82	0
54	1	20	1	1	3	0.0535	0.0651	0	1	0.612	74	0	0
54	1	21	0	1	3	0.0535	0.0651	1	1	0.698	7	82	0
54	1	22	1	2	3	0.0535	0.0651	1	1	0.968	50	82	0
54	1	23	0	1	3	0.0535	0.0651	0	1	0.561	8	82	82
54	1	24	1	2	2	0.0535	0.0651	0	1	0.796	55	0	0
54	1	25	1	1	1	0.0535	0.0651	1	1	0.630	72	0	82
54	1	26	1	1	1	0.0535	0.0651	1	1	0.558	79	0	82
54	1	27	1	2	2	0.0535	0.0651	1	1	0.762	59	82	0
54	1	28	0	2	2	0.0535	0.0651	0	1	0.591	8	82	82
54	1	29	1	2	2	0.0535	0.0651	0	1	0.562	79	0	0
54	1	30	0	2	2	0.0535	0.0651	1	0	0.804	0	0	82
54	1	31	1	2	3	0.0535	0.0651	0	1	0.703	65	0	0
54	1	32	0	1	1	0.0535	0.0651	1	1	0.525	8	82	0
54	1	33	9	1	3	0.0535	0.0651	0	0	0.577	0	82	82
54	1	34	0	1	3	0.0535	0.0651	0	1	0.570	8	82	82
54	1	35	9	1	1	0.0535	0.0651	1	1	0.540	0	0	82
54	1	36	9	2	3	0.0535	0.0651	0	1	0.706	0	0	0
54	1	37	1	2	2	0.0535	0.0651	1	1	0.583	77	82	0
54	1	38	0	2	2	0.0535	0.0651	0	1	0.579	8	82	82
54	1	39	0	1	3	0.0535	0.0651	0	1	0.596	8	82	82
54	1	40	1	1	1	0.0535	0.0651	1	1	0.591	76	0	82
54	1	41	9	1	2	0.0535	0.0651	0	1	0.567	0	0	0
54	1	42	1	1	3	0.0535	0.0651	0	1	0.665	69	0	0
54	1	43	0	1	3	0.0535	0.0651	1	0	0.751	0	82	0
54	1	44	0	2	3	0.0535	0.0651	0	1	0.554	8	82	82
54	1	45	1	1	3	0.0535	0.0651	1	1	0.596	75	0	82
54	1	46	0	1	3	0.0535	0.0651	1	1	0.632	7	82	0
54	1	47	1	2	2	0.0535	0.0651	0	1	0.534	82	0	0
54	1	48	0	1	1	0.0535	0.0651	0	1	0.491	9	82	82
54	1	49	0	2	2	0.0535	0.0651	0	1	0.569	8	82	82
54	1	50	0	1	1	0.0535	0.0651	1	0	0.805	0	82	0
54	1	51	1	2	1	0.0535	0.0651	1	0	0.966	0	82	0
54	1	52	0	2	3	0.0535	0.0651	0	1	0.674	7	82	82
54	1	53	1	1	3	0.0535	0.0651	1	1	0.665	68	0	82
54	1	54	9	2	2	0.0535	0.0651	1	1	0.625	0	0	82
54	1	55	0	2	2	0.0535	0.0651	0	1	0.577	8	82	82
54	1	56	1	1	3	0.0535	0.0651	1	1	0.587	76	0	82
54	1	57	1	1	3	0.0535	0.0651	1	1	0.587	76	0	82
54	1	58	1	2	2	0.0535	0.0651	1	1	1.078	50	82	0
54	1	59	1	2	3	0.0535	0.0651	1	1	0.844	51	82	0
54	1	60	1	1	3	0.0535	0.0651	1	1	0.556	79	0	82
54	1	61	0	2	2	0.0535	0.0651	0	1	0.585	8	82	82
54	1	62	0	1	3	0.0535	0.0651	0	1	0.629	7	82	82
54	1	63	1	1	1	0.0535	0.0651	0	1	0.460	89	0	0
54	1	64	0	2	2	0.0535	0.0651	1	1	1.764	5	0	82
54	1	65	1	1	1	0.0535	0.0651	0	1	0.525	82	0	0
54	1	66	1	1	1	0.0535	0.0651	0	1	0.505	85	0	0
54	1	67	0	2	1	0.0535	0.0651	1	1	0.959	5	0	82
54	1	68	0	1	3	0.0535	0.0651	0	1	0.474	9	82	82
54	1	69	9	2	2	0.0535	0.0651	1	0	1.232	0	0	82
54	1	70	9	1	3	0.0535	0.0651	0	1	0.689	0	82	82
54	1	71	1	1	3	0.0535	0.0651	1	0	1.216	0	0	82
54	1	72	1	1	1	0.0535	0.0651	1	1	1.002	50	0	82
54	1	73	0	2	3	0.0535	0.0651	1	1	0.725	6	0	82
54	1	74	0	2	3	0.0535	0.0651	0	1	0.497	9	82	82
54	1	75	1	2	2	0.0535	0.0651	1	1	0.678	67	82	0
54	1	76	0	2	3	0.0535	0.0651	1	1	0.723	6	0	82
54	1	77	0	2	3	0.0535	0.0651	0	1	0.459	9	82	82
54	1	78	1	2	2	0.0535	0.0651	1	1	0.715	64	82	0
54	1	79	0	2	3	0.0535	0.0651	0	1	0.494	9	82	82
54	1	80	9	2	2	0.0535	0.0651	0	1	0.475	0	0	0
54	1	81	1	2	3	0.0535	0.0651	1	1	0.518	83	82	0
54	1	82	1	2	3	0.0535	0.0651	0	1	0.531	82	0	0
54	1	83	0	2	2	0.0535	0.0651	0	1	0.487	9	82	82
54	1	84	1	2	3	0.0535	0.0651	1	1	0.702	65	82	0
54	1	85	0	1	3	0.0535	0.0651	0	1	0.595	8	82	82
54	1	86	1	1	1	0.0535	0.0651	1	1	0.750	60	0	82
54	1	87	9	1	3	0.0535	0.0651	1	1	0.608	0	82	0
54	1	88	1	2	2	0.0535	0.0651	0	1	0.611	74	0	0
54	1	89	1	1	2	0.0535	0.0651	1	1	0.572	78	0	82
54	1	90	1	1	3	0.0535	0.0651	1	1	0.599	75	0	82
54	1	91	0	1	1	0.0535	0.0651	0	1	0.767	6	82	82
54	1	92	1	2	2	0.0535	0.0651	0	1	0.571	78	0	0
54	1	93	1	2	3	0.0535	0.0651	0	1	0.550	80	0	0
54	1	94	0	2	3	0.0535	0.0651	1	1	0.576	8	0	82
