sub	sess	t	loc	co1	co2	or	resp	rt
141	1	1	2	1.0000	1.0000	0	0	3.725
141	1	2	1	1.0000	1.0000	1	0	0.765
141	1	3	2	1.0000	1.0000	1	1	1.944
141	1	4	1	1.0000	1.0000	0	1	1.187
141	1	5	1	1.0000	1.0000	1	1	1.739
141	1	6	1	1.0000	1.0000	1	1	1.787
141	1	7	1	1.0000	1.0000	0	1	1.211
141	1	8	2	1.0000	1.0000	0	1	1.059
141	1	9	1	1.0000	1.0000	0	1	0.719
141	1	10	1	1.0000	1.0000	0	1	0.741
141	1	11	1	1.0000	1.0000	1	1	1.117
141	1	12	2	1.0000	1.0000	0	1	1.130
141	1	13	1	1.0000	1.0000	1	1	0.724
141	1	14	2	1.0000	1.0000	1	1	1.083
141	1	15	2	1.0000	1.0000	0	1	0.857
141	1	16	1	1.0000	1.0000	0	1	0.839
141	1	17	2	1.0000	1.0000	1	1	0.909
141	1	18	1	1.0000	1.0000	0	1	0.699
141	1	19	2	1.0000	1.0000	0	1	0.816
141	1	20	2	1.0000	1.0000	1	1	0.871
141	1	21	1	1.0000	1.0000	0	1	0.751
141	1	22	2	1.0000	1.0000	1	1	0.889
141	1	23	1	1.0000	1.0000	0	1	0.608
141	1	24	1	1.0000	1.0000	1	1	1.006
141	1	25	2	1.0000	1.0000	0	1	0.760
141	1	26	1	1.0000	1.0000	1	1	0.669
141	1	27	2	1.0000	1.0000	1	1	1.022
141	1	28	2	1.0000	1.0000	0	1	0.776
141	1	29	1	0.2500	0.2500	0	1	0.737
141	1	30	1	0.2629	0.2629	1	1	0.682
141	1	31	2	0.2758	0.2758	1	1	0.798
141	1	32	1	0.2887	0.2887	1	0	0.705
141	1	33	1	0.3016	0.3016	0	1	0.800
141	1	34	2	0.3145	0.3145	0	1	0.809
141	1	35	2	0.3274	0.3274	1	1	0.612
141	1	36	2	0.3403	0.3403	0	1	0.720
141	1	37	2	0.3532	0.3532	0	1	0.709
141	1	38	1	0.3661	0.3661	1	1	0.811
141	1	39	1	0.3790	0.3790	0	1	0.584
141	1	40	2	0.3919	0.3919	1	1	0.647
141	1	41	1	0.4048	0.4048	0	1	0.653
141	1	42	2	0.4177	0.4177	1	1	0.621
141	1	43	1	0.4306	0.4306	1	1	0.845
141	1	44	1	0.4435	0.4435	1	1	0.563
141	1	45	2	0.4565	0.4565	0	1	0.676
141	1	46	2	0.4694	0.4694	1	1	0.685
141	1	47	2	0.4823	0.4823	1	1	0.651
141	1	48	2	0.4952	0.4952	1	1	0.560
141	1	49	2	0.5081	0.5081	1	1	0.583
141	1	50	1	0.5210	0.5210	0	1	0.679
141	1	51	2	0.5339	0.5339	0	1	0.933
141	1	52	1	0.5468	0.5468	0	1	0.541
141	1	53	1	0.5597	0.5597	1	1	0.645
141	1	54	2	0.5726	0.5726	0	1	0.706
