sub	sess	t	loc	co1	co2	or	resp	rt
57	1	1	2	1.0000	1.0000	1	0	17.659
57	1	2	2	1.0000	1.0000	1	0	1.977
57	1	3	2	1.0000	1.0000	0	1	1.041
57	1	4	1	1.0000	1.0000	0	1	1.432
57	1	5	2	1.0000	1.0000	0	1	0.914
57	1	6	1	1.0000	1.0000	1	1	1.198
57	1	7	1	1.0000	1.0000	1	1	1.015
57	1	8	1	1.0000	1.0000	1	1	0.976
57	1	9	2	1.0000	1.0000	1	0	0.899
57	1	10	2	1.0000	1.0000	1	1	0.841
57	1	11	2	1.0000	1.0000	1	1	0.770
57	1	12	2	1.0000	1.0000	0	1	0.782
57	1	13	1	1.0000	1.0000	1	1	0.952
57	1	14	2	1.0000	1.0000	1	1	0.957
57	1	15	1	1.0000	1.0000	0	1	0.816
57	1	16	1	1.0000	1.0000	1	1	1.398
57	1	17	2	1.0000	1.0000	0	1	0.672
57	1	18	1	1.0000	1.0000	0	1	0.968
57	1	19	2	1.0000	1.0000	0	1	0.585
57	1	20	2	1.0000	1.0000	0	1	0.547
57	1	21	2	1.0000	1.0000	0	1	1.142
57	1	22	1	1.0000	1.0000	1	1	1.355
57	1	23	1	1.0000	1.0000	1	1	0.998
57	1	24	1	1.0000	1.0000	0	0	1.487
57	1	25	1	1.0000	1.0000	0	1	1.006
57	1	26	2	1.0000	1.0000	1	1	1.241
57	1	27	2	1.0000	1.0000	0	1	0.706
57	1	28	2	1.0000	1.0000	1	0	1.810
57	1	29	1	0.2500	0.2500	1	1	0.885
57	1	30	1	0.2629	0.2629	0	1	0.987
57	1	31	2	0.2758	0.2758	1	1	0.935
57	1	32	2	0.2887	0.2887	0	1	0.707
57	1	33	2	0.3016	0.3016	0	1	0.625
57	1	34	1	0.3145	0.3145	1	1	0.987
57	1	35	2	0.3274	0.3274	1	1	1.219
57	1	36	1	0.3403	0.3403	0	1	0.852
57	1	37	2	0.3532	0.3532	1	1	0.971
57	1	38	1	0.3661	0.3661	1	1	1.046
57	1	39	1	0.3790	0.3790	0	1	0.607
57	1	40	1	0.3919	0.3919	0	1	0.721
57	1	41	2	0.4048	0.4048	0	0	1.053
57	1	42	1	0.4177	0.4177	1	1	1.061
57	1	43	1	0.4306	0.4306	1	1	1.397
57	1	44	2	0.4435	0.4435	0	1	0.653
57	1	45	1	0.4565	0.4565	0	1	0.891
57	1	46	1	0.4694	0.4694	1	1	0.809
57	1	47	2	0.4823	0.4823	1	1	0.914
57	1	48	1	0.4952	0.4952	0	1	0.895
57	1	49	2	0.5081	0.5081	0	1	0.588
57	1	50	1	0.5210	0.5210	1	1	0.718
57	1	51	2	0.5339	0.5339	0	1	0.640
57	1	52	2	0.5468	0.5468	0	1	0.566
57	1	53	2	0.5597	0.5597	1	1	0.737
57	1	54	1	0.5726	0.5726	0	1	1.069
57	1	55	1	0.5855	0.5855	0	1	0.716
57	1	56	2	0.5984	0.5984	1	1	0.795
57	1	57	2	0.6113	0.6113	1	1	0.890
57	1	58	2	0.6242	0.6242	1	1	0.601
57	1	59	1	0.6371	0.6371	1	1	0.779
57	1	60	1	0.6500	0.6500	0	1	0.796
57	1	61	1	0.2500	0.2500	0	1	0.639
57	1	62	2	0.2629	0.2629	1	1	0.936
57	1	63	2	0.2758	0.2758	1	1	0.667
57	1	64	2	0.2887	0.2887	1	1	0.610
57	1	65	2	0.3016	0.3016	0	1	0.565
57	1	66	2	0.3145	0.3145	0	1	0.462
57	1	67	2	0.3274	0.3274	0	1	0.470
57	1	68	1	0.3403	0.3403	1	1	1.429
57	1	69	2	0.3532	0.3532	0	1	0.469
57	1	70	1	0.3661	0.3661	1	1	0.773
57	1	71	1	0.3790	0.3790	1	1	0.744
57	1	72	1	0.3919	0.3919	1	1	0.802
57	1	73	1	0.4048	0.4048	1	1	0.613
57	1	74	2	0.4177	0.4177	1	0	0.613
57	1	75	1	0.4306	0.4306	1	1	1.117
57	1	76	1	0.4435	0.4435	1	1	0.723
57	1	77	2	0.4565	0.4565	0	1	0.578
57	1	78	2	0.4694	0.4694	0	1	0.484
57	1	79	1	0.4823	0.4823	1	1	1.127
57	1	80	1	0.4952	0.4952	0	1	0.764
57	1	81	2	0.5081	0.5081	0	1	0.502
57	1	82	1	0.5210	0.5210	0	1	0.836
57	1	83	2	0.5339	0.5339	1	1	1.011
57	1	84	1	0.5468	0.5468	0	1	0.874
57	1	85	1	0.5597	0.5597	0	1	0.811
57	1	86	1	0.5726	0.5726	0	1	0.695
57	1	87	2	0.5855	0.5855	1	1	1.797
57	1	88	1	0.5984	0.5984	0	1	0.727
57	1	89	2	0.6113	0.6113	0	1	0.588
57	1	90	2	0.6242	0.6242	1	1	0.686
57	1	91	2	0.6371	0.6371	1	1	0.773
57	1	92	2	0.6500	0.6500	0	1	0.534
57	1	93	1	0.1752	0.6500	1	1	1.015
57	1	94	1	0.1644	0.6500	0	1	0.713
57	1	95	1	0.1533	0.6500	1	0	1.046
57	1	96	1	0.1854	0.6500	1	1	0.612
57	1	97	2	0.1854	0.3251	0	1	0.461
57	1	98	2	0.1854	0.3186	1	1	0.644
57	1	99	2	0.1854	0.3122	0	1	0.746
57	1	100	1	0.1769	0.3122	1	1	0.767
57	1	101	2	0.1769	0.3058	0	1	0.611
57	1	102	2	0.1769	0.2994	1	0	1.018
57	1	103	1	0.1685	0.2994	0	1	1.763
57	1	104	1	0.1600	0.2994	1	1	1.231
57	1	105	2	0.1600	0.3186	1	1	1.871
57	1	106	1	0.1516	0.3186	1	1	1.196
57	1	107	2	0.1516	0.3131	0	1	0.679
57	1	108	2	0.1516	0.3076	1	1	0.727
57	1	109	2	0.1516	0.3023	1	1	0.621
57	1	110	1	0.1431	0.3023	1	1	1.046
57	1	111	1	0.1348	0.3023	1	1	0.707
57	1	112	1	0.1265	0.3023	0	1	0.642
57	1	113	2	0.1265	0.2971	1	1	1.152
57	1	114	1	0.1182	0.2971	0	1	0.764
57	1	115	1	0.1102	0.2971	0	1	0.527
57	1	116	2	0.1102	0.2919	0	1	0.586
57	1	117	2	0.1102	0.2869	0	1	0.509
57	1	118	1	0.1023	0.2869	0	1	0.865
