sub	sess	t	loc	cue	co1	co2	or	resp	rt
44	1	1	1	2	0.2836	0.1497	1	1	0.975
44	1	2	2	3	0.2836	0.1497	0	1	0.738
44	1	3	1	1	0.2836	0.1497	0	1	0.726
44	1	4	2	2	0.2836	0.1497	0	1	0.588
44	1	5	1	3	0.2836	0.1497	0	1	0.607
44	1	6	1	1	0.2836	0.1497	1	0	0.538
44	1	7	1	1	0.2836	0.1497	1	1	0.568
44	1	8	1	2	0.2836	0.1497	0	1	0.595
44	1	9	2	3	0.2836	0.1497	1	1	0.940
44	1	10	1	2	0.2836	0.1497	0	1	0.656
44	1	11	1	3	0.2836	0.1497	1	1	0.681
44	1	12	2	3	0.2836	0.1497	1	1	0.679
44	1	13	2	2	0.2836	0.1497	1	0	0.702
44	1	14	2	2	0.2836	0.1497	1	1	0.637
44	1	15	2	2	0.2836	0.1497	1	1	0.670
44	1	16	2	1	0.2836	0.1497	1	1	0.484
44	1	17	2	2	0.2836	0.1497	1	1	0.491
44	1	18	2	2	0.2836	0.1497	1	1	0.473
44	1	19	2	3	0.2836	0.1497	1	1	0.568
44	1	20	2	3	0.2836	0.1497	0	1	0.620
44	1	21	1	1	0.2836	0.1497	0	1	0.729
44	1	22	1	1	0.2836	0.1497	0	0	0.516
44	1	23	1	3	0.2836	0.1497	0	1	0.425
44	1	24	1	3	0.2836	0.1497	1	1	0.619
44	1	25	2	3	0.2836	0.1497	1	0	0.517
44	1	26	2	3	0.2836	0.1497	0	1	0.650
44	1	27	1	1	0.2836	0.1497	1	1	0.595
44	1	28	1	2	0.2836	0.1497	1	1	0.452
44	1	29	2	2	0.2836	0.1497	1	1	0.826
44	1	30	1	1	0.2836	0.1497	1	1	0.564
44	1	31	1	3	0.2836	0.1497	0	1	0.653
44	1	32	2	2	0.2836	0.1497	0	1	0.871
44	1	33	1	3	0.2836	0.1497	0	1	0.527
44	1	34	2	2	0.2836	0.1497	0	1	0.546
44	1	35	1	3	0.2836	0.1497	1	1	0.428
44	1	36	2	2	0.2836	0.1497	1	1	0.963
44	1	37	2	1	0.2836	0.1497	0	1	0.457
44	1	38	1	1	0.2836	0.1497	0	1	0.594
44	1	39	1	1	0.2836	0.1497	0	1	0.445
44	1	40	2	2	0.2836	0.1497	0	1	0.484
44	1	41	2	2	0.2836	0.1497	0	1	0.489
44	1	42	1	1	0.2836	0.1497	0	1	0.543
44	1	43	2	1	0.2836	0.1497	1	0	0.498
44	1	44	2	2	0.2836	0.1497	1	1	0.655
44	1	45	2	2	0.2836	0.1497	0	1	0.406
44	1	46	1	1	0.2836	0.1497	1	1	0.503
44	1	47	1	1	0.2836	0.1497	1	1	0.475
44	1	48	2	2	0.2836	0.1497	0	1	0.426
44	1	49	1	1	0.2836	0.1497	1	1	0.571
44	1	50	1	3	0.2836	0.1497	1	1	0.989
44	1	51	1	1	0.2836	0.1497	0	1	0.606
44	1	52	1	1	0.2836	0.1497	0	1	0.449
44	1	53	2	1	0.2836	0.1497	0	1	0.561
44	1	54	2	3	0.2836	0.1497	0	1	0.508
44	1	55	2	2	0.2836	0.1497	0	1	0.433
44	1	56	1	1	0.2836	0.1497	1	1	0.503
44	1	57	1	1	0.2836	0.1497	1	1	0.572
44	1	58	1	3	0.2836	0.1497	0	1	0.439
44	1	59	1	1	0.2836	0.1497	0	1	0.478
44	1	60	1	3	0.2836	0.1497	1	0	0.509
44	1	61	2	3	0.2836	0.1497	0	1	0.736
44	1	62	2	2	0.2836	0.1497	0	1	0.483
44	1	63	2	2	0.2836	0.1497	0	1	0.426
44	1	64	2	1	0.2836	0.1497	0	1	0.385
44	1	65	2	3	0.2836	0.1497	1	1	0.571
44	1	66	2	2	0.2836	0.1497	0	1	0.383
44	1	67	2	2	0.2836	0.1497	1	1	0.441
44	1	68	2	2	0.2836	0.1497	0	1	0.424
44	1	69	1	1	0.2836	0.1497	0	0	0.536
44	1	70	2	2	0.2836	0.1497	1	1	0.523
44	1	71	1	1	0.2836	0.1497	0	1	0.614
44	1	72	2	2	0.2836	0.1497	1	1	0.640
44	1	73	1	3	0.2836	0.1497	0	1	0.842
44	1	74	1	1	0.2836	0.1497	0	1	0.420
44	1	75	1	2	0.2836	0.1497	0	1	0.437
44	1	76	1	2	0.2836	0.1497	0	1	0.543
44	1	77	2	3	0.2836	0.1497	0	1	0.537
44	1	78	1	1	0.2836	0.1497	1	1	0.445
44	1	79	2	2	0.2836	0.1497	1	1	0.518
44	1	80	1	1	0.2836	0.1497	0	1	0.464
44	1	81	1	1	0.2836	0.1497	0	1	0.448
44	1	82	1	1	0.2836	0.1497	0	1	0.422
44	1	83	1	1	0.2836	0.1497	1	1	0.525
44	1	84	2	2	0.2836	0.1497	1	1	0.649
44	1	85	2	3	0.2836	0.1497	1	1	0.713
44	1	86	1	1	0.2836	0.1497	1	1	0.518
44	1	87	2	1	0.2836	0.1497	0	1	0.756
