sub	sess	t	loc	cue	co1	co2	or	resp	rt
48	1	1	1	1	0.0500	0.0649	1	0	1.754
48	1	2	2	2	0.0500	0.0649	1	1	0.849
48	1	3	1	1	0.0500	0.0649	1	1	1.751
48	1	4	1	3	0.0500	0.0649	0	1	0.914
48	1	5	2	2	0.0500	0.0649	0	0	1.033
48	1	6	1	1	0.0500	0.0649	0	1	0.604
48	1	7	2	2	0.0500	0.0649	1	1	0.692
48	1	8	1	1	0.0500	0.0649	0	1	0.634
48	1	9	2	3	0.0500	0.0649	1	1	0.974
48	1	10	1	3	0.0500	0.0649	0	1	0.707
48	1	11	1	2	0.0500	0.0649	0	1	0.795
48	1	12	2	2	0.0500	0.0649	1	1	0.643
48	1	13	2	3	0.0500	0.0649	0	1	1.361
48	1	14	1	2	0.0500	0.0649	1	1	0.671
48	1	15	2	2	0.0500	0.0649	0	1	0.659
48	1	16	2	2	0.0500	0.0649	0	1	0.639
48	1	17	1	1	0.0500	0.0649	0	1	0.811
48	1	18	1	3	0.0500	0.0649	1	1	0.664
48	1	19	2	1	0.0500	0.0649	0	1	0.576
48	1	20	1	3	0.0500	0.0649	1	1	0.575
48	1	21	1	1	0.0500	0.0649	0	1	0.671
48	1	22	1	2	0.0500	0.0649	1	1	0.807
48	1	23	1	1	0.0500	0.0649	1	1	0.621
48	1	24	2	2	0.0500	0.0649	1	1	0.557
48	1	25	1	3	0.0500	0.0649	1	1	0.586
48	1	26	2	3	0.0500	0.0649	0	1	0.515
48	1	27	2	2	0.0500	0.0649	0	1	0.670
48	1	28	1	1	0.0500	0.0649	1	1	0.631
48	1	29	2	2	0.0500	0.0649	1	1	0.943
48	1	30	2	3	0.0500	0.0649	0	1	0.752
48	1	31	2	3	0.0500	0.0649	0	0	0.580
48	1	32	2	2	0.0500	0.0649	1	1	0.652
48	1	33	1	3	0.0500	0.0649	0	1	0.622
48	1	34	2	1	0.0500	0.0649	1	1	0.581
48	1	35	1	2	0.0500	0.0649	0	1	0.446
48	1	36	1	1	0.0500	0.0649	0	0	0.679
48	1	37	1	3	0.0500	0.0649	1	0	0.550
48	1	38	1	1	0.0500	0.0649	1	1	0.597
48	1	39	1	3	0.0500	0.0649	0	1	0.691
48	1	40	1	1	0.0500	0.0649	1	1	0.664
48	1	41	2	2	0.0500	0.0649	0	1	0.580
48	1	42	2	2	0.0500	0.0649	0	1	0.849
48	1	43	2	3	0.0500	0.0649	1	1	0.586
48	1	44	2	2	0.0500	0.0649	0	1	0.890
48	1	45	2	2	0.0500	0.0649	1	1	0.559
48	1	46	2	3	0.0500	0.0649	1	1	0.588
48	1	47	1	1	0.0500	0.0649	0	1	0.918
48	1	48	2	2	0.0500	0.0649	1	1	0.543
48	1	49	2	2	0.0500	0.0649	0	1	0.927
48	1	50	1	1	0.0500	0.0649	1	1	0.691
48	1	51	1	1	0.0500	0.0649	0	1	0.757
48	1	52	2	1	0.0500	0.0649	0	1	0.649
48	1	53	1	1	0.0500	0.0649	1	1	0.630
48	1	54	2	3	0.0500	0.0649	1	1	0.988
48	1	55	1	1	0.0500	0.0649	0	1	0.584
48	1	56	2	1	0.0500	0.0649	1	1	0.584
48	1	57	2	2	0.0500	0.0649	1	0	0.612
48	1	58	1	1	0.0500	0.0649	0	0	0.874
48	1	59	1	1	0.0500	0.0649	0	1	0.848
