sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt	rew_tot	left_col	right_col
132	1	1	9	1	1	0.2072	0.2728	0	1	0.714	0	0	0
132	1	2	0	2	2	0.2072	0.2728	0	1	0.805	5	82	82
132	1	3	0	1	1	0.2072	0.2728	0	1	0.622	7	82	82
132	1	4	0	1	1	0.2072	0.2728	1	1	0.760	6	82	0
132	1	5	9	1	3	0.2072	0.2728	1	1	0.565	0	82	0
132	1	6	0	1	1	0.2072	0.2728	1	1	0.417	9	82	0
132	1	7	0	1	3	0.2072	0.2728	0	1	0.521	8	82	82
132	1	8	0	2	3	0.2072	0.2728	1	1	0.733	6	0	82
132	1	9	0	2	3	0.2072	0.2728	1	1	0.537	8	0	82
132	1	10	9	2	3	0.2072	0.2728	1	1	0.604	0	82	0
132	1	11	1	1	1	0.2072	0.2728	0	1	0.568	78	0	0
132	1	12	9	2	1	0.2072	0.2728	0	1	0.643	0	82	82
132	1	13	1	2	3	0.2072	0.2728	1	1	0.517	83	82	0
132	1	14	1	1	1	0.2072	0.2728	0	1	0.513	84	0	0
132	1	15	9	2	3	0.2072	0.2728	1	1	0.495	0	82	0
132	1	16	0	2	2	0.2072	0.2728	1	1	0.566	8	0	82
132	1	17	0	1	2	0.2072	0.2728	0	1	0.578	8	82	82
132	1	18	1	2	2	0.2072	0.2728	0	1	0.468	88	0	0
132	1	19	1	1	3	0.2072	0.2728	0	1	0.609	74	0	0
132	1	20	9	1	1	0.2072	0.2728	0	1	0.408	0	82	82
132	1	21	0	2	2	0.2072	0.2728	1	1	0.669	7	0	82
132	1	22	0	1	3	0.2072	0.2728	1	1	0.746	6	82	0
132	1	23	1	1	2	0.2072	0.2728	1	0	0.726	0	0	82
132	1	24	1	1	1	0.2072	0.2728	0	1	0.682	67	0	0
132	1	25	0	1	1	0.2072	0.2728	1	1	0.630	7	82	0
132	1	26	9	1	3	0.2072	0.2728	0	1	0.503	0	0	0
132	1	27	1	2	2	0.2072	0.2728	0	1	0.627	72	0	0
132	1	28	1	1	1	0.2072	0.2728	0	1	0.594	76	0	0
132	1	29	1	2	3	0.2072	0.2728	1	1	0.458	89	82	0
132	1	30	9	2	2	0.2072	0.2728	0	1	0.640	0	82	82
132	1	31	0	2	2	0.2072	0.2728	1	1	0.554	8	0	82
132	1	32	0	2	3	0.2072	0.2728	0	1	0.404	9	82	82
132	1	33	0	1	3	0.2072	0.2728	0	0	0.524	0	82	82
132	1	34	0	2	1	0.2072	0.2728	0	1	0.623	7	82	82
132	1	35	9	1	2	0.2072	0.2728	1	1	0.487	0	82	0
132	1	36	9	1	1	0.2072	0.2728	0	1	0.508	0	0	0
132	1	37	1	1	3	0.2072	0.2728	0	1	0.610	74	0	0
132	1	38	1	1	3	0.2072	0.2728	1	1	0.634	72	0	82
132	1	39	1	2	1	0.2072	0.2728	0	1	0.410	94	0	0
132	1	40	1	2	3	0.2072	0.2728	1	0	0.562	0	82	0
132	1	41	9	2	3	0.2072	0.2728	0	1	0.661	0	0	0
132	1	42	9	1	1	0.2072	0.2728	0	1	0.509	0	82	82
132	1	43	1	1	1	0.2072	0.2728	0	1	0.474	88	0	0
132	1	44	1	1	2	0.2072	0.2728	1	1	0.624	73	0	82
