sub	sess	t	loc	co1	co2	or	resp	rt
119	1	1	2	1.0000	1.0000	1	0	13.051
119	1	2	1	1.0000	1.0000	1	1	1.552
119	1	3	1	1.0000	1.0000	1	0	1.448
119	1	4	2	1.0000	1.0000	1	1	2.299
119	1	5	2	1.0000	1.0000	1	0	1.176
119	1	6	1	1.0000	1.0000	0	0	1.585
119	1	7	1	1.0000	1.0000	1	1	2.793
119	1	8	2	1.0000	1.0000	0	1	1.544
119	1	9	2	1.0000	1.0000	0	1	1.541
119	1	10	1	1.0000	1.0000	1	1	2.358
119	1	11	2	1.0000	1.0000	0	1	1.076
119	1	12	1	1.0000	1.0000	0	1	1.544
119	1	13	2	1.0000	1.0000	1	1	1.149
119	1	14	2	1.0000	1.0000	0	1	1.518
119	1	15	1	1.0000	1.0000	0	0	1.019
119	1	16	2	1.0000	1.0000	0	1	3.068
119	1	17	2	1.0000	1.0000	1	1	1.047
119	1	18	1	1.0000	1.0000	1	0	2.449
119	1	19	1	1.0000	1.0000	1	1	1.807
119	1	20	2	1.0000	1.0000	1	0	2.021
119	1	21	2	1.0000	1.0000	0	0	1.765
119	1	22	1	1.0000	1.0000	0	0	3.665
119	1	23	1	1.0000	1.0000	0	1	1.785
119	1	24	1	1.0000	1.0000	0	0	1.749
119	1	25	1	1.0000	1.0000	0	1	1.012
119	1	26	1	1.0000	1.0000	1	1	2.659
119	1	27	1	1.0000	1.0000	0	1	1.743
119	1	28	1	1.0000	1.0000	1	1	1.488
119	1	29	1	1.0000	1.0000	0	0	2.817
119	1	30	2	1.0000	1.0000	0	1	1.156
119	1	31	1	1.0000	1.0000	0	1	2.275
119	1	32	1	1.0000	1.0000	1	1	1.661
119	1	33	2	1.0000	1.0000	1	0	0.959
119	1	34	2	1.0000	1.0000	0	0	0.852
119	1	35	2	1.0000	1.0000	0	0	2.394
119	1	36	1	1.0000	1.0000	0	1	1.909
119	1	37	2	1.0000	1.0000	1	1	1.684
119	1	38	1	1.0000	1.0000	0	1	2.107
119	1	39	2	1.0000	1.0000	0	0	1.212
119	1	40	2	1.0000	1.0000	1	1	2.536
119	1	41	2	1.0000	1.0000	0	1	1.469
119	1	42	2	1.0000	1.0000	1	0	1.358
119	1	43	1	1.0000	1.0000	1	1	1.142
119	1	44	2	1.0000	1.0000	0	0	0.990
119	1	45	1	1.0000	1.0000	1	1	2.533
119	1	46	2	1.0000	1.0000	1	0	1.282
119	1	47	1	1.0000	1.0000	1	0	1.948
119	1	48	2	1.0000	1.0000	1	1	1.331
119	1	49	1	1.0000	1.0000	0	1	1.622
119	1	50	1	1.0000	1.0000	0	0	3.076
119	1	51	2	1.0000	1.0000	1	1	2.158
119	1	52	2	1.0000	1.0000	1	0	4.124
119	1	53	1	1.0000	1.0000	0	1	5.395
119	1	54	2	1.0000	1.0000	0	0	0.874
119	1	55	2	1.0000	1.0000	0	1	2.001
119	1	56	1	1.0000	1.0000	1	1	1.574
119	1	57	2	1.0000	1.0000	1	1	1.347
119	1	58	1	1.0000	1.0000	1	1	0.659
119	1	59	2	1.0000	1.0000	1	1	1.459
119	1	60	2	1.0000	1.0000	1	0	1.041
119	1	61	1	1.0000	1.0000	0	0	0.959
119	1	62	2	1.0000	1.0000	0	0	2.308
119	1	63	2	1.0000	1.0000	0	0	0.892
