sub	sess	t	loc	co1	co2	or	resp	rt
131	1	1	2	1.0000	1.0000	0	1	2.581
131	1	2	2	1.0000	1.0000	1	1	1.221
131	1	3	1	1.0000	1.0000	0	1	1.012
131	1	4	1	1.0000	1.0000	1	1	0.920
131	1	5	1	1.0000	1.0000	0	1	0.782
131	1	6	1	1.0000	1.0000	0	1	1.101
131	1	7	1	1.0000	1.0000	1	1	1.919
131	1	8	1	1.0000	1.0000	0	1	0.730
131	1	9	1	1.0000	1.0000	1	1	0.846
131	1	10	2	1.0000	1.0000	0	1	2.985
131	1	11	2	1.0000	1.0000	1	1	1.559
131	1	12	2	1.0000	1.0000	0	1	0.913
131	1	13	2	1.0000	1.0000	0	1	3.566
131	1	14	1	1.0000	1.0000	1	1	1.027
131	1	15	2	1.0000	1.0000	1	1	1.328
131	1	16	2	1.0000	1.0000	1	1	0.997
131	1	17	1	1.0000	1.0000	1	1	0.950
131	1	18	1	1.0000	1.0000	0	1	0.973
131	1	19	2	1.0000	1.0000	0	1	1.021
131	1	20	2	1.0000	1.0000	1	1	0.929
131	1	21	1	1.0000	1.0000	0	1	1.814
131	1	22	1	1.0000	1.0000	0	1	0.844
131	1	23	1	1.0000	1.0000	1	1	0.911
131	1	24	2	1.0000	1.0000	0	1	0.736
131	1	25	2	1.0000	1.0000	1	1	1.111
131	1	26	1	1.0000	1.0000	1	0	0.824
131	1	27	2	1.0000	1.0000	1	1	0.870
131	1	28	2	1.0000	1.0000	0	1	0.767
131	1	29	1	0.2500	0.2500	0	1	0.761
131	1	30	2	0.2629	0.2629	0	1	0.862
131	1	31	2	0.2758	0.2758	1	1	1.257
131	1	32	2	0.2887	0.2887	0	1	2.321
131	1	33	1	0.3016	0.3016	0	1	0.877
131	1	34	1	0.3145	0.3145	1	1	0.821
131	1	35	2	0.3274	0.3274	1	1	1.535
131	1	36	2	0.3403	0.3403	1	0	2.597
131	1	37	2	0.3532	0.3532	1	1	0.670
131	1	38	1	0.3661	0.3661	1	1	1.021
131	1	39	1	0.3790	0.3790	0	1	0.893
131	1	40	2	0.3919	0.3919	0	1	0.821
131	1	41	2	0.4048	0.4048	0	1	1.098
131	1	42	1	0.4177	0.4177	0	1	0.780
131	1	43	2	0.4306	0.4306	0	1	1.725
131	1	44	1	0.4435	0.4435	1	1	1.179
131	1	45	1	0.4565	0.4565	1	1	1.006
131	1	46	1	0.4694	0.4694	0	1	0.780
131	1	47	1	0.4823	0.4823	1	1	0.923
131	1	48	2	0.4952	0.4952	0	0	1.999
131	1	49	1	0.5081	0.5081	0	1	0.671
131	1	50	1	0.5210	0.5210	0	1	0.679
131	1	51	1	0.5339	0.5339	1	1	0.907
131	1	52	2	0.5468	0.5468	1	1	0.760
131	1	53	1	0.5597	0.5597	1	1	0.713
131	1	54	2	0.5726	0.5726	0	1	0.927
131	1	55	2	0.5855	0.5855	1	1	0.728
131	1	56	2	0.5984	0.5984	0	1	0.744
131	1	57	2	0.6113	0.6113	0	1	0.743
131	1	58	2	0.6242	0.6242	1	0	0.734
131	1	59	1	0.6371	0.6371	0	1	0.638
131	1	60	1	0.6500	0.6500	1	1	1.449
131	1	61	1	0.2500	0.2500	0	1	0.790
131	1	62	1	0.2629	0.2629	1	1	0.774
131	1	63	2	0.2758	0.2758	0	1	0.871
131	1	64	2	0.2887	0.2887	0	1	1.005
131	1	65	1	0.3016	0.3016	1	1	0.717
131	1	66	2	0.3145	0.3145	1	1	1.526
131	1	67	2	0.3274	0.3274	1	1	1.031
131	1	68	2	0.3403	0.3403	1	1	0.949
131	1	69	2	0.3532	0.3532	0	0	2.121
131	1	70	1	0.3661	0.3661	0	1	0.826
131	1	71	2	0.3790	0.3790	0	1	0.642
131	1	72	1	0.3919	0.3919	1	1	0.664
131	1	73	1	0.4048	0.4048	1	1	0.690
131	1	74	1	0.4177	0.4177	0	1	0.795
