sub	sess	t	rew	loc	cue	co1	co2	or	resp	rt
89	1	2	9	2	-1	0.0551	0.0500	0	1	1.181
89	1	4	9	1	-1	0.0551	0.0500	1	1	0.624
89	1	6	9	1	-1	0.0551	0.0500	0	1	0.362
89	1	8	9	2	-1	0.0551	0.0500	0	1	0.386
89	1	10	9	2	-1	0.0551	0.0500	0	1	0.403
89	1	12	9	2	-1	0.0551	0.0500	1	1	0.398
89	1	14	9	2	-1	0.0551	0.0500	1	1	0.392
89	1	16	9	2	-1	0.0551	0.0500	1	1	0.364
89	1	18	9	1	-1	0.0551	0.0500	0	1	0.385
89	1	20	9	1	-1	0.0551	0.0500	0	1	0.361
89	1	22	9	2	-1	0.0551	0.0500	1	1	0.374
89	1	24	9	1	-1	0.0551	0.0500	1	1	0.418
89	1	26	9	2	-1	0.0551	0.0500	0	1	0.374
89	1	28	9	2	-1	0.0551	0.0500	0	0	0.603
89	1	30	9	1	-1	0.0551	0.0500	0	1	0.392
89	1	32	9	2	-1	0.0551	0.0500	1	1	0.396
89	1	34	9	1	-1	0.0551	0.0500	1	1	0.373
89	1	36	9	1	-1	0.0551	0.0500	0	1	0.340
89	1	38	9	1	-1	0.0551	0.0500	0	1	0.317
89	1	40	9	1	-1	0.0551	0.0500	1	1	0.288
89	1	42	9	2	-1	0.0551	0.0500	1	1	0.378
89	1	44	9	2	-1	0.0551	0.0500	0	1	0.391
89	1	46	9	1	-1	0.0551	0.0500	0	1	0.315
89	1	48	9	2	-1	0.0551	0.0500	0	1	0.293
89	1	50	9	1	-1	0.0551	0.0500	1	1	0.387
89	1	52	9	2	-1	0.0551	0.0500	1	1	0.335
89	1	54	9	1	-1	0.0551	0.0500	1	1	0.373
89	1	56	9	2	-1	0.0551	0.0500	0	1	0.445
89	1	58	9	1	-1	0.0551	0.0500	0	1	0.319
89	1	60	9	1	-1	0.0551	0.0500	1	0	0.369
89	1	62	9	2	-1	0.0551	0.0500	1	1	0.378
89	1	64	9	1	-1	0.0551	0.0500	1	1	0.425
89	1	66	0	1	-1	0.0551	0.0500	0	1	0.358
89	1	68	0	2	-1	0.0551	0.0500	0	1	0.577
89	1	70	0	2	-1	0.0551	0.0500	0	1	0.351
89	1	72	0	1	-1	0.0551	0.0500	0	1	0.334
89	1	74	0	1	-1	0.0551	0.0500	0	1	0.379
89	1	76	0	2	-1	0.0551	0.0500	1	1	0.400
89	1	78	0	1	-1	0.0551	0.0500	1	1	0.306
89	1	80	0	1	-1	0.0551	0.0500	0	1	0.401
89	1	82	0	1	-1	0.0551	0.0500	0	1	0.401
89	1	84	0	2	-1	0.0551	0.0500	0	1	0.354
89	1	86	0	2	-1	0.0551	0.0500	0	1	0.375
89	1	88	0	2	-1	0.0551	0.0500	1	1	0.426
89	1	90	0	2	-1	0.0551	0.0500	0	1	0.363
89	1	92	0	1	-1	0.0551	0.0500	1	0	0.379
89	1	94	0	2	-1	0.0551	0.0500	1	1	0.412
89	1	96	0	1	-1	0.0551	0.0500	0	1	0.439
89	1	98	0	2	-1	0.0551	0.0500	1	1	0.441
89	1	100	0	2	-1	0.0551	0.0500	1	1	0.413
89	1	102	0	1	-1	0.0551	0.0500	1	1	0.416
89	1	104	0	1	-1	0.0551	0.0500	1	1	0.401
89	1	106	0	2	-1	0.0551	0.0500	0	1	0.407
89	1	108	0	2	-1	0.0551	0.0500	0	1	0.296
89	1	110	0	1	-1	0.0551	0.0500	1	1	0.495
89	1	112	0	2	-1	0.0551	0.0500	1	1	0.267
89	1	114	0	1	-1	0.0551	0.0500	1	0	0.339
89	1	116	0	2	-1	0.0551	0.0500	1	1	0.388
89	1	118	0	2	-1	0.0551	0.0500	0	1	0.349
89	1	120	0	1	-1	0.0551	0.0500	0	1	0.362
89	1	122	0	1	-1	0.0551	0.0500	0	1	0.312
89	1	124	0	1	-1	0.0551	0.0500	1	1	0.276
89	1	126	0	2	-1	0.0551	0.0500	1	1	0.375
89	1	128	0	1	-1	0.0551	0.0500	1	0	0.267
